c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=7
p cnf 75 225
-73 -71 34 0
-22 -52 9 0
67 63 34 0
5 -66 18 0
-43 -19 -14 0
73 -34 12 0
-37 5 69 0
6 71 -34 0
20 -35 3 0
-13 68 25 0
-29 24 -41 0
63 39 31 0
49 -14 -74 0
30 71 9 0
-17 -75 -13 0
-30 -54 -34 0
-43 -59 -26 0
64 -35 -52 0
-54 -47 -75 0
59 53 48 0
6 -41 4 0
-19 -61 44 0
53 -18 44 0
-23 38 1 0
60 -61 64 0
-53 64 -24 0
-66 73 7 0
-64 -19 63 0
54 -36 -12 0
-74 -29 8 0
38 -24 -45 0
-8 -25 26 0
34 9 -54 0
36 4 12 0
53 72 -60 0
-27 -71 -53 0
56 47 -29 0
-49 62 29 0
-70 65 16 0
44 2 17 0
65 -43 -45 0
45 24 -43 0
50 -22 30 0
42 -75 -22 0
29 -39 27 0
-61 -15 71 0
-22 15 -28 0
60 -11 6 0
-15 67 49 0
-12 -32 -36 0
29 4 45 0
-37 54 56 0
-44 -53 66 0
-22 30 -20 0
34 -15 -65 0
53 -52 25 0
-43 -39 -60 0
-26 34 -59 0
20 75 -47 0
1 -10 -9 0
-62 -69 -51 0
74 -29 43 0
33 29 -63 0
-66 -23 -6 0
27 56 -20 0
-21 -8 -60 0
-16 -1 -19 0
45 -28 54 0
-62 -59 -56 0
-43 -60 9 0
11 -19 -7 0
-12 -48 64 0
75 36 1 0
-54 6 58 0
-22 -51 49 0
-37 -10 -57 0
53 22 -65 0
-32 2 -50 0
40 -73 -8 0
-32 39 -2 0
-24 -25 -39 0
38 -56 74 0
-36 -49 39 0
-6 72 49 0
-5 -40 35 0
-46 -75 -38 0
-75 -19 -2 0
-15 -40 -35 0
25 -33 -48 0
-50 24 45 0
22 38 6 0
-26 -29 55 0
8 71 27 0
52 1 19 0
11 -43 69 0
-72 -43 61 0
72 -35 64 0
-75 56 -22 0
-71 -60 27 0
-67 21 -37 0
13 -65 -62 0
-11 -23 -21 0
-4 -61 -55 0
43 -17 -37 0
5 -60 15 0
67 -41 65 0
65 -61 39 0
56 -18 -25 0
-64 43 -44 0
26 67 -7 0
-45 -22 -46 0
-67 26 58 0
-39 -67 56 0
61 -1 10 0
-45 20 5 0
18 7 -66 0
71 -40 56 0
57 25 37 0
-4 -49 39 0
-60 57 -61 0
-12 52 40 0
13 40 21 0
-2 -31 5 0
-45 -62 -43 0
-52 65 4 0
26 74 -32 0
-30 -72 34 0
-67 -68 -71 0
-7 -25 -38 0
-36 62 66 0
-55 -66 19 0
-34 35 45 0
51 -22 56 0
-22 -56 -25 0
-39 -12 -63 0
26 57 -10 0
56 18 -37 0
-65 15 2 0
-60 57 -67 0
-10 33 35 0
-60 -1 -43 0
52 38 69 0
-23 60 36 0
-37 26 -55 0
-55 39 70 0
71 -25 -59 0
-56 -41 -13 0
18 -35 -15 0
4 -44 34 0
36 38 -50 0
-49 -48 -73 0
-4 29 -12 0
41 1 58 0
-48 -4 -66 0
-73 -29 71 0
53 -58 -23 0
66 36 64 0
-19 73 40 0
22 29 57 0
-51 46 7 0
-46 -47 35 0
-48 73 -71 0
60 -31 -34 0
22 -4 -29 0
39 -58 44 0
35 -20 -51 0
69 24 30 0
-6 41 -7 0
-37 11 59 0
59 -42 -5 0
-65 -51 28 0
-56 11 -60 0
-72 70 -48 0
21 -58 -39 0
4 -50 -34 0
5 53 -75 0
44 40 -63 0
-33 -22 -24 0
55 38 3 0
-41 6 39 0
71 1 64 0
-73 21 24 0
-41 67 -22 0
12 39 -54 0
67 -11 39 0
-69 -24 19 0
5 -74 2 0
-59 -38 -41 0
-40 41 -44 0
39 40 -50 0
69 -6 34 0
-47 -39 56 0
-7 -57 52 0
-55 56 -52 0
-13 -45 -73 0
-57 17 -36 0
23 -69 24 0
18 65 -17 0
-65 72 21 0
73 14 -23 0
-71 9 -55 0
-37 -38 14 0
-68 -41 -21 0
-43 33 -29 0
46 53 14 0
-21 -9 -55 0
-6 62 -13 0
65 67 49 0
13 -55 -6 0
-23 -31 2 0
39 43 62 0
25 59 74 0
37 46 8 0
-59 12 -32 0
37 40 -19 0
40 -7 -1 0
-26 -35 48 0
18 64 40 0
43 -3 22 0
16 50 37 0
-19 53 72 0
37 24 58 0
-46 57 39 0
42 50 -60 0
-45 -18 26 0

c GPT solve time: 20.71 seconds

SATISFIABLE
Branches: 1
Conflicts: 0
