c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=14
p cnf 75 412
-28 -58 45 0
74 72 65 0
40 -59 8 0
-40 -26 21 0
-56 59 -41 0
33 35 -55 0
67 -3 24 0
-44 21 -34 0
17 -62 53 0
46 44 33 0
3 -60 -64 0
-28 -31 5 0
-8 -44 4 0
-25 60 40 0
-34 -43 -13 0
-17 69 34 0
10 -7 59 0
57 -59 29 0
46 17 38 0
-29 32 -5 0
-56 -16 -33 0
19 -34 56 0
-44 61 19 0
7 -22 13 0
63 -3 20 0
-14 18 37 0
-57 -5 49 0
-43 70 24 0
-13 59 -1 0
-59 50 -54 0
-39 7 -25 0
66 -32 58 0
-39 34 -8 0
-20 30 -75 0
-53 -56 17 0
-10 -22 9 0
13 -27 -8 0
-50 74 -64 0
-61 -25 17 0
39 -29 68 0
32 -64 -42 0
63 -38 -50 0
-12 73 -66 0
-25 -58 44 0
-70 18 44 0
-73 31 50 0
60 48 -51 0
63 17 -43 0
1 -13 -42 0
29 -28 20 0
-57 49 -15 0
44 -1 -74 0
74 -12 13 0
-62 -40 -14 0
4 38 -1 0
53 -44 -55 0
-57 -58 27 0
26 1 -15 0
-66 6 -18 0
-23 40 -6 0
-13 -61 16 0
-65 -49 -59 0
-63 -26 -65 0
-52 40 -13 0
29 23 10 0
-63 -19 -36 0
-6 16 -55 0
20 -29 14 0
26 24 -51 0
17 -74 -60 0
-45 32 -20 0
-28 -48 -42 0
61 -2 -31 0
43 -5 40 0
73 -10 -59 0
-14 -55 -18 0
-66 49 -50 0
71 14 59 0
-57 -25 31 0
-35 -1 38 0
69 49 -43 0
-15 -9 -35 0
-41 -11 60 0
-10 -69 -22 0
-17 5 74 0
63 33 61 0
-39 -9 -42 0
-73 19 53 0
1 -19 -66 0
-12 -49 -69 0
63 29 -49 0
23 55 -21 0
30 -21 57 0
6 72 1 0
-26 -11 -3 0
-11 24 18 0
72 32 46 0
20 70 -12 0
14 -74 -52 0
-42 -68 -32 0
37 75 3 0
29 17 28 0
-19 24 -26 0
-22 16 18 0
-19 29 5 0
1 29 -70 0
-72 37 -59 0
52 -71 9 0
-11 59 12 0
