c Random 3-SAT
c alpha=4.0, N=75, L=300, instance=8
p cnf 75 300
29 -30 33 0
-49 40 -37 0
-47 -13 -56 0
20 -30 46 0
12 -30 -42 0
-66 -30 28 0
-34 3 9 0
61 24 39 0
29 -59 -43 0
23 63 70 0
-13 75 46 0
-1 -62 -17 0
41 -8 49 0
24 -42 13 0
-66 50 37 0
8 27 21 0
-32 62 -39 0
58 15 -5 0
72 -15 14 0
5 -67 2 0
9 -43 66 0
-38 -55 8 0
-73 -21 34 0
-30 54 34 0
31 -75 -63 0
12 21 38 0
-50 -71 34 0
65 -59 -64 0
-38 -27 39 0
-4 -15 -46 0
-60 64 48 0
7 -31 -47 0
-26 -44 39 0
-3 14 -43 0
36 -8 65 0
-73 -13 57 0
21 9 -20 0
-34 55 -24 0
10 30 68 0
30 34 71 0
-14 -60 72 0
-22 4 -71 0
-3 72 53 0
19 31 -52 0
62 75 63 0
-72 -29 58 0
15 3 -29 0
51 33 -56 0
41 45 -8 0
70 46 -56 0
16 -25 73 0
-8 1 49 0
50 53 44 0
-40 -22 26 0
-51 -49 27 0
-70 75 -21 0
40 -50 9 0
-24 9 7 0
-36 -42 24 0
-69 -39 -43 0
-6 -18 43 0
58 -34 -47 0
4 -46 -31 0
48 -15 -45 0
69 -66 -1 0
75 -25 -36 0
39 67 44 0
-75 18 57 0
54 -47 -23 0
-11 -40 -42 0
-53 -16 45 0
17 24 -35 0
-49 -66 -27 0
33 -18 62 0
-73 1 44 0
-58 -55 -13 0
16 66 -23 0
22 -23 47 0
31 53 10 0
-22 28 51 0
8 -55 -15 0
-74 -6 -37 0
-21 -11 -59 0
27 55 -22 0
62 75 17 0
-14 -59 -1 0
47 52 -57 0
49 2 4 0
-69 -10 -42 0
-1 -36 -40 0
49 27 64 0
63 -4 2 0
-65 14 8 0
5 -54 -1 0
69 29 -52 0
3 15 -6 0
-25 27 -43 0
-4 61 -52 0
56 6 -16 0
-62 -28 68 0
-22 -53 -15 0
-41 1 -74 0
-41 13 -4 0
-49 -63 24 0
54 -12 37 0
-7 -58 -15 0
71 58 -54 0
72 32 11 0
-25 22 29 0
-75 7 -39 0
70 24 23 0
-20 -43 75 0
-63 47 -42 0
38 3 -6 0
50 54 -67 0
47 10 9 0
-45 -30 -69 0
69 -43 -33 0
10 13 34 0
-51 -14 -23 0
15 -2 33 0
68 -72 -37 0
-64 -1 42 0
-59 -27 -52 0
-31 -54 36 0
-25 -18 -74 0
-4 -20 73 0
32 2 -53 0
64 3 -6 0
-57 -59 74 0
42 -46 27 0
-70 -13 54 0
