c Random 3-SAT instance
c alpha = 7.0, N = 75, L = 525, instance = 11
p cnf 75 525
-2 -40 47 0
74 -49 -54 0
-67 68 -9 0
2 36 31 0
10 26 -68 0
-11 62 3 0
46 53 67 0
-50 -9 -58 0
64 45 57 0
5 39 -19 0
-16 -60 -71 0
62 -48 -38 0
16 -13 -27 0
-57 31 27 0
-36 51 26 0
74 -54 -24 0
-57 52 -39 0
-66 22 67 0
-20 52 -46 0
67 -32 -56 0
-46 26 37 0
57 9 -69 0
-26 2 5 0
42 51 5 0
40 62 -60 0
40 -52 -54 0
26 -17 27 0
25 -58 -59 0
48 35 -2 0
65 -21 45 0
-17 24 -48 0
4 -35 65 0
16 -39 -50 0
-7 -16 -3 0
-35 -39 -41 0
-53 2 -34 0
-23 -44 59 0
-46 -38 23 0
21 73 3 0
71 -8 55 0
-29 -27 -19 0
-33 69 -64 0
24 71 12 0
27 70 52 0
30 -64 -57 0
-34 23 35 0
-19 -50 -14 0
-32 -65 -63 0
-48 -36 24 0
1 -7 -58 0
-75 -52 -42 0
13 45 31 0
68 -74 -64 0
-15 1 -16 0
-47 6 -7 0
19 -29 -24 0
-20 -18 -5 0
-63 -67 42 0
22 27 15 0
25 -73 -41 0
-7 -24 -30 0
-5 -6 41 0
-45 -11 -61 0
51 32 54 0
42 -1 23 0
-65 -43 39 0
56 42 -50 0
-62 23 18 0
-24 13 52 0
-57 29 -38 0
-51 1 -41 0
67 2 -8 0
-42 -59 -36 0
35 40 62 0
29 -65 -75 0
58 -45 11 0
-67 75 59 0
73 55 51 0
13 60 2 0
-34 17 -23 0
53 7 51 0
-25 41 69 0
-59 54 61 0
-74 -35 -37 0
-14 -25 61 0
30 42 -22 0
-27 -1 54 0
-59 10 39 0
46 -14 -65 0
-18 66 -20 0
-43 13 -62 0
24 -27 -48 0
-50 -23 -46 0
-15 75 -39 0
65 23 50 0
1 66 -62 0
-58 57 31 0
7 37 -31 0
66 44 -57 0
-31 -49 -53 0
20 -18 -12 0
-2 -1 68 0
24 38 36 0
-59 28 -44 0
57 38 -69 0
-9 -52 -39 0
60 11 21 0
35 33 20 0
-50 -14 70 0
-28 73 11 0
-11 3 45 0
-48 15 -73 0
17 -4 -71 0
-68 25 -48 0
2 18 71 0
62 70 -28 0
-63 -33 7 0
2 -37 72 0
-44 21 17 0
-26 -63 -3 0
-58 56 28 0
8 -15 -6 0
33 -32 75 0
-56 -61 -25 0
69 -51 2 0
-10 -39 61 0
68 -36 3 0
65 -2 -53 0
12 -60 -28 0
-17 -49 -46 0
-16 -38 -70 0
8 39 51 0
17 30 1 0
-14 -41 -4 0
-31 69 -60 0
60 34 -41 0
-18 -61 41 0
2 46 24 0
40 -2 60 0
23 -27 -14 0
48 47 -12 0
7 24 62 0
59 -6 -39 0
58 45 29 0
-64 -18 50 0
-58 21 -45 0
-24 9 47 0
43 -54 -7 0
19 53 9 0
-20 55 -41 0
-9 30 38 0
-62 -2 -35 0
-35 -15 -27 0
2 -25 -45 0
4 -12 63 0
-27 3 65 0
4 22 -44 0
-44 -65 57 0
-49 -44 -65 0
61 -64 -44 0
34 67 -39 0
19 -17 -20 0
42 19 -15 0
35 67 -9 0
6 7 -34 0
-58 61 -52 0
18 -12 1 0
72 -54 -37 0
50 61 18 0
-60 -17 -72 0
33 16 61 0
-27 9 38 0
-5 -1 67 0
63 -52 -71 0
-52 3 46 0
24 52 4 0
19 75 -30 0
-50 67 61 0
-57 63 -49 0
-59 -38 60 0
65 -45 -17 0
-23 -7 50 0
73 26 -3 0
29 -70 30 0
-40 -2 16 0
38 -37 73 0
-39 68 -62 0
57 58 73 0
51 18 -59 0
-44 -39 73 0
-57 -1 -60 0
-39 65 50 0
36 72 25 0
47 -57 66 0
57 -48 28 0
-63 39 -11 0
10 9 75 0
-58 12 3 0
58 15 64 0
-2 11 73 0
-73 3 -11 0
-65 -61 69 0
-28 52 -12 0
43 -11 -15 0
-10 -34 -70 0
-56 -6 -64 0
36 -5 75 0
41 29 66 0
9 -33 35 0
8 -60 17 0
-7 -73 19 0
-47 -19 -8 0
29 24 44 0
-29 19 34 0
-64 -49 39 0
-39 50 -51 0
-22 16 41 0
-43 -4 -66 0
6 -3 69 0
-25 -8 54 0
24 -28 -40 0
46 -34 -6 0
-55 -18 -73 0
1 -53 3 0
23 34 -66 0
62 58 -8 0
-2 61 71 0
-3 63 -54 0
-63 -66 -6 0
7 -44 -26 0
54 -7 -70 0
45 12 -18 0
-14 48 70 0
-56 -49 -34 0
5 64 9 0
69 -58 -52 0
-31 -16 10 0
-20 15 -43 0
-72 -37 9 0
45 -18 -70 0
44 52 30 0
-35 -39 -16 0
44 30 -51 0
-59 39 33 0
-4 -69 -29 0
27 -38 5 0
-46 -27 17 0
-75 59 13 0
32 -70 -64 0
-12 -5 63 0
-61 46 -44 0
-60 56 61 0
17 1 -72 0
-63 -6 -45 0
-19 -9 -16 0
4 35 55 0
-36 -75 -68 0
25 -7 -4 0
-46 62 -56 0
-33 -27 4 0
-4 56 -50 0
-13 -26 -67 0
-8 27 -45 0
59 21 -41 0
-47 -40 18 0
-70 -48 16 0
-28 40 20 0
26 -59 29 0
-46 47 43 0
-26 -68 1 0
34 71 31 0
-36 44 -25 0
-66 -27 -54 0
2 7 60 0
7 -59 18 0
-72 30 -28 0
21 -70 47 0
-6 -3 -41 0
-13 -24 -35 0
24 -75 34 0
9 -39 40 0
-10 25 -36 0
-61 27 2 0
1 50 49 0
-41 -14 19 0
-28 -65 20 0
-15 30 -52 0
-39 69 44 0
42 71 -26 0
57 74 5 0
-20 17 -13 0
7 -38 -3 0
8 2 -25 0
66 64 -72 0
57 10 45 0
-70 40 -46 0
-41 -32 -9 0
-68 30 -47 0
66 -41 -56 0
15 -5 47 0
50 75 21 0
46 -47 11 0
-68 -67 -64 0
-51 -27 -36 0
70 -22 -36 0
-15 64 5 0
26 -25 21 0
-51 46 -54 0
-35 56 -45 0
-71 -30 -66 0
-15 58 -27 0
5 33 63 0
-65 69 -73 0
-37 -56 19 0
59 -1 23 0
70 -71 -53 0
62 -74 1 0
62 -63 29 0
-59 31 -70 0
-52 -46 25 0
-61 -36 -38 0
-75 57 -34 0
-16 18 5 0
34 12 50 0
-49 -63 70 0
-36 15 -62 0
19 -68 -42 0
44 -69 59 0
27 -65 -38 0
74 51 -69 0
-40 -57 37 0
47 -7 9 0
15 43 59 0
-71 67 -31 0
-47 -41 -40 0
-19 -1 -22 0
27 56 17 0
-32 -45 4 0
-32 -15 -58 0
3 -5 -74 0
-6 34 62 0
-44 48 45 0
57 -29 -69 0
-4 1 -44 0
29 28 -20 0
-11 -17 -6 0
-4 8 30 0
70 46 52 0
47 -35 36 0
-21 -40 19 0
-20 58 -61 0
-34 1 -27 0
-46 75 -36 0
-73 44 3 0
58 -48 7 0
46 41 9 0
70 11 -50 0
-67 -40 45 0
-16 -53 -42 0
13 45 -51 0
-23 -75 -15 0
-66 7 -23 0
-73 26 36 0
33 -56 -43 0
42 -58 -22 0
-70 65 11 0
-63 -49 43 0
-58 -68 22 0
57 -31 62 0
10 67 7 0
-28 -48 -12 0
-39 -35 71 0
41 21 -37 0
41 -53 35 0
-74 -26 13 0
17 70 -73 0
-17 72 41 0
43 41 -6 0
-18 58 -56 0
-11 -55 64 0
51 64 -19 0
-48 -7 -49 0
1 60 -18 0
-53 60 -22 0
-46 63 -19 0
-74 34 -54 0
67 -15 13 0
64 32 10 0
60 -52 46 0
-51 -57 -27 0
37 11 25 0
15 -28 13 0
65 41 67 0
-25 39 67 0
54 -19 -66 0
-45 -36 30 0
45 -38 -32 0
59 -58 35 0
-13 23 42 0
63 12 58 0
62 5 9 0
33 -6 -4 0
-49 -21 -16 0
6 33 36 0
-60 41 15 0
7 -9 34 0
-22 2 23 0
71 -40 -29 0
9 -10 -4 0
-22 68 -2 0
-41 -32 25 0
-47 -44 -42 0
-36 57 30 0
44 -30 60 0
45 49 52 0
60 8 41 0
53 55 25 0
2 -15 -66 0
7 -35 -38 0
56 28 -7 0
-15 -34 -11 0
52 -61 71 0
69 12 -47 0
-62 -6 13 0
3 72 10 0
-8 70 28 0
65 59 53 0
28 8 13 0
-10 20 12 0
-74 30 -4 0
38 34 -15 0
10 -23 -33 0
-10 -65 -44 0
-19 -33 -41 0
-5 -75 41 0
-44 31 -22 0
-15 -5 -51 0
-42 52 -39 0
-3 -30 -62 0
70 7 6 0
-75 -11 27 0
21 58 -71 0
66 14 -49 0
-64 -50 -26 0
31 68 -55 0
68 71 27 0
-55 48 -69 0
68 39 26 0
-2 39 -67 0
40 24 -73 0
-66 -35 69 0
-63 20 -17 0
70 3 -38 0
-2 -38 10 0
-48 -15 54 0
68 -43 -24 0
-9 27 -30 0
66 -2 59 0
-1 -63 -48 0
-1 27 54 0
41 -19 -24 0
-60 23 -5 0
33 29 14 0
65 -20 -70 0
-24 -7 52 0
70 59 34 0
29 15 -41 0
70 -44 54 0
66 -3 40 0
-6 -10 -45 0
59 -56 -75 0
18 -5 -63 0
-71 48 68 0
-59 -35 26 0
-13 31 -71 0
-2 59 1 0
3 31 -43 0
26 35 -51 0
-58 23 1 0
22 -74 -51 0
-14 57 -3 0
-64 -34 -23 0
7 28 -72 0
25 -59 -22 0
30 -29 -23 0
-14 -36 -4 0
5 7 -16 0
-12 -57 6 0
66 -18 -39 0
-13 -61 26 0
67 44 5 0
-54 70 32 0
60 53 -35 0
-26 -1 -53 0
