c Random 3-SAT instance
c alpha = 6.0, N = 75, L = 450, instance = 89
p cnf 75 450
-64 -47 13 0
-10 68 60 0
-54 -60 -38 0
-21 -13 48 0
-38 -58 9 0
10 -23 -31 0
9 -66 8 0
-51 69 -7 0
-55 -21 -43 0
-48 -37 -18 0
-9 65 -52 0
-61 -16 -72 0
-57 -21 48 0
52 46 -12 0
-20 8 -22 0
34 -42 15 0
-58 -42 46 0
-32 -68 21 0
-37 -19 66 0
6 -64 -20 0
20 -45 55 0
55 64 -58 0
56 33 3 0
44 -42 -57 0
48 -66 40 0
-11 39 -57 0
-15 -17 -56 0
57 -52 -75 0
-23 44 -12 0
-40 74 -32 0
69 58 38 0
42 -26 -46 0
-50 -57 41 0
4 -41 -2 0
36 29 -42 0
55 48 -41 0
-27 -67 -6 0
45 46 53 0
37 -22 70 0
-59 -9 -23 0
51 -68 -11 0
-39 63 -1 0
41 -38 39 0
-15 -26 -9 0
39 17 -30 0
-34 56 -71 0
-40 -56 -32 0
-60 -43 40 0
41 31 25 0
-56 -47 -39 0
-61 10 -31 0
-59 63 23 0
-63 9 -56 0
20 55 16 0
70 16 28 0
56 70 35 0
-32 61 7 0
-64 12 -49 0
-56 -34 -66 0
7 45 49 0
15 40 19 0
13 -52 17 0
20 -19 72 0
-67 -32 -24 0
-61 -58 48 0
69 -21 -37 0
48 -39 -19 0
48 -6 49 0
5 -39 34 0
72 19 42 0
60 -65 51 0
-31 -36 42 0
69 -74 12 0
6 -25 67 0
15 -64 23 0
-37 -65 27 0
27 21 -42 0
-67 2 -31 0
33 22 26 0
-33 -8 10 0
-16 33 -5 0
-39 57 -74 0
67 -14 -57 0
32 34 48 0
68 -3 24 0
-54 6 7 0
20 61 40 0
44 -62 -13 0
30 -64 -33 0
-56 -6 -16 0
26 65 -3 0
-30 -39 20 0
-28 -14 12 0
-67 -2 -43 0
-18 -4 -69 0
59 44 68 0
62 16 -44 0
20 -53 -44 0
-21 75 64 0
-68 54 -20 0
-23 30 31 0
20 -54 3 0
-59 -39 27 0
68 -69 -61 0
5 -48 74 0
-10 58 68 0
69 -62 -27 0
-5 -22 -68 0
57 -31 -24 0
23 -62 21 0
-47 7 -65 0
48 47 16 0
33 23 27 0
-42 -57 13 0
2 -64 4 0
-7 67 26 0
-65 34 -35 0
-53 21 -39 0
-37 18 -15 0
55 5 -17 0
-4 -10 -61 0
-16 24 40 0
-75 -37 -2 0
-71 -33 17 0
-25 -9 -34 0
9 1 -27 0
-15 -10 -63 0
73 -22 -9 0
-40 26 46 0
55 56 57 0
-28 42 13 0
72 70 -16 0
70 13 6 0
57 -28 -56 0
8 38 -19 0
30 -44 54 0
36 30 -62 0
-31 -69 -29 0
-20 35 70 0
-25 5 -74 0
-69 -53 -67 0
-18 7 67 0
-35 16 -71 0
25 -38 14 0
29 59 -2 0
-39 13 -42 0
-10 74 46 0
32 23 -74 0
28 -63 6 0
5 -38 25 0
39 -11 7 0
67 73 51 0
-12 28 -10 0
-74 58 -62 0
-57 -47 -44 0
-26 -70 -62 0
-67 -75 -56 0
-46 -59 -69 0
9 48 38 0
27 -24 -3 0
-70 -63 64 0
-42 -33 29 0
-26 -43 -20 0
70 -43 61 0
53 72 -14 0
35 7 -13 0
-11 47 -30 0
7 -55 -18 0
29 -33 38 0
15 -50 35 0
22 17 -18 0
-42 52 -75 0
17 21 60 0
69 18 -46 0
-57 48 -27 0
15 41 39 0
-73 -24 6 0
-17 -29 60 0
1 49 65 0
23 29 65 0
-48 -46 -66 0
-47 46 -37 0
-45 -50 -40 0
-45 -1 -65 0
-54 -16 13 0
-19 -24 -27 0
15 -42 -58 0
53 -2 20 0
-23 -57 -8 0
-61 4 -59 0
-52 43 22 0
10 -26 46 0
58 43 27 0
-48 -7 -65 0
-38 54 -73 0
-4 3 -42 0
-7 28 40 0
-10 -35 -5 0
-66 -72 -70 0
39 9 -36 0
45 -73 49 0
13 59 -30 0
68 -41 -4 0
63 -60 72 0
-65 -64 50 0
-34 53 -72 0
-18 -55 30 0
-9 -64 -29 0
35 -28 65 0
-22 45 7 0
3 10 23 0
-39 -67 -22 0
-63 -22 -57 0
57 -45 -34 0
28 -39 18 0
19 35 24 0
-23 53 13 0
-41 -7 45 0
-14 45 -62 0
58 -6 8 0
-3 -22 -73 0
18 11 39 0
40 -20 -6 0
-55 -38 -65 0
-60 15 -65 0
-64 72 -14 0
66 12 -33 0
-15 35 58 0
-65 -45 32 0
-34 62 50 0
-38 61 44 0
-72 28 -36 0
68 -13 63 0
-32 -23 -19 0
43 -24 -75 0
-71 59 7 0
-67 14 -21 0
12 17 -50 0
2 -32 -3 0
-59 52 18 0
72 75 -19 0
46 67 50 0
-10 19 -3 0
55 -58 -17 0
-5 -7 -34 0
62 -74 -12 0
-25 59 75 0
35 71 9 0
-27 -41 -66 0
-10 18 -9 0
-65 -15 -74 0
-66 -41 -40 0
-23 -4 70 0
17 -54 -57 0
-31 75 -65 0
53 -47 -39 0
38 62 -12 0
-29 23 -47 0
53 -59 -45 0
-29 -26 -4 0
75 25 -55 0
4 59 31 0
17 -43 61 0
-48 -23 -54 0
-68 -34 75 0
1 59 65 0
-64 -34 -46 0
-24 27 25 0
-40 30 32 0
-13 39 -36 0
6 68 -23 0
-18 71 28 0
62 49 55 0
-5 -17 26 0
-54 -52 12 0
30 -32 -40 0
-56 6 -71 0
-70 -19 -35 0
13 64 71 0
72 -53 -5 0
28 -49 -73 0
43 13 -68 0
51 -57 -37 0
-21 -26 -58 0
-39 22 54 0
57 -69 16 0
-56 8 -33 0
50 13 -21 0
20 61 17 0
71 -4 11 0
43 34 -52 0
16 67 1 0
5 -27 40 0
75 51 -62 0
33 -24 1 0
-25 15 -36 0
18 33 43 0
45 -24 67 0
31 -70 34 0
30 -14 43 0
25 -68 67 0
14 68 -41 0
65 54 -3 0
-27 14 38 0
-46 -23 -42 0
60 -49 -31 0
45 67 -39 0
-17 30 -51 0
-60 -67 59 0
46 53 49 0
51 -32 -69 0
-4 53 2 0
-16 -40 25 0
28 71 -57 0
70 -4 28 0
12 9 -70 0
-38 -69 67 0
-72 -24 8 0
-33 -14 28 0
-34 -55 -35 0
43 69 -17 0
51 11 -71 0
-10 65 -15 0
44 36 -21 0
64 69 20 0
-10 30 71 0
30 58 61 0
-33 -39 28 0
57 -3 -8 0
27 -36 16 0
13 61 49 0
-13 53 -29 0
-16 41 39 0
-63 -9 -65 0
-66 27 58 0
-42 -60 44 0
-17 -13 43 0
-9 34 -74 0
17 -3 -67 0
-56 42 43 0
43 -56 -73 0
69 51 23 0
40 55 6 0
-35 7 -43 0
-37 6 57 0
-43 9 -66 0
-4 -7 25 0
-65 37 -38 0
-72 -24 12 0
7 -14 23 0
-17 58 -63 0
57 46 -51 0
-42 20 57 0
27 -24 30 0
-37 -48 -31 0
15 59 -56 0
2 -42 21 0
64 -18 43 0
72 29 -34 0
15 -74 -36 0
-55 6 45 0
-14 -40 43 0
-44 -47 -9 0
1 5 51 0
14 53 4 0
35 54 -20 0
-26 53 -75 0
45 35 47 0
13 74 44 0
-14 40 45 0
19 29 58 0
1 -74 -66 0
21 -71 -48 0
-39 4 -48 0
-4 -53 31 0
75 36 -5 0
-62 -29 -52 0
66 -23 1 0
-65 -5 14 0
-46 11 -50 0
-67 52 -32 0
-52 66 44 0
-39 -65 68 0
27 36 44 0
-74 -46 60 0
-16 -33 -6 0
48 59 26 0
6 27 -72 0
72 -62 -9 0
74 -4 -32 0
-40 -74 28 0
22 75 29 0
2 5 -11 0
10 67 7 0
20 -11 -15 0
21 74 -39 0
-62 58 49 0
41 -38 -16 0
-56 -25 67 0
-30 -5 -29 0
-6 59 58 0
53 7 -50 0
68 26 -2 0
18 -66 -19 0
-68 51 22 0
17 14 -42 0
-40 3 -25 0
-51 -44 58 0
54 -26 9 0
-22 -74 60 0
-15 -43 -16 0
-2 -23 -16 0
-48 -31 21 0
31 22 -34 0
-6 -54 -5 0
30 -27 -61 0
-23 66 -25 0
-28 54 -42 0
61 40 30 0
41 7 61 0
12 36 74 0
54 -42 -49 0
-53 -25 -75 0
-23 42 -69 0
58 62 -63 0
-66 -8 -12 0
-21 -68 -25 0
-13 -24 7 0
5 67 12 0
44 -37 64 0
32 -60 49 0
60 -20 -66 0
75 -37 -12 0
-22 -45 40 0
-43 -55 67 0
24 59 -31 0
-35 -20 -75 0
-43 -54 64 0
3 -36 55 0
-33 -21 25 0
-24 23 -50 0
-16 -62 -32 0
-72 -54 4 0
6 -13 10 0
-67 30 24 0
-71 -44 -17 0
75 -20 -48 0
33 -17 47 0
63 22 38 0
-63 -49 -74 0
s UNSATISFIABLE
d decisions 176
