c Random 3-SAT instance
c alpha = 9.5, N = 75, L = 712, instance = 266
p cnf 75 712
50 58 70 0
45 -46 -22 0
-55 37 -54 0
-61 75 63 0
47 65 -48 0
-42 30 -14 0
-28 12 61 0
3 -73 -1 0
-70 15 -38 0
-32 -75 69 0
-34 33 41 0
-12 14 -74 0
53 15 73 0
48 -65 -70 0
-41 -18 54 0
2 -56 -23 0
-51 2 43 0
6 72 38 0
-21 5 71 0
-1 -19 -15 0
-38 31 52 0
39 -4 72 0
33 -48 69 0
-1 -24 -46 0
9 69 28 0
70 -8 49 0
-70 -72 -63 0
-28 66 12 0
41 61 -74 0
58 61 -35 0
57 -12 -33 0
-37 41 -10 0
-63 22 14 0
-52 49 64 0
62 -50 -24 0
-74 51 -9 0
-56 58 22 0
-3 -18 57 0
26 -13 4 0
45 -9 -32 0
33 -35 -72 0
8 20 -48 0
-63 -60 -7 0
-59 68 -52 0
-9 44 66 0
-2 -73 -53 0
32 57 13 0
-61 -17 -75 0
-52 37 -1 0
-71 -36 -51 0
-61 -37 -47 0
59 54 -29 0
49 -74 -31 0
-51 62 50 0
-66 -33 20 0
9 68 58 0
-3 -55 66 0
46 -66 72 0
-6 -11 -5 0
-10 3 30 0
-55 8 58 0
24 42 48 0
30 60 -13 0
29 -34 64 0
-59 -2 33 0
11 -61 49 0
-49 23 43 0
-39 -10 51 0
-47 16 -64 0
-47 6 23 0
-44 -47 12 0
71 44 25 0
-50 25 66 0
75 67 -6 0
-22 46 -6 0
39 10 51 0
-3 68 53 0
42 -15 -52 0
-68 -74 15 0
-46 -40 -3 0
53 26 -10 0
68 -23 33 0
70 33 -58 0
63 -75 5 0
47 -51 72 0
9 -17 68 0
-49 -63 46 0
49 -73 37 0
-44 16 -53 0
-12 58 -61 0
41 72 68 0
22 62 -46 0
-39 -63 30 0
-51 7 -48 0
-28 -45 -23 0
-60 69 -18 0
-28 -2 -57 0
40 52 74 0
42 -27 -6 0
3 -15 31 0
-1 -53 -46 0
32 -54 -44 0
-19 14 6 0
19 -48 44 0
72 -64 -47 0
64 5 -51 0
49 -54 -4 0
23 71 -65 0
30 36 57 0
70 -58 54 0
23 -58 45 0
-3 -34 -66 0
-23 66 -39 0
67 45 36 0
-51 -56 24 0
33 -57 5 0
62 -9 30 0
-38 63 -4 0
29 23 32 0
-73 38 -57 0
43 -34 -36 0
47 43 37 0
-69 -16 17 0
-56 44 -13 0
-53 -3 51 0
21 -25 28 0
37 -43 19 0
5 -20 48 0
29 67 -40 0
75 -29 -54 0
-6 -67 52 0
13 -7 38 0
46 37 -15 0
-33 -7 -18 0
-4 2 -38 0
35 -59 41 0
-10 21 9 0
38 -47 60 0
-8 -27 38 0
-66 57 23 0
1 5 50 0
-31 58 -49 0
-67 -21 34 0
42 -14 62 0
11 43 68 0
67 42 73 0
1 -27 -34 0
63 -72 7 0
2 -36 14 0
3 61 19 0
74 -33 -47 0
-47 -3 -56 0
40 -74 -50 0
-1 47 7 0
-55 -74 70 0
36 49 -9 0
-37 -42 -24 0
-60 -7 -63 0
31 -53 -14 0
4 60 36 0
-32 -40 63 0
-74 43 -4 0
19 -71 -68 0
-63 42 29 0
-11 -18 -51 0
73 -13 74 0
-6 41 -15 0
11 53 61 0
-14 6 -57 0
30 52 35 0
23 -50 59 0
27 54 20 0
12 -41 48 0
-40 52 -69 0
-67 49 -72 0
10 -40 43 0
-3 -49 -26 0
52 43 -37 0
-25 -23 -22 0
-9 -71 39 0
48 19 71 0
-42 -59 73 0
-28 9 2 0
-66 -47 -26 0
-26 -40 -49 0
-20 36 -22 0
-44 6 -66 0
-41 -68 52 0
-24 -61 5 0
-72 -36 -74 0
51 45 19 0
61 -50 24 0
1 69 -52 0
59 68 -4 0
49 73 7 0
24 -72 -35 0
73 23 -4 0
43 -2 -29 0
-46 56 52 0
-29 -13 74 0
-41 35 -22 0
-65 -75 -26 0
3 20 25 0
43 20 -52 0
-19 53 44 0
34 12 64 0
52 66 -59 0
24 -42 6 0
3 -28 -20 0
73 -49 72 0
23 -38 41 0
-38 21 18 0
-49 28 72 0
58 -6 -44 0
-3 55 -63 0
8 40 -53 0
72 -54 -35 0
-43 15 68 0
-18 53 74 0
-20 15 -68 0
52 -7 -45 0
-58 -23 68 0
47 30 64 0
12 65 40 0
35 -24 44 0
-68 -4 48 0
-41 -70 -57 0
36 -72 -52 0
-18 -64 33 0
44 40 36 0
-36 -54 -60 0
29 35 10 0
-25 59 1 0
-31 46 -24 0
-37 -74 -25 0
5 55 -31 0
-69 -14 71 0
-66 -21 -31 0
-66 5 -19 0
59 13 26 0
-55 -41 -25 0
3 75 37 0
60 19 64 0
35 66 -75 0
-57 -65 75 0
36 -15 11 0
-7 6 23 0
19 -2 18 0
-26 -2 34 0
-17 -40 61 0
-26 20 35 0
-34 48 -51 0
66 -25 47 0
57 -35 -22 0
-49 -23 30 0
58 -46 47 0
47 -28 -14 0
-6 -57 -67 0
-28 -8 23 0
38 40 -51 0
-8 -70 42 0
2 34 20 0
60 21 -71 0
-18 31 -16 0
-30 -41 62 0
39 69 -17 0
28 5 -4 0
62 1 -48 0
45 -41 8 0
67 -53 -26 0
-15 45 -37 0
61 36 53 0
-41 -34 -43 0
-45 -19 -26 0
59 1 -8 0
-45 33 -31 0
20 -58 -39 0
-43 47 28 0
-71 46 56 0
-74 17 -72 0
-24 -9 -28 0
-71 -62 -25 0
-42 -1 -59 0
5 -19 -1 0
54 -36 -12 0
-38 24 -2 0
-12 -9 -35 0
-48 -14 38 0
-22 1 -34 0
56 34 65 0
56 -21 22 0
66 14 70 0
29 -30 -33 0
3 -31 38 0
-24 -70 -3 0
-52 -14 -71 0
-29 -9 33 0
-36 -33 -41 0
-70 14 -74 0
19 25 -53 0
-11 1 64 0
-36 50 32 0
-10 3 61 0
70 -62 -35 0
-34 -68 -15 0
2 40 20 0
36 -65 -34 0
8 -19 -49 0
-38 60 72 0
4 61 -53 0
53 36 -17 0
65 -55 -73 0
-19 -26 32 0
-33 -20 -25 0
22 -43 -66 0
10 -56 -35 0
40 29 66 0
-22 51 -1 0
48 19 75 0
-27 16 22 0
-13 -5 51 0
73 -51 27 0
-74 -1 36 0
29 -38 27 0
32 -11 -52 0
53 15 8 0
-59 -14 49 0
-1 -3 -21 0
-67 70 -43 0
-54 26 60 0
-41 -62 20 0
22 42 -24 0
-41 -11 -70 0
57 8 -10 0
-67 -32 -5 0
32 17 75 0
40 23 -47 0
-69 -71 -33 0
-38 30 -7 0
49 69 -23 0
5 19 -21 0
27 -36 -43 0
73 -62 17 0
-35 -28 67 0
-34 -70 -13 0
35 26 -6 0
-17 -48 32 0
15 -68 -5 0
11 62 -36 0
-43 2 -11 0
-14 50 57 0
-67 74 34 0
38 74 -21 0
27 -3 -65 0
13 -35 -17 0
17 -18 -22 0
33 44 14 0
65 -34 -71 0
-71 64 -21 0
11 -16 -49 0
66 -56 9 0
54 -65 62 0
61 -19 42 0
12 -37 -43 0
53 52 3 0
53 -28 -20 0
-69 14 -27 0
50 -20 26 0
-18 -1 40 0
28 49 50 0
10 63 5 0
36 -24 23 0
-16 -47 63 0
30 -2 -31 0
70 -58 53 0
-32 -49 20 0
65 75 -40 0
-72 40 -3 0
-70 -42 -23 0
-12 34 36 0
17 5 -43 0
69 72 59 0
-36 -35 75 0
-61 68 -54 0
37 -68 -50 0
-14 -52 69 0
3 28 -13 0
-58 12 50 0
9 -40 -26 0
-57 -12 37 0
-29 -43 -74 0
-75 -30 -40 0
-11 17 -45 0
-44 -33 47 0
60 40 65 0
-73 -21 -49 0
-36 39 64 0
-47 40 -11 0
71 2 -35 0
-27 -7 -20 0
-54 -64 28 0
29 -49 -74 0
71 -16 -25 0
24 -69 56 0
-41 73 75 0
-62 67 64 0
5 25 61 0
-36 -26 -20 0
-41 -50 39 0
18 -19 -28 0
46 4 43 0
57 -53 46 0
63 -37 -8 0
-45 28 -16 0
22 -60 8 0
29 -30 -2 0
40 -7 -73 0
-72 42 61 0
44 -42 -47 0
45 26 -58 0
-41 -15 23 0
-33 -28 -24 0
-60 -2 55 0
15 -70 -54 0
54 -30 -66 0
11 -33 41 0
18 26 8 0
9 -48 -23 0
41 56 -69 0
-52 -25 47 0
-28 53 34 0
-24 20 67 0
-54 73 31 0
-49 -37 7 0
27 3 29 0
-69 36 57 0
-11 -39 -37 0
-54 31 36 0
70 -20 -66 0
12 -50 72 0
1 31 -14 0
-10 -64 -72 0
-66 -3 -7 0
-38 75 49 0
-24 -59 7 0
4 -14 -34 0
63 31 -47 0
-65 61 51 0
-52 32 39 0
47 -11 9 0
34 17 40 0
14 20 16 0
-41 23 -61 0
-11 67 -46 0
31 24 69 0
-52 -15 -55 0
63 -37 -31 0
-4 23 -27 0
50 -37 19 0
14 -42 8 0
-51 54 39 0
-56 -62 20 0
-38 -3 -35 0
-11 49 -26 0
73 -45 20 0
-75 -56 8 0
-26 -33 42 0
52 13 -58 0
54 51 58 0
68 65 57 0
-43 63 34 0
-43 -10 70 0
74 58 -50 0
62 32 -73 0
74 -56 -37 0
-6 -71 -50 0
-61 -39 -50 0
4 -29 -61 0
-55 -56 -65 0
63 50 1 0
-49 52 -23 0
38 22 41 0
7 -42 -31 0
32 33 56 0
-26 49 -31 0
-18 -35 -29 0
-72 19 -23 0
73 48 -68 0
27 18 -62 0
-67 71 54 0
4 -15 -36 0
-62 40 57 0
4 -60 3 0
-13 26 36 0
17 28 -33 0
56 -37 74 0
58 37 71 0
-16 -54 56 0
27 9 -25 0
-15 -73 -6 0
42 -4 73 0
31 -54 -71 0
-68 -34 -62 0
25 -19 18 0
73 20 18 0
25 -14 68 0
57 -64 1 0
-70 -75 -50 0
67 -23 4 0
-69 17 -62 0
-55 -32 37 0
65 46 -28 0
-57 6 26 0
-37 -14 -55 0
26 38 -42 0
72 14 -51 0
-39 64 59 0
49 -28 25 0
57 -62 39 0
-18 -34 58 0
22 33 52 0
-19 -31 -13 0
65 22 53 0
-43 -59 37 0
48 35 33 0
70 -75 42 0
-17 -71 -24 0
57 -75 -33 0
-29 -57 48 0
-50 71 -14 0
41 -67 65 0
8 11 -59 0
-31 75 -48 0
-54 60 43 0
-39 -70 63 0
73 -63 -69 0
8 -13 3 0
12 -2 -69 0
27 56 -17 0
20 5 -57 0
-56 39 -16 0
-45 75 48 0
-17 -6 -72 0
-62 -19 -26 0
38 54 -20 0
10 41 19 0
-65 71 60 0
5 -2 31 0
68 70 17 0
19 -37 -70 0
75 37 47 0
-67 -50 -39 0
42 -74 27 0
-31 -44 63 0
42 3 45 0
-31 -28 62 0
-12 2 -29 0
-18 25 63 0
73 -41 -58 0
2 70 -55 0
28 -47 14 0
-26 -52 61 0
-13 -60 1 0
-7 -31 -2 0
-39 -28 -13 0
53 -58 -45 0
-28 -51 40 0
59 -75 27 0
-55 -21 52 0
64 -11 1 0
41 39 -40 0
-28 -51 -24 0
38 -16 48 0
-9 -31 24 0
8 34 -24 0
50 66 -43 0
31 65 72 0
-45 61 26 0
-50 -71 -21 0
30 45 14 0
48 -60 35 0
62 -5 66 0
-21 -67 -22 0
68 6 4 0
23 -49 44 0
-70 -34 -10 0
66 -20 7 0
-71 36 -27 0
44 -14 27 0
25 28 41 0
-55 13 7 0
25 36 -33 0
12 -41 8 0
-69 74 28 0
47 -74 -3 0
55 49 20 0
-14 54 3 0
-51 19 39 0
6 -34 10 0
17 -35 -33 0
33 -32 67 0
-19 15 42 0
-74 -48 49 0
-47 -37 15 0
74 -72 -49 0
42 55 -36 0
-34 29 72 0
8 45 75 0
55 -29 -8 0
34 12 -53 0
-55 -38 -62 0
49 43 44 0
-24 -8 28 0
-72 43 45 0
9 36 -71 0
-54 -73 -19 0
-55 45 3 0
61 -34 47 0
39 41 -67 0
67 -32 33 0
45 -55 67 0
-6 3 35 0
13 29 -64 0
-52 -6 -70 0
-9 63 2 0
41 -51 63 0
-63 74 16 0
-68 -24 -64 0
-45 -4 32 0
-29 6 -43 0
25 -38 -37 0
-5 8 -3 0
-75 -65 10 0
-48 32 3 0
74 -60 52 0
-46 66 50 0
22 12 -62 0
-39 -69 -10 0
