c Random 3-SAT instance
c alpha = 1.0, N = 75, L = 75, instance = 139
p cnf 75 75
28 53 -42 0
10 -63 20 0
18 60 70 0
-19 -2 68 0
-6 59 18 0
-70 -34 -67 0
-34 59 -29 0
11 64 -40 0
37 5 17 0
-44 -4 -26 0
-39 -72 21 0
-3 28 -50 0
-43 -23 -19 0
34 -59 -14 0
19 59 34 0
-8 17 -43 0
17 7 -30 0
-6 -29 27 0
29 5 -21 0
-2 -17 -26 0
-44 35 -14 0
-26 -67 -71 0
19 -72 2 0
-59 21 15 0
24 -10 -18 0
-5 36 -37 0
-56 21 -58 0
35 57 31 0
-19 23 -68 0
-18 -16 -46 0
38 -64 29 0
38 50 -58 0
-33 -40 72 0
-43 8 21 0
-1 -18 -68 0
-21 39 -75 0
-24 -55 -37 0
-29 36 -32 0
49 -53 16 0
-10 56 -75 0
49 58 -63 0
-5 -13 31 0
-59 64 73 0
-25 52 36 0
-3 -54 -12 0
19 -72 25 0
-55 44 -8 0
-17 70 -53 0
2 73 -19 0
50 -72 22 0
-21 -56 -29 0
52 25 -2 0
-31 59 74 0
11 3 60 0
44 -11 -41 0
51 24 45 0
3 -1 -21 0
21 -43 14 0
-60 -39 61 0
-43 56 44 0
20 69 -71 0
-11 -66 61 0
-3 36 32 0
39 18 -43 0
53 71 -10 0
58 -53 -34 0
24 53 -69 0
-30 1 -6 0
-40 -30 10 0
-36 -38 74 0
-45 -52 -5 0
-33 48 -43 0
55 -64 -47 0
-64 -43 -14 0
-17 -6 -68 0
s SATISFIABLE
d decisions 61
