c Random 3-SAT instance
c alpha = 5.0, N = 75, L = 375, instance = 51
p cnf 75 375
41 -9 70 0
-59 41 61 0
62 58 28 0
50 70 42 0
-47 64 69 0
17 -44 45 0
-47 32 -31 0
-17 -72 -43 0
1 7 11 0
-53 55 45 0
45 31 41 0
71 29 -24 0
52 -59 -13 0
-72 -66 9 0
-40 55 -8 0
37 -41 -36 0
-64 -56 13 0
23 -58 -24 0
5 8 37 0
54 72 75 0
-26 30 46 0
-43 -65 7 0
31 2 20 0
73 12 36 0
23 -72 59 0
-56 11 67 0
1 22 -5 0
16 -53 -33 0
22 46 48 0
49 71 39 0
-45 -39 -14 0
-15 -25 -73 0
45 -51 31 0
-2 -59 73 0
56 39 70 0
2 27 -46 0
49 -75 47 0
-49 -37 18 0
44 -32 -67 0
35 2 10 0
-4 -62 -63 0
-50 4 -19 0
-40 -22 34 0
28 54 66 0
-72 -73 3 0
-45 -38 -66 0
55 38 35 0
-57 32 37 0
14 -19 -20 0
-48 21 -8 0
-48 24 -68 0
-19 -12 21 0
-25 -14 -57 0
-5 35 -66 0
71 -29 70 0
-40 -55 64 0
65 -41 -34 0
11 -50 -53 0
-63 -44 -38 0
4 50 71 0
-5 64 38 0
-12 -24 31 0
-48 -75 30 0
-21 50 -26 0
-37 44 -73 0
30 -65 74 0
-52 -19 -67 0
22 49 -21 0
-36 58 -30 0
-16 52 -35 0
-70 -39 1 0
-55 -63 49 0
73 9 -62 0
-12 -25 -29 0
-67 -17 -30 0
14 3 34 0
13 -8 68 0
19 12 57 0
-57 58 3 0
1 53 13 0
54 69 -29 0
-8 7 46 0
-8 -54 -38 0
-52 6 -48 0
4 48 -15 0
75 -15 -17 0
-16 31 -27 0
-69 47 60 0
70 18 -21 0
31 39 -64 0
-23 -7 -21 0
53 -11 25 0
61 2 -51 0
12 52 -10 0
-11 38 -46 0
-61 41 -66 0
23 -45 29 0
-17 41 -8 0
-23 -27 4 0
-6 33 -43 0
3 67 -24 0
-32 -33 -35 0
-71 70 14 0
-40 -54 27 0
-8 -57 -19 0
-39 10 -59 0
-72 58 36 0
-40 54 41 0
66 34 74 0
-53 -38 4 0
6 9 -65 0
47 64 54 0
73 71 -53 0
-44 64 13 0
54 -65 60 0
-15 63 -25 0
36 40 6 0
-71 19 -32 0
-4 -55 -26 0
-10 -15 -16 0
-68 63 22 0
64 -50 7 0
-66 58 -5 0
50 5 73 0
6 -29 26 0
26 -46 -75 0
23 48 52 0
2 -46 28 0
1 6 4 0
-67 64 -3 0
-4 -10 18 0
33 -71 63 0
-57 -22 -16 0
-55 -11 54 0
-3 73 7 0
-22 -56 -59 0
28 1 -23 0
-30 23 31 0
46 -57 -69 0
-51 -74 -30 0
49 37 8 0
54 -60 -42 0
-13 8 -67 0
72 -53 51 0
35 -61 -74 0
-4 13 29 0
-34 15 -4 0
31 -58 40 0
-41 -28 37 0
-36 -19 37 0
-3 7 10 0
-11 69 35 0
27 -63 38 0
49 18 -37 0
44 -63 74 0
48 29 7 0
-60 -67 68 0
-13 3 -54 0
7 2 15 0
10 -51 40 0
-23 -58 -7 0
69 42 -71 0
45 60 52 0
60 -22 -43 0
-38 -23 -35 0
60 66 51 0
71 -27 7 0
-20 -4 -66 0
53 49 68 0
25 32 66 0
-17 -50 30 0
55 46 -2 0
23 69 -34 0
29 11 -14 0
33 -48 52 0
-67 47 41 0
-20 8 17 0
-39 -59 3 0
9 -73 -62 0
-23 -47 -42 0
6 51 11 0
42 -38 -3 0
-19 12 29 0
60 44 -29 0
3 9 64 0
24 -45 -13 0
52 23 47 0
-64 -14 62 0
-25 -55 45 0
32 -37 -58 0
30 32 -16 0
30 -70 7 0
-7 22 43 0
-65 28 57 0
67 -73 -41 0
-15 -75 30 0
14 55 -9 0
55 42 -63 0
-29 7 -56 0
-74 39 -51 0
73 28 17 0
-48 14 52 0
-23 62 -11 0
-22 -18 14 0
51 55 17 0
-12 34 57 0
30 72 20 0
34 -22 5 0
-50 5 12 0
36 -21 -35 0
38 -32 59 0
1 -10 43 0
-61 47 -43 0
75 -66 6 0
-19 -10 -13 0
-57 -49 35 0
-50 -40 -72 0
36 -7 -67 0
-56 -35 43 0
-8 -6 -5 0
62 -63 -61 0
37 -61 -59 0
49 -40 13 0
18 71 -74 0
50 -28 -64 0
19 -75 43 0
16 -60 -22 0
52 66 69 0
-33 -49 19 0
-73 69 5 0
-7 62 -1 0
-31 64 72 0
58 -48 57 0
14 52 22 0
-56 -66 47 0
26 -48 -19 0
-9 1 -63 0
-42 -44 39 0
-6 43 13 0
62 23 -30 0
35 19 -64 0
-36 60 -42 0
-25 -11 66 0
44 -54 35 0
-22 25 35 0
-49 50 -30 0
-2 29 -28 0
-69 68 -35 0
29 63 71 0
-40 52 32 0
34 43 44 0
-69 53 -71 0
-1 50 56 0
-35 45 -49 0
70 68 -74 0
42 -29 -75 0
1 -17 -12 0
-60 -41 -5 0
18 72 14 0
11 75 -42 0
61 15 17 0
67 -60 38 0
51 11 -7 0
60 -47 -65 0
73 -43 -8 0
24 -73 10 0
-5 -47 74 0
-59 12 -16 0
55 11 62 0
64 -31 12 0
34 -43 -8 0
-71 -26 41 0
10 -70 -35 0
-5 -29 -18 0
52 19 75 0
22 6 5 0
-55 11 69 0
13 -75 -35 0
41 -20 4 0
-62 54 59 0
-67 -52 -16 0
1 56 -4 0
