c Random 3-SAT instance
c alpha = 5.0, N = 75, L = 375, instance = 126
p cnf 75 375
26 -3 -27 0
-74 -51 -7 0
-70 -49 28 0
-58 -61 19 0
-29 22 46 0
72 74 -63 0
-34 6 -43 0
33 -27 -73 0
-31 69 -19 0
-37 2 -22 0
-54 -51 66 0
45 30 -15 0
35 -25 50 0
-26 59 8 0
-9 -10 32 0
13 22 42 0
70 43 45 0
-75 -32 -43 0
-18 -1 -72 0
8 -47 -66 0
69 -74 49 0
36 31 -41 0
51 -13 55 0
23 -14 58 0
27 11 -50 0
-65 -47 -5 0
-24 -13 23 0
-52 33 72 0
58 56 -8 0
-10 72 34 0
-55 -14 -47 0
56 12 42 0
-55 39 -46 0
30 24 2 0
-5 -52 56 0
-53 -17 11 0
-27 -37 11 0
71 -29 -50 0
45 -14 2 0
4 50 11 0
-70 -63 -43 0
-64 8 -42 0
-46 -75 -22 0
64 7 34 0
75 -22 -45 0
-3 -53 62 0
-9 63 -16 0
29 -30 -34 0
-73 -11 59 0
1 22 -38 0
40 64 45 0
58 10 -23 0
-29 65 -40 0
29 -25 -52 0
-5 -2 -29 0
4 24 37 0
-67 -42 -65 0
68 -40 -15 0
-32 74 -60 0
32 -54 4 0
4 -64 67 0
26 22 -18 0
-32 57 -26 0
2 -45 29 0
-61 21 -35 0
6 21 -65 0
21 -40 69 0
-24 -62 -64 0
6 -21 1 0
-19 8 26 0
53 18 20 0
-62 67 -60 0
75 -55 -39 0
34 70 -46 0
-70 65 61 0
-60 21 -37 0
-61 69 -15 0
-32 64 19 0
32 21 25 0
64 -46 -1 0
-13 42 63 0
74 -57 -34 0
-48 49 -34 0
4 26 11 0
55 -34 -68 0
-56 -71 14 0
-71 18 55 0
-24 -62 42 0
-36 21 52 0
-61 -51 5 0
-44 -57 -69 0
14 17 45 0
24 -28 45 0
-7 -47 -62 0
-2 12 -63 0
11 -49 -63 0
-65 -39 -45 0
6 -74 16 0
-52 -47 6 0
-44 6 11 0
-64 -71 50 0
61 2 4 0
75 -57 63 0
-42 -34 -68 0
8 3 10 0
57 -54 55 0
40 -29 45 0
40 68 37 0
-69 72 58 0
-20 7 -35 0
-48 67 29 0
1 -11 44 0
73 -68 23 0
72 -34 16 0
-12 -22 -36 0
18 -75 59 0
27 -58 40 0
-1 -63 64 0
-33 27 22 0
50 -12 9 0
-68 44 -69 0
-31 -10 -53 0
17 -25 -11 0
5 69 -56 0
-33 26 2 0
37 55 71 0
-26 64 29 0
41 5 58 0
-25 20 15 0
-26 -72 -63 0
-61 -43 39 0
-54 -23 22 0
-47 -18 35 0
-36 -75 70 0
-36 -73 -23 0
33 8 65 0
51 37 -72 0
-31 -57 25 0
70 -58 -47 0
-37 74 -63 0
-29 53 21 0
61 6 -19 0
5 -49 -51 0
27 -20 -72 0
-31 17 11 0
41 -65 -44 0
72 -10 9 0
-2 -36 16 0
46 -26 -70 0
-11 73 -60 0
-73 -67 -53 0
-52 -54 -10 0
-1 -9 -68 0
-67 -72 -5 0
-68 -13 -8 0
32 30 -35 0
-30 10 6 0
-22 -33 -44 0
33 29 74 0
39 31 -17 0
-12 65 -66 0
-46 -5 54 0
-49 -46 19 0
-8 -18 37 0
-29 14 -69 0
2 -18 -56 0
25 -55 -4 0
65 -34 39 0
37 44 68 0
29 -16 50 0
-65 29 -44 0
-9 62 -42 0
-74 39 -2 0
35 8 62 0
-9 -56 -47 0
50 -48 55 0
-14 -4 36 0
-54 -29 -25 0
-20 13 -72 0
-54 -53 24 0
71 -55 -66 0
-51 -9 -3 0
-23 74 6 0
-41 -1 -3 0
-74 -17 -43 0
45 17 -43 0
-6 -1 69 0
-71 39 1 0
-30 71 -16 0
69 -9 8 0
-66 -48 18 0
-65 -35 17 0
-41 -26 -48 0
-7 73 52 0
74 -27 44 0
-39 -16 41 0
62 50 15 0
-6 14 -47 0
71 -65 -25 0
64 52 11 0
-68 -64 -8 0
-23 33 68 0
-54 57 -42 0
-16 -39 -43 0
-24 34 52 0
48 67 -68 0
62 4 -57 0
44 -59 -75 0
-50 69 70 0
52 -19 66 0
48 63 -71 0
-51 -6 -49 0
-51 12 53 0
-4 -17 -24 0
-35 -24 16 0
-28 -70 -61 0
35 64 11 0
-8 75 52 0
49 66 -71 0
16 -54 -19 0
29 -44 68 0
-28 69 -29 0
-23 49 -40 0
34 59 42 0
-61 -51 -31 0
45 -56 10 0
9 -31 23 0
15 -13 -22 0
65 -55 54 0
-34 39 53 0
32 67 49 0
-27 -1 57 0
-1 47 41 0
37 -23 32 0
-18 -64 -48 0
-33 73 72 0
-23 12 -33 0
28 -61 -6 0
-41 -38 36 0
51 -49 41 0
-68 -19 21 0
14 57 62 0
74 -46 -55 0
-72 -56 -21 0
-54 16 21 0
-33 -45 -50 0
26 74 6 0
67 -10 -32 0
50 15 34 0
-67 -13 -15 0
-52 35 -2 0
-62 43 -68 0
67 -26 12 0
66 -71 4 0
18 23 4 0
-12 -27 -32 0
-31 -41 56 0
-45 31 -37 0
41 6 23 0
-67 39 37 0
-49 19 -25 0
3 -57 -11 0
-9 75 35 0
-70 34 71 0
47 13 -69 0
-63 35 44 0
48 16 13 0
48 29 55 0
9 -2 -34 0
24 6 3 0
-52 10 64 0
-56 -33 17 0
-29 -11 -75 0
-1 13 -6 0
-55 -8 -52 0
58 -44 -56 0
-14 -12 40 0
40 27 18 0
33 -72 23 0
-1 33 -15 0
-44 -60 -58 0
31 -20 64 0
-65 10 67 0
16 -73 -1 0
-30 75 -70 0
-43 -33 -25 0
44 45 46 0
-19 52 51 0
75 -13 58 0
-2 -37 21 0
75 -37 -3 0
40 33 30 0
-4 10 -42 0
32 -29 28 0
44 68 -13 0
-13 44 71 0
28 49 51 0
-23 -41 -51 0
-24 63 -59 0
-15 -69 67 0
51 -67 -25 0
-68 -48 41 0
-47 46 -51 0
52 -38 -6 0
32 -34 -26 0
27 32 58 0
-67 -73 5 0
-67 -64 -66 0
-9 1 -10 0
-12 61 67 0
-58 -5 40 0
-56 16 -65 0
28 51 -68 0
-8 57 6 0
62 -40 -13 0
43 -5 -65 0
27 53 57 0
-68 -42 74 0
-61 6 -8 0
-10 -9 46 0
-12 -74 15 0
-33 -66 -32 0
35 51 -53 0
-56 52 -44 0
21 58 -1 0
-61 33 49 0
31 42 -40 0
-8 -65 -60 0
-48 -14 66 0
-49 9 -71 0
-56 -64 4 0
-41 59 42 0
70 -52 -71 0
27 42 -23 0
-44 56 -11 0
51 44 69 0
-10 -38 22 0
13 -16 43 0
-15 57 59 0
-60 -64 61 0
-4 -67 70 0
-73 58 -37 0
1 15 -19 0
19 -75 -18 0
-24 66 -1 0
-20 38 -9 0
40 38 -51 0
-2 -23 -67 0
46 64 66 0
55 -67 56 0
68 -55 -33 0
59 22 -32 0
-71 14 40 0
28 -54 -72 0
43 28 70 0
-33 34 -50 0
19 -18 -28 0
