c Random 3-SAT instance
c alpha = 3.0, N = 75, L = 225, instance = 115
p cnf 75 225
-56 -71 12 0
54 -66 1 0
-73 -69 33 0
18 43 -8 0
-32 -38 69 0
-8 -9 39 0
18 41 -17 0
-29 28 39 0
-52 -37 -41 0
31 27 45 0
47 -40 7 0
72 -74 -56 0
-40 -33 -74 0
59 71 39 0
-70 68 -60 0
-12 26 29 0
-28 -1 -42 0
5 25 -7 0
70 -11 -41 0
-75 56 -47 0
-43 9 -64 0
64 -16 49 0
46 -32 -71 0
-46 -67 59 0
-5 -56 -23 0
25 35 33 0
-3 1 -70 0
-24 47 -73 0
55 65 -57 0
51 33 -53 0
26 52 -56 0
47 -55 60 0
-33 64 44 0
-59 25 15 0
57 65 -14 0
-2 -1 29 0
-37 -57 -36 0
-21 -27 -39 0
-3 5 -50 0
13 -66 69 0
13 48 64 0
8 59 -48 0
-1 37 -23 0
22 66 -11 0
-14 37 33 0
35 -7 2 0
-72 29 -44 0
27 43 -53 0
29 -4 -59 0
-12 11 73 0
-25 -39 42 0
54 -44 28 0
-30 -38 56 0
-46 -51 65 0
-10 -7 43 0
-29 -1 72 0
6 -23 75 0
5 -14 -16 0
-70 17 -9 0
-57 -48 -32 0
-18 -61 9 0
14 20 -22 0
6 59 -72 0
2 27 -55 0
-13 5 -11 0
-20 30 -66 0
2 69 20 0
4 -74 -34 0
72 -32 -68 0
-56 39 70 0
4 46 7 0
55 -23 22 0
23 69 -31 0
-18 38 5 0
29 25 40 0
-16 37 27 0
12 33 37 0
-7 -16 -9 0
46 -51 36 0
13 74 -11 0
-30 -45 44 0
67 53 -72 0
3 -72 36 0
40 -11 65 0
-48 7 -2 0
10 9 -6 0
38 -11 39 0
47 -72 -61 0
3 14 61 0
15 8 -37 0
-22 65 34 0
29 -58 -67 0
60 45 -26 0
10 -72 42 0
-6 75 72 0
-57 -72 9 0
50 -55 37 0
75 -1 71 0
46 -42 60 0
44 -11 -28 0
-61 42 33 0
-17 -15 -22 0
46 45 -11 0
20 66 -5 0
32 -46 8 0
-9 -1 73 0
-64 -33 67 0
-47 40 -55 0
-36 -60 56 0
29 66 -46 0
35 22 -62 0
-69 30 27 0
-72 -17 -14 0
-17 -7 19 0
-28 -3 -10 0
34 59 -23 0
-15 42 -40 0
-49 9 66 0
54 16 74 0
-31 -52 66 0
-16 -70 -25 0
-19 -13 -5 0
43 -55 -25 0
39 -11 55 0
14 23 -38 0
9 -45 -7 0
47 37 -31 0
-49 54 -17 0
-61 -64 38 0
10 -26 32 0
-44 -25 -28 0
-55 -16 -15 0
-22 -43 10 0
36 33 42 0
51 16 43 0
-60 -47 31 0
55 24 -39 0
-22 -26 71 0
-31 -22 66 0
13 12 -46 0
32 -47 65 0
48 -41 -35 0
-1 -13 -40 0
-4 9 6 0
-23 -47 6 0
60 -73 -20 0
-16 -11 -37 0
59 6 -38 0
34 56 65 0
-45 24 27 0
-73 45 -58 0
74 -46 -50 0
-25 -44 42 0
47 27 -54 0
63 -20 13 0
6 74 70 0
-25 -55 8 0
17 64 44 0
70 -34 -43 0
-15 -69 38 0
-73 63 -34 0
-57 30 74 0
61 -50 -34 0
-53 -44 33 0
68 35 -60 0
-12 44 24 0
-45 -64 -54 0
-54 -62 -16 0
39 72 51 0
-59 -63 49 0
-54 -64 50 0
60 -39 -15 0
-66 15 -41 0
4 24 -59 0
51 -61 -46 0
-12 39 48 0
9 -7 -73 0
50 -59 4 0
47 30 42 0
71 -60 18 0
32 -53 63 0
10 -75 -4 0
-57 17 38 0
-63 67 36 0
-74 67 -54 0
-49 47 -9 0
-21 -7 49 0
-3 10 -5 0
-27 -32 -48 0
7 61 -2 0
34 -5 -63 0
-72 2 -34 0
-57 47 34 0
20 55 46 0
44 -40 62 0
1 42 52 0
-52 14 44 0
-46 -35 10 0
40 57 65 0
-67 45 -34 0
-6 24 -39 0
61 23 -69 0
58 -20 -35 0
48 10 55 0
24 -10 70 0
45 -49 59 0
5 44 -66 0
-41 -20 3 0
42 69 67 0
61 16 10 0
25 -52 -6 0
-37 -62 48 0
-72 58 -27 0
-13 -65 36 0
64 68 7 0
-35 -43 -56 0
36 -51 11 0
-36 47 70 0
-44 20 10 0
-73 -62 -38 0
50 -27 36 0
9 34 -62 0
64 -35 11 0
46 -50 -64 0
8 -59 70 0
s SATISFIABLE
d decisions 21
