c Random 3-SAT instance
c alpha = 8.0, N = 75, L = 600, instance = 296
p cnf 75 600
-23 -28 -21 0
-21 1 43 0
-32 29 31 0
40 -5 49 0
8 -36 48 0
58 11 49 0
34 -29 -31 0
62 20 48 0
-66 -1 -32 0
-6 73 -72 0
44 -51 19 0
-32 -1 19 0
10 -62 44 0
-66 -17 39 0
-45 -7 73 0
-24 -27 60 0
30 -62 35 0
71 68 -30 0
31 -11 -66 0
-43 -65 60 0
-49 60 18 0
-23 -71 -1 0
-12 -66 -64 0
30 -54 27 0
53 -30 70 0
-45 -12 -7 0
66 -52 36 0
57 18 65 0
-43 62 52 0
-19 59 -40 0
-51 -39 -9 0
-19 -51 -75 0
-32 -43 -48 0
73 72 16 0
-34 17 41 0
-68 -55 62 0
4 34 -14 0
48 73 63 0
-38 18 -54 0
16 -29 42 0
-10 40 2 0
-48 -42 -34 0
61 33 47 0
65 -75 -43 0
57 49 68 0
31 45 -16 0
-71 57 58 0
43 -27 -73 0
-29 -11 56 0
-26 16 61 0
-35 16 -2 0
17 -39 -51 0
24 68 -4 0
-31 34 51 0
21 -47 -43 0
-32 -37 -6 0
2 -25 -68 0
27 -72 7 0
-15 12 23 0
31 48 35 0
-3 -43 57 0
-55 46 54 0
-75 29 36 0
-62 -68 35 0
-14 -5 -29 0
64 69 5 0
-1 -62 59 0
-63 48 69 0
68 46 27 0
48 -65 21 0
-34 -44 52 0
-64 63 15 0
-41 69 31 0
42 -20 69 0
57 -46 -17 0
7 -13 -24 0
16 -64 2 0
-22 -72 11 0
58 -9 -73 0
-67 30 29 0
-23 63 12 0
-12 53 -14 0
-45 -25 23 0
16 -60 33 0
55 19 -43 0
-4 73 -64 0
54 -68 -8 0
-26 -57 -35 0
28 -25 20 0
67 -7 66 0
-1 -17 -26 0
72 21 -35 0
67 50 1 0
16 -45 12 0
-25 73 -51 0
-73 55 -9 0
15 -49 -1 0
-32 56 -51 0
-39 69 -42 0
-19 -69 -25 0
40 -47 44 0
39 -33 11 0
26 -8 21 0
-39 -43 -33 0
49 18 10 0
67 46 15 0
9 -24 -72 0
45 47 -1 0
-4 38 -59 0
-50 36 41 0
1 -33 -15 0
46 52 58 0
24 40 73 0
46 -41 13 0
13 4 9 0
3 -56 35 0
-13 2 24 0
37 -36 43 0
69 70 56 0
68 37 -66 0
-42 63 38 0
-44 69 -20 0
-37 48 -43 0
75 51 -43 0
-66 36 -21 0
-71 -14 -66 0
13 45 -11 0
-30 38 57 0
-52 -41 -39 0
-69 -38 -6 0
-5 64 70 0
-60 10 58 0
71 16 -34 0
73 24 23 0
-38 64 -52 0
-62 16 -6 0
35 -18 -73 0
