c Random 3-SAT instance
c alpha = 1.5, N = 75, L = 112, instance = 214
p cnf 75 112
-66 -39 -19 0
24 -41 52 0
5 69 -22 0
2 -11 -57 0
-24 -38 -8 0
-41 -72 -8 0
10 15 -19 0
-1 -6 21 0
-52 69 -1 0
29 43 54 0
45 32 34 0
-21 -40 -37 0
-17 -19 -49 0
-59 -16 54 0
21 -64 -63 0
1 58 6 0
-48 51 -53 0
10 -13 -37 0
13 27 -58 0
-27 -18 -23 0
69 -19 8 0
12 37 41 0
-63 -24 14 0
26 64 59 0
28 -5 -54 0
39 12 30 0
-71 56 -68 0
47 33 -11 0
-26 52 -74 0
-14 29 16 0
14 41 -6 0
68 -4 64 0
40 16 43 0
9 31 -32 0
3 11 -74 0
-41 -29 45 0
-69 24 5 0
31 -12 60 0
61 49 39 0
56 -49 61 0
-63 34 -51 0
-12 -11 65 0
63 -50 48 0
-59 73 5 0
-59 -62 -17 0
-52 12 -60 0
62 66 44 0
57 -33 45 0
-67 -24 -75 0
-2 26 -29 0
-48 -39 -23 0
33 -2 39 0
-20 67 50 0
-22 63 -69 0
19 45 -24 0
-50 38 -6 0
-56 17 -48 0
40 45 -37 0
50 -32 -20 0
49 39 -29 0
-17 -24 -70 0
-19 -24 -2 0
-14 -69 -26 0
2 -17 3 0
-24 70 -11 0
-50 55 34 0
-65 61 -64 0
-26 23 -10 0
34 -72 21 0
-45 71 -1 0
-17 74 -23 0
64 56 -3 0
18 13 -63 0
3 -70 -69 0
70 -20 -66 0
30 10 -52 0
-59 20 13 0
58 46 37 0
9 42 22 0
-12 54 37 0
51 53 -73 0
-37 -11 63 0
-16 -65 18 0
70 -48 -20 0
-9 35 -13 0
-63 -48 -42 0
28 49 68 0
-27 37 -71 0
-2 -42 49 0
48 8 42 0
63 56 -60 0
-49 -65 -24 0
-45 47 51 0
-23 25 -63 0
-5 24 58 0
-9 23 -60 0
-3 30 9 0
-43 -11 -30 0
-5 -38 -54 0
3 -51 -67 0
-10 -37 -40 0
15 -35 29 0
-39 23 -19 0
64 -10 3 0
58 26 15 0
65 62 -12 0
69 63 64 0
-61 69 -45 0
44 -73 -17 0
-16 -54 -7 0
38 48 33 0
-1 -39 -12 0
s SATISFIABLE
d decisions 45
