c Random 3-SAT instance
c alpha = 7.0, N = 75, L = 525, instance = 93
p cnf 75 525
45 -24 64 0
-8 -26 -35 0
54 7 74 0
5 -6 -57 0
-67 -27 4 0
-5 -41 -56 0
-61 27 -64 0
-8 70 56 0
-63 13 20 0
-51 -48 -62 0
27 24 42 0
-55 -49 -50 0
2 28 46 0
-68 50 -57 0
-29 -36 12 0
-26 6 -8 0
47 -15 52 0
50 35 -58 0
52 -13 -18 0
-5 -14 -4 0
4 26 -5 0
23 -6 -2 0
74 -36 -20 0
-26 22 32 0
40 -72 64 0
14 55 22 0
-33 74 -27 0
-60 51 54 0
-35 -3 -25 0
57 -58 13 0
6 -70 14 0
42 75 -46 0
26 -42 60 0
-26 69 32 0
-48 -22 7 0
37 3 39 0
-21 19 48 0
12 20 -50 0
-58 -6 44 0
21 -49 -16 0
-63 -71 -19 0
-62 23 26 0
-9 13 -47 0
-46 21 52 0
-58 1 35 0
36 -59 -14 0
-43 4 -71 0
1 32 68 0
7 -31 -69 0
-27 -30 -5 0
67 25 -75 0
54 -18 43 0
57 -66 44 0
-25 52 -72 0
-40 58 51 0
66 -17 64 0
-35 52 16 0
-64 16 42 0
9 16 10 0
51 -19 26 0
68 70 -57 0
69 55 24 0
-42 -52 -15 0
-24 52 -49 0
-66 52 6 0
55 -48 43 0
23 46 45 0
37 29 -47 0
2 -71 -29 0
-44 -73 -72 0
33 23 -19 0
10 44 -5 0
6 67 -70 0
36 -64 34 0
38 -63 65 0
47 -34 -4 0
8 -25 24 0
-29 -68 -22 0
1 3 -39 0
37 17 63 0
-15 66 -64 0
2 -59 -23 0
62 -15 -17 0
72 -17 45 0
8 -9 59 0
28 -26 15 0
-10 -13 -35 0
-72 -57 12 0
51 31 28 0
-38 -22 -14 0
-58 37 -68 0
7 55 49 0
39 -57 -54 0
44 -30 -58 0
67 -13 -17 0
60 69 42 0
-4 56 19 0
2 -55 -38 0
8 72 74 0
43 -32 -66 0
51 -63 39 0
53 -65 -23 0
61 47 -60 0
72 -71 4 0
67 -41 20 0
-4 63 -12 0
2 -67 -42 0
-32 -55 39 0
20 1 58 0
29 -57 49 0
-49 42 13 0
-62 -14 -18 0
34 12 -58 0
-60 -15 32 0
-24 -46 -14 0
68 -25 49 0
63 69 4 0
48 -3 -8 0
-48 -45 36 0
19 69 -14 0
-19 31 -46 0
-30 -57 -49 0
41 -47 19 0
30 23 -25 0
-62 -72 54 0
-7 23 -65 0
-29 -18 -67 0
-60 -38 30 0
55 -34 -73 0
-54 23 -57 0
-65 -25 47 0
48 32 -61 0
11 -27 -21 0
57 -41 -64 0
55 42 39 0
44 -17 -3 0
-58 -18 23 0
-70 21 -37 0
-72 -39 70 0
-27 -74 -9 0
-41 -22 63 0
17 46 25 0
-47 -51 68 0
48 -3 -35 0
-48 19 27 0
33 -55 46 0
-43 27 -17 0
-54 -69 21 0
-10 -40 25 0
-72 51 -50 0
22 4 -38 0
17 70 -52 0
-7 -14 49 0
-9 50 27 0
33 12 39 0
-63 -51 3 0
-61 -41 -68 0
41 -68 48 0
17 -6 11 0
-72 54 12 0
18 -16 -12 0
-50 -12 3 0
-62 66 9 0
