c Random 3-SAT instance
c alpha = 9.5, N = 75, L = 712, instance = 193
p cnf 75 712
70 30 -2 0
-60 62 -8 0
60 75 -18 0
-27 -70 55 0
74 72 -45 0
2 43 62 0
-51 15 -71 0
52 60 -51 0
12 58 49 0
27 -35 66 0
-38 43 3 0
-18 -53 8 0
65 -61 45 0
16 48 -43 0
43 36 6 0
-33 62 36 0
-70 67 -47 0
41 -21 43 0
66 71 7 0
-67 -72 -61 0
-40 -15 44 0
58 -2 -38 0
-58 -56 -50 0
-75 12 65 0
-36 -61 14 0
-16 -28 -11 0
-66 -43 71 0
66 50 10 0
-3 -26 47 0
-11 -40 70 0
15 70 -44 0
-40 73 71 0
-35 30 -2 0
-25 73 3 0
-33 27 -39 0
-73 46 23 0
56 72 58 0
-7 26 -72 0
4 26 17 0
-42 -27 64 0
26 -38 69 0
-6 18 52 0
72 -43 -10 0
-22 44 -64 0
70 -10 -21 0
48 56 -8 0
-25 -30 51 0
-8 -2 -54 0
-41 -50 30 0
73 5 -69 0
68 -52 65 0
-15 -54 -40 0
10 27 63 0
43 -63 -2 0
1 68 29 0
73 43 -33 0
7 20 -55 0
19 -62 -7 0
-8 11 40 0
49 -53 -40 0
-39 -75 -67 0
-4 -8 -61 0
-3 68 -8 0
39 -8 45 0
-37 -54 28 0
63 55 64 0
18 30 56 0
69 -9 -59 0
-50 18 57 0
42 -14 -52 0
48 50 15 0
40 -22 44 0
52 -71 -5 0
40 -28 65 0
-51 54 58 0
67 26 -32 0
12 2 -49 0
-37 9 66 0
56 -45 66 0
-3 43 -67 0
48 6 -18 0
-24 17 2 0
58 16 -62 0
44 22 -63 0
51 42 -69 0
-50 -58 -21 0
-4 25 59 0
-10 -43 -9 0
48 16 27 0
-62 -57 -14 0
62 13 -61 0
21 -65 48 0
36 14 -23 0
8 -65 -7 0
-10 19 49 0
-61 50 15 0
58 -35 13 0
-48 -58 51 0
-22 35 42 0
9 22 -19 0
28 51 53 0
3 -15 7 0
26 47 -35 0
-5 -55 -61 0
26 -31 57 0
-7 -66 -30 0
-25 -14 51 0
-45 -33 -67 0
7 2 -26 0
46 -15 -23 0
19 -1 -4 0
-4 51 -74 0
32 17 70 0
-44 -38 1 0
72 56 -66 0
75 -55 48 0
-12 -34 -7 0
73 -64 -21 0
-21 -43 11 0
-44 -38 -21 0
19 -56 -29 0
-65 -28 -32 0
13 -74 63 0
6 -75 -41 0
-53 -70 46 0
-66 -73 -53 0
31 -46 -71 0
-54 60 28 0
-31 -71 14 0
5 57 -1 0
-47 -15 -75 0
51 -13 -3 0
-29 42 16 0
-50 59 -4 0
-4 -24 -18 0
63 -43 6 0
-73 -20 70 0
-11 -8 -54 0
2 -48 -18 0
73 8 -5 0
-7 43 -14 0
-31 40 63 0
-3 11 -38 0
-19 -63 -17 0
60 55 18 0
-17 -28 -67 0
32 -74 64 0
-21 -9 -35 0
-25 74 54 0
-29 -39 -14 0
-75 28 26 0
22 -64 -57 0
33 -73 38 0
-6 59 60 0
41 10 -25 0
-3 41 10 0
46 -57 -60 0
-49 29 -72 0
39 60 -65 0
-12 43 57 0
58 47 -38 0
-71 -54 -57 0
29 21 -28 0
35 27 57 0
-52 -74 -27 0
41 -12 -47 0
15 -11 -45 0
1 5 -43 0
75 5 24 0
-8 -51 -39 0
28 51 -14 0
69 -64 -45 0
10 -31 4 0
-31 60 18 0
-43 30 18 0
-67 -6 -54 0
74 -69 -35 0
-31 -7 72 0
46 2 23 0
4 -61 32 0
6 -28 57 0
-45 49 -48 0
13 -29 -59 0
-6 -66 -18 0
72 5 -4 0
-45 40 70 0
73 -58 2 0
60 36 -46 0
33 67 40 0
-59 -61 -64 0
5 29 -61 0
-25 -67 -29 0
-32 -50 -19 0
42 41 75 0
69 -32 13 0
37 -28 -6 0
51 -41 -67 0
-29 23 6 0
-50 56 64 0
-29 -53 31 0
19 -40 -51 0
11 40 65 0
-10 42 -19 0
-67 8 11 0
60 42 18 0
-71 66 -16 0
32 -60 -37 0
-16 60 -24 0
-40 -62 68 0
15 -63 3 0
75 50 -34 0
-12 -70 11 0
-61 -11 14 0
16 43 -41 0
10 -34 48 0
30 -8 57 0
45 17 71 0
41 34 66 0
20 -11 63 0
73 14 -72 0
59 -52 66 0
62 -68 26 0
61 49 -46 0
-33 2 -27 0
2 21 -20 0
-59 45 -6 0
19 63 62 0
-30 48 29 0
-40 9 31 0
34 11 -48 0
-36 16 55 0
71 53 41 0
-18 -41 6 0
71 72 -10 0
-26 55 66 0
43 -33 -38 0
49 35 26 0
-37 34 -39 0
43 -56 -41 0
26 -43 45 0
-42 -44 -40 0
-70 -53 -26 0
-26 -18 -56 0
57 24 -72 0
62 -36 19 0
48 42 19 0
22 -68 54 0
-47 49 59 0
-50 63 39 0
-48 43 71 0
-20 -48 47 0
62 -48 -17 0
-64 -12 -27 0
17 69 71 0
8 -74 75 0
10 -60 11 0
57 13 -56 0
-37 -28 -10 0
-25 2 -38 0
-59 41 32 0
16 48 -38 0
-51 37 26 0
62 11 5 0
-45 -42 -41 0
-71 -12 -73 0
4 46 59 0
73 -1 61 0
-19 72 -48 0
64 18 -72 0
-23 -55 -27 0
63 37 18 0
18 64 19 0
-64 34 30 0
62 36 -41 0
25 24 27 0
-21 69 -10 0
-20 36 61 0
-27 17 -70 0
-23 28 -29 0
13 -59 -16 0
-55 25 17 0
-65 21 -23 0
-56 -75 -26 0
17 56 51 0
39 74 -15 0
-69 2 -44 0
-54 19 17 0
34 53 -39 0
-56 -18 -23 0
-28 52 -2 0
60 62 35 0
-23 24 -20 0
15 53 -43 0
14 55 56 0
41 -67 -9 0
60 -29 -65 0
-44 69 -71 0
-72 -66 6 0
6 -36 -17 0
-73 -52 -57 0
-18 -17 19 0
37 -75 29 0
38 2 -52 0
-60 62 -48 0
-19 -55 5 0
21 56 8 0
-27 -19 -56 0
52 16 59 0
-10 -53 -8 0
54 19 -56 0
-25 -52 -27 0
-40 57 6 0
40 47 42 0
51 -30 -47 0
27 4 -19 0
70 10 -41 0
-9 -72 -7 0
64 58 24 0
11 1 59 0
45 3 73 0
23 -49 64 0
-54 -64 -19 0
9 -68 -72 0
25 -52 -20 0
19 -73 39 0
-56 -42 54 0
-24 -28 -55 0
-30 23 61 0
63 -2 44 0
-57 -41 -6 0
21 -48 29 0
72 24 -73 0
68 -62 30 0
19 8 -7 0
60 -64 -23 0
-53 71 -31 0
38 -69 -22 0
27 62 -7 0
-63 36 18 0
-73 -10 12 0
4 13 -3 0
-45 7 53 0
64 -19 -75 0
47 -33 -66 0
-33 62 -9 0
-1 -65 13 0
72 49 -34 0
56 -11 26 0
11 45 31 0
-56 -31 -41 0
-41 20 58 0
-45 -13 57 0
-15 67 34 0
-33 41 -13 0
-22 -4 44 0
-50 -44 54 0
47 -63 -45 0
34 -41 68 0
-57 2 5 0
66 42 -32 0
-8 -72 33 0
32 -54 -18 0
60 -17 56 0
-33 13 1 0
-42 69 50 0
-39 52 -31 0
-20 46 24 0
42 73 43 0
20 -68 -19 0
48 19 4 0
-32 27 8 0
-8 -32 -60 0
-46 71 -51 0
-65 -11 30 0
-27 -20 7 0
63 15 -57 0
-9 49 -17 0
36 40 69 0
20 -61 1 0
-14 18 51 0
39 64 55 0
-12 -31 32 0
-2 69 32 0
-2 72 -67 0
6 7 14 0
23 29 -63 0
16 4 -62 0
45 -71 -21 0
-65 -46 63 0
-1 -35 -74 0
-46 75 8 0
9 -1 39 0
35 -47 31 0
15 -9 26 0
-10 -31 -47 0
-30 -75 -21 0
-60 44 -59 0
-19 55 -8 0
-64 42 34 0
62 45 -53 0
3 42 33 0
