c Random 3-SAT instance
c alpha = 3.0, N = 75, L = 225, instance = 84
p cnf 75 225
47 5 12 0
5 48 -41 0
72 41 -66 0
-59 27 25 0
3 -64 -19 0
-24 38 -53 0
59 34 -16 0
33 35 -72 0
-48 -67 -3 0
64 -66 -12 0
-14 57 -34 0
15 -47 -21 0
27 -45 38 0
-59 -1 29 0
20 -75 -4 0
29 -7 20 0
10 61 54 0
4 37 -68 0
60 21 64 0
2 53 17 0
-13 -14 73 0
57 -65 19 0
-52 64 35 0
75 43 -27 0
12 -24 2 0
38 22 -45 0
-17 34 6 0
-9 21 26 0
45 38 -4 0
71 41 -33 0
-42 12 3 0
-38 64 73 0
-30 -49 33 0
-41 33 52 0
63 -21 -47 0
72 12 -43 0
-75 -43 -69 0
49 51 -14 0
-46 70 8 0
61 -42 -32 0
-9 19 26 0
-70 65 28 0
51 -73 -72 0
-11 57 18 0
-67 -52 29 0
-52 -74 20 0
12 -38 53 0
-47 43 -28 0
-23 25 37 0
-37 18 -51 0
-28 49 41 0
-20 3 -22 0
60 5 -8 0
-7 -29 -17 0
57 45 35 0
65 -22 -27 0
31 -25 19 0
22 -63 -55 0
-48 63 14 0
-31 -58 -52 0
-6 64 7 0
-29 -43 -27 0
55 37 14 0
-42 43 12 0
-29 -1 73 0
64 65 -5 0
-46 67 -65 0
44 -18 55 0
-47 26 -34 0
48 -64 -16 0
61 19 45 0
67 -59 -35 0
-41 -68 -43 0
-75 14 -46 0
-8 28 -11 0
-58 49 37 0
52 60 -2 0
33 47 59 0
-31 -5 28 0
6 7 -66 0
-47 -60 -21 0
66 -69 43 0
44 -37 -49 0
8 -38 29 0
10 -52 -70 0
-14 72 74 0
8 10 -54 0
-30 -10 42 0
36 -69 4 0
-2 -39 -29 0
51 10 -4 0
26 -64 -8 0
-47 35 -72 0
20 5 -9 0
50 66 53 0
-71 55 73 0
-56 50 42 0
-60 25 1 0
-70 -34 -41 0
16 -62 -68 0
-18 64 4 0
-55 58 62 0
-42 -61 -48 0
50 -58 67 0
-56 -22 -51 0
-38 -16 -40 0
35 42 8 0
31 5 -63 0
-13 73 -69 0
45 -49 -26 0
-44 -49 62 0
-10 -47 2 0
48 64 -67 0
12 24 61 0
-45 8 13 0
-56 -26 -35 0
4 22 57 0
18 -7 13 0
-15 -42 -16 0
20 -47 -60 0
53 -33 -75 0
4 -46 -16 0
-62 27 19 0
33 -21 -54 0
-71 42 43 0
-63 -50 15 0
31 -69 -28 0
-29 -68 -63 0
-13 23 63 0
-55 -71 6 0
-36 -50 14 0
-28 -6 14 0
37 12 -75 0
-62 -5 3 0
53 63 -27 0
-42 -39 -8 0
-2 -41 52 0
70 51 -2 0
11 56 64 0
10 -12 -59 0
59 -8 -64 0
37 -59 -71 0
-46 -72 -28 0
-29 -25 50 0
-61 40 -7 0
-31 -63 -54 0
23 -49 -63 0
9 7 28 0
64 2 -70 0
44 -6 62 0
28 27 65 0
44 -5 -17 0
63 29 -25 0
27 -42 -35 0
15 -39 2 0
-40 -4 -67 0
42 37 15 0
72 -64 -8 0
-71 -48 -56 0
73 58 -43 0
45 -37 -50 0
-69 12 58 0
-49 -14 69 0
54 -62 34 0
-67 -74 -66 0
26 52 -68 0
29 -59 54 0
36 -12 -37 0
71 16 -33 0
-70 1 54 0
-11 -62 45 0
33 -37 -38 0
-42 -25 58 0
-27 72 -70 0
-38 28 -37 0
12 -22 30 0
-41 -13 -58 0
13 -8 28 0
-23 57 20 0
56 -43 70 0
-7 26 65 0
-31 71 -2 0
-22 19 -35 0
16 -51 -8 0
-68 1 -62 0
72 -23 -12 0
45 74 -57 0
-59 -64 -14 0
-67 74 75 0
-36 25 -22 0
18 49 -24 0
-71 -19 -24 0
-72 52 -48 0
-47 -13 -73 0
61 -46 70 0
36 -13 47 0
52 -6 -27 0
16 -53 14 0
6 -29 -46 0
43 50 69 0
41 -60 -12 0
-13 35 32 0
63 69 21 0
34 17 -40 0
-5 40 65 0
32 52 -16 0
49 8 -30 0
-63 11 -55 0
-26 12 -25 0
31 -48 11 0
9 43 27 0
2 -44 -8 0
-38 39 67 0
20 -30 -48 0
-66 -29 -68 0
40 1 60 0
16 36 -53 0
-13 57 49 0
-2 16 28 0
-65 68 -33 0
61 -9 -36 0
30 74 -28 0
-13 49 68 0
24 48 37 0
-7 -18 -29 0
s SATISFIABLE
d decisions 22
