c Random 3-SAT instance
c alpha = 6.0, N = 75, L = 450, instance = 227
p cnf 75 450
46 -23 37 0
-67 12 29 0
-20 17 -2 0
-28 33 53 0
-60 43 -3 0
-75 46 -4 0
-16 71 -60 0
10 -66 13 0
-32 -3 -55 0
24 -27 -53 0
18 15 -49 0
-65 -67 14 0
75 60 -36 0
-5 -42 -64 0
50 -68 -17 0
-44 -28 46 0
34 -17 35 0
13 -46 -8 0
28 -61 39 0
65 -63 55 0
15 5 57 0
70 68 74 0
-20 33 -46 0
-50 -2 8 0
2 -68 -14 0
-35 27 -6 0
-44 -5 27 0
65 42 55 0
-35 -66 -75 0
21 23 -42 0
-39 -71 70 0
-10 3 60 0
-37 -5 43 0
-61 -29 -53 0
32 -42 -16 0
-46 -38 11 0
-51 57 -31 0
-51 56 -33 0
-21 9 19 0
-69 -56 73 0
44 -40 -69 0
68 45 56 0
72 28 -4 0
20 33 -51 0
56 38 2 0
-15 -45 23 0
-18 54 56 0
-54 -13 34 0
-11 2 -73 0
52 24 -21 0
-33 24 -9 0
-18 26 17 0
10 66 -29 0
-46 -49 32 0
-28 9 1 0
27 -62 9 0
-4 -24 14 0
57 -25 63 0
-20 -7 -19 0
-4 43 73 0
68 17 47 0
26 -11 27 0
18 -61 7 0
9 17 -24 0
-3 -35 -13 0
63 18 -28 0
55 31 61 0
-49 66 -44 0
-32 49 -36 0
-50 -13 11 0
-25 18 -1 0
-59 -17 11 0
-70 -67 6 0
-48 15 51 0
-34 -63 62 0
-56 24 -36 0
-3 -31 19 0
44 -47 -48 0
37 15 -55 0
-70 15 5 0
22 -1 10 0
-38 41 74 0
16 -70 -33 0
16 -13 -39 0
-72 -12 73 0
18 50 -25 0
39 -45 59 0
4 19 10 0
-12 16 26 0
57 6 -13 0
45 -11 6 0
24 -45 -34 0
-66 64 13 0
-29 31 36 0
-25 -6 -5 0
-31 73 -47 0
49 -58 44 0
51 -45 -48 0
29 60 37 0
47 46 20 0
23 36 -32 0
-14 29 6 0
3 57 -21 0
-26 22 32 0
55 -19 37 0
64 47 50 0
66 20 34 0
-16 -57 -55 0
-56 34 -15 0
-52 -45 50 0
-46 -34 -51 0
60 -65 71 0
67 -16 -41 0
53 -37 66 0
5 29 -50 0
-51 63 48 0
-55 20 7 0
-25 -68 20 0
-19 73 47 0
67 24 19 0
30 41 27 0
-16 70 -19 0
-47 36 -62 0
21 6 63 0
-9 7 21 0
-15 -54 49 0
-4 -42 49 0
68 -60 15 0
-32 -26 -11 0
