c Random 3-SAT instance
c alpha = 5.0, N = 75, L = 375, instance = 208
p cnf 75 375
7 61 30 0
16 26 -13 0
-44 -31 -12 0
-29 47 35 0
-43 60 -54 0
-27 -2 -64 0
20 -49 -5 0
-42 28 -58 0
-21 57 -13 0
-6 7 28 0
67 23 -27 0
54 53 -19 0
48 32 27 0
-10 29 40 0
14 -7 44 0
-18 41 13 0
35 -42 -66 0
22 -75 46 0
-66 28 26 0
-2 -22 -15 0
-51 73 -29 0
-34 7 3 0
-6 49 18 0
57 1 -74 0
-21 47 51 0
-24 27 -44 0
11 -65 -73 0
-20 11 -65 0
6 -54 4 0
-48 40 2 0
58 -51 -75 0
-24 -36 42 0
-17 -18 32 0
-47 -19 26 0
-49 -43 75 0
-7 6 -58 0
19 65 -40 0
57 55 -74 0
-75 -17 57 0
-75 -10 -25 0
-22 51 41 0
-73 -36 -48 0
68 -60 31 0
49 1 2 0
-57 22 -67 0
49 72 71 0
28 12 -45 0
5 69 -17 0
66 -38 -27 0
45 27 -44 0
36 -37 -13 0
40 -3 45 0
74 65 -10 0
-19 54 -26 0
-41 -73 -50 0
31 -28 36 0
36 75 52 0
-6 -71 30 0
-15 19 -10 0
38 56 30 0
-33 63 22 0
-69 60 25 0
69 39 27 0
44 -61 -26 0
-53 -55 -19 0
-24 -71 -37 0
33 18 -36 0
-60 -22 -44 0
12 50 -68 0
35 38 -62 0
-54 -37 67 0
-73 4 68 0
-2 30 47 0
47 -36 -8 0
47 65 -42 0
-57 70 2 0
-35 36 -69 0
50 74 72 0
-64 -24 -27 0
63 3 62 0
12 -43 69 0
-50 -18 38 0
-52 -4 -43 0
10 -58 -14 0
11 -67 40 0
11 -41 -45 0
-32 65 58 0
31 -7 -71 0
-23 -28 54 0
-2 69 -29 0
-62 42 -72 0
5 -46 69 0
-36 42 48 0
50 -3 -21 0
69 56 -35 0
37 -45 -29 0
-11 -3 52 0
-72 28 36 0
-40 13 -8 0
71 -68 74 0
-25 63 75 0
-33 -20 56 0
18 61 -2 0
-30 -46 -48 0
75 -74 12 0
-25 34 52 0
-45 -23 -60 0
-7 -36 37 0
70 18 47 0
2 -34 -38 0
19 -33 35 0
-26 59 58 0
-1 57 -75 0
31 -4 45 0
-11 52 25 0
71 55 40 0
23 31 -57 0
69 -64 -10 0
54 -66 7 0
41 -75 63 0
63 -27 -46 0
-50 32 -36 0
12 -7 26 0
-32 36 7 0
4 27 -56 0
13 71 -3 0
14 42 37 0
20 27 32 0
6 -75 -47 0
-46 -53 -68 0
72 -33 -68 0
51 12 11 0
-42 68 39 0
-74 58 70 0
-67 57 50 0
-73 26 37 0
-30 31 24 0
-45 -35 -39 0
28 38 36 0
-57 30 -12 0
54 42 24 0
-8 20 -17 0
-42 59 -3 0
-27 32 -5 0
-46 -45 16 0
59 33 22 0
9 -1 -52 0
14 65 -46 0
-16 57 20 0
14 30 -42 0
-1 4 -74 0
-71 -74 3 0
51 -9 32 0
21 -11 -40 0
24 47 -60 0
-70 59 -33 0
59 68 -56 0
44 20 28 0
-13 34 59 0
-42 -74 -69 0
-74 -25 -51 0
49 -65 -4 0
56 -8 -16 0
73 49 -8 0
-25 12 28 0
-50 -45 -67 0
-6 -9 -21 0
-74 47 31 0
-12 54 26 0
-7 -39 -44 0
36 19 -12 0
4 64 -45 0
7 36 43 0
-68 -34 4 0
-2 44 43 0
-53 18 16 0
-46 20 74 0
33 15 -51 0
-50 -27 41 0
32 16 71 0
-72 -33 13 0
-11 -15 56 0
54 36 18 0
5 -74 17 0
-35 20 -39 0
37 -55 -18 0
-50 -3 24 0
-58 45 2 0
-68 24 -33 0
63 5 -2 0
-58 33 41 0
-18 34 70 0
15 34 -70 0
-56 -48 1 0
31 27 47 0
40 35 -62 0
1 37 63 0
-60 73 -22 0
51 -42 -18 0
19 45 5 0
-27 26 29 0
50 31 -41 0
53 -12 24 0
-22 -30 74 0
24 -27 75 0
-14 43 65 0
-66 46 -17 0
-36 -74 -20 0
48 -70 -47 0
64 -5 -40 0
-23 -30 -25 0
-55 -7 -48 0
18 -65 37 0
63 -37 39 0
26 13 -42 0
38 55 69 0
71 -47 11 0
45 -16 62 0
70 30 59 0
39 28 34 0
-27 -43 -14 0
9 1 -64 0
24 3 69 0
-51 -62 2 0
-6 -60 13 0
-46 -56 20 0
-69 51 -30 0
-46 33 -75 0
-58 66 -53 0
-40 -63 -5 0
36 -54 55 0
-62 20 68 0
1 35 50 0
-12 -51 64 0
-64 32 -20 0
-17 27 -71 0
8 -27 -1 0
-22 -9 -18 0
7 -65 67 0
-58 -54 42 0
-17 28 4 0
-18 11 -57 0
28 -33 -58 0
-22 -17 -36 0
42 31 10 0
-74 -50 -35 0
-72 59 -5 0
45 -14 1 0
-43 10 55 0
73 32 40 0
17 -24 -36 0
14 63 -47 0
32 -47 -64 0
-68 -1 11 0
-64 -41 56 0
-41 60 8 0
-35 -54 -45 0
18 -36 -32 0
65 1 9 0
-52 -18 39 0
-54 -41 58 0
8 29 27 0
-73 50 -70 0
-53 -14 -63 0
-54 -23 -8 0
-49 -62 -33 0
9 50 -32 0
8 36 54 0
-23 41 -44 0
-53 66 -4 0
72 -49 -33 0
26 -43 -66 0
-68 58 -37 0
3 34 -32 0
72 21 31 0
67 35 -31 0
-7 -36 2 0
-31 -69 8 0
-71 -17 -39 0
-15 53 5 0
-65 -66 46 0
-27 69 52 0
-27 -18 -4 0
24 17 58 0
-19 38 33 0
-19 -75 -72 0
30 -39 22 0
-14 -26 66 0
36 42 71 0
35 -57 12 0
17 -66 -56 0
-46 55 4 0
17 -10 -13 0
-44 -22 -5 0
34 -69 -49 0
71 -15 37 0
16 14 7 0
17 -29 61 0
-44 26 19 0
50 -3 52 0
75 61 58 0
59 -54 -17 0
-75 -74 9 0
-46 35 68 0
24 64 -26 0
2 -64 5 0
-75 -44 -22 0
42 29 -20 0
-5 -72 35 0
33 -71 23 0
-66 -72 44 0
33 61 29 0
-41 70 43 0
-28 -40 50 0
8 72 67 0
-31 -16 72 0
-10 17 -11 0
52 -51 -63 0
-4 -56 34 0
30 27 -66 0
28 18 25 0
-62 -10 43 0
31 16 -25 0
-31 32 5 0
68 11 32 0
-69 11 48 0
15 -4 29 0
34 7 -73 0
-43 65 -46 0
23 -49 66 0
-24 -37 48 0
60 -25 -49 0
16 -2 -61 0
30 -64 11 0
-36 -8 -74 0
65 72 38 0
12 -66 -18 0
-43 41 14 0
-71 -53 26 0
-11 43 -1 0
-6 -14 -15 0
15 -2 -7 0
1 70 -16 0
11 -64 -75 0
-68 -45 -9 0
63 -32 24 0
-31 -74 5 0
-13 -54 26 0
-26 60 -24 0
37 21 -56 0
54 57 25 0
-60 43 -3 0
9 -46 -24 0
41 -1 -61 0
55 38 -65 0
-34 -11 40 0
-60 3 -61 0
-37 23 -19 0
37 -32 54 0
6 -17 -68 0
18 29 2 0
-17 -7 9 0
3 10 26 0
22 -54 -20 0
71 70 -12 0
28 16 -39 0
-29 -45 -44 0
-46 10 -53 0
-55 -73 -69 0
-67 -66 71 0
65 58 41 0
-17 -24 35 0
53 17 -7 0
-14 27 -64 0
6 27 15 0
s UNSATISFIABLE
d decisions 133
