c Random 3-SAT instance
c alpha = 4.0, N = 75, L = 300, instance = 163
p cnf 75 300
-33 29 32 0
-66 22 -53 0
28 56 46 0
-7 41 45 0
20 28 7 0
-2 47 34 0
39 67 -38 0
23 -70 65 0
53 -46 65 0
-12 -15 65 0
-36 -61 29 0
34 -5 47 0
26 58 20 0
-25 -17 39 0
-69 -54 48 0
9 -6 -52 0
-51 -19 -24 0
67 -58 73 0
-51 -19 -16 0
-34 -26 -64 0
-6 -59 16 0
-6 -75 28 0
8 4 -23 0
-45 -24 14 0
-17 -48 62 0
-23 58 45 0
67 22 71 0
-60 22 36 0
18 -3 23 0
8 13 65 0
68 16 25 0
7 57 24 0
-75 62 4 0
-13 -67 29 0
-30 -11 -48 0
73 66 75 0
-37 -60 -14 0
22 56 -57 0
-67 -14 -6 0
70 9 -46 0
11 54 -56 0
61 -36 -48 0
22 -8 73 0
28 16 37 0
-37 58 13 0
41 -1 47 0
-20 -50 -64 0
-42 66 43 0
-18 9 7 0
-62 -3 52 0
-24 -43 -16 0
-29 60 -11 0
44 56 67 0
49 16 -25 0
36 -74 53 0
-55 -56 58 0
71 -26 -51 0
-49 -74 -62 0
56 69 -42 0
57 7 -16 0
17 -21 26 0
72 32 -23 0
65 -9 -16 0
1 -24 26 0
-63 -46 -57 0
-30 72 56 0
8 -66 69 0
32 -75 -56 0
-25 8 -40 0
-51 -58 -15 0
4 51 -30 0
-38 19 -57 0
-21 69 36 0
-37 17 30 0
25 29 58 0
23 27 39 0
5 74 43 0
-59 64 34 0
-6 -2 -42 0
-1 -21 29 0
12 16 -7 0
-19 5 20 0
53 16 -28 0
55 56 -3 0
-19 34 -33 0
12 -46 -55 0
-7 -25 -67 0
-61 42 -9 0
18 -36 16 0
74 -64 -75 0
43 21 27 0
-67 -34 24 0
73 71 14 0
57 10 -27 0
16 -13 28 0
-50 -69 43 0
-48 -32 -37 0
57 67 63 0
28 -60 38 0
6 75 46 0
-34 11 -27 0
-15 -10 -20 0
28 -5 -49 0
-17 74 -46 0
-54 -41 -13 0
-37 -65 -68 0
-2 13 8 0
42 -66 72 0
39 -5 12 0
-3 -45 42 0
-20 -40 -58 0
-38 4 -56 0
-38 25 46 0
31 38 -68 0
-75 57 -21 0
21 63 66 0
74 -33 -49 0
-6 -38 -22 0
-64 30 71 0
-15 75 45 0
-8 -30 -57 0
-46 -56 7 0
-33 1 26 0
51 -16 -17 0
47 -72 66 0
64 -10 68 0
65 -63 34 0
-66 -3 4 0
-62 54 27 0
-10 -49 -35 0
-41 70 -15 0
-66 -69 65 0
22 -15 -70 0
72 59 -71 0
-63 40 38 0
-20 -37 74 0
-37 -50 -34 0
11 35 -12 0
-5 58 -60 0
9 31 33 0
-34 31 39 0
71 47 21 0
61 -23 11 0
52 -22 -72 0
-5 2 55 0
2 -23 -28 0
-4 -1 -32 0
14 27 -28 0
1 -21 -13 0
25 -1 -36 0
-43 26 49 0
-30 -39 3 0
48 -33 68 0
5 68 40 0
-52 -44 72 0
-9 12 -29 0
-54 -32 46 0
-22 -44 -35 0
39 -10 -14 0
-53 -42 17 0
-15 22 44 0
25 51 75 0
-38 -22 11 0
65 -35 -56 0
-25 8 -55 0
40 29 45 0
-71 68 44 0
-68 -29 -62 0
-14 13 -34 0
-30 59 -69 0
74 75 72 0
42 -31 73 0
-39 41 45 0
-37 31 -65 0
-58 69 8 0
-25 -61 -21 0
-15 -4 67 0
-74 -44 8 0
36 71 -58 0
-71 -72 19 0
23 48 -19 0
57 -24 50 0
7 -11 -62 0
69 49 -64 0
40 65 -11 0
62 -35 -21 0
51 14 28 0
52 31 -74 0
33 -19 -18 0
20 -5 71 0
-21 -49 24 0
21 56 43 0
41 72 -47 0
-22 -64 23 0
1 63 -42 0
-49 61 -16 0
