c Random 3-SAT instance
c alpha = 7.0, N = 75, L = 525, instance = 161
p cnf 75 525
-62 14 -9 0
11 -49 -31 0
15 -33 -13 0
21 11 -39 0
-47 -29 -50 0
14 -73 9 0
-71 62 -9 0
62 -40 70 0
26 22 35 0
30 -52 -6 0
32 27 17 0
14 -62 69 0
56 -13 -74 0
29 -52 40 0
-32 65 9 0
-19 -21 53 0
-54 -62 -59 0
-25 40 24 0
-24 -55 10 0
-3 -41 -62 0
20 19 -41 0
13 -57 63 0
30 13 19 0
15 57 -2 0
-4 -66 -65 0
-30 -36 -10 0
28 24 8 0
35 -15 17 0
13 -51 -69 0
56 29 -9 0
-6 -3 21 0
-2 -1 -49 0
54 43 33 0
-50 -57 54 0
2 -17 36 0
54 5 25 0
29 -46 -65 0
1 53 24 0
44 65 -4 0
52 -35 -32 0
3 66 64 0
-48 -41 -28 0
73 32 26 0
-35 33 64 0
-10 -69 -62 0
56 -37 -4 0
4 16 49 0
34 58 47 0
49 -62 35 0
73 2 26 0
-33 -18 -5 0
63 3 -68 0
72 66 25 0
66 -60 -29 0
-39 56 54 0
34 -19 -23 0
56 -1 -51 0
-40 -15 50 0
35 -9 -67 0
22 -44 52 0
-45 -68 -33 0
-39 -13 7 0
3 -73 52 0
-39 -22 -12 0
53 66 71 0
47 -1 -21 0
-46 -9 65 0
75 -16 15 0
-75 53 -55 0
-13 -48 34 0
44 -27 70 0
-38 -49 -58 0
64 55 13 0
-25 -51 -33 0
18 -12 -7 0
58 52 -65 0
-59 58 12 0
-49 -67 -3 0
-71 64 56 0
-36 -6 29 0
43 -50 -11 0
-30 4 -16 0
-23 2 49 0
70 37 73 0
5 -8 63 0
-12 16 41 0
75 1 -18 0
43 12 9 0
16 -31 -41 0
-4 -73 -17 0
-56 6 33 0
-46 -67 57 0
-64 -31 -2 0
45 58 -10 0
-4 1 -21 0
-14 26 -4 0
-39 3 -53 0
72 17 -6 0
39 41 -38 0
39 34 73 0
18 55 -46 0
49 52 -12 0
62 39 51 0
-28 -2 -33 0
-13 -36 -16 0
58 72 -6 0
60 11 43 0
23 -75 -34 0
39 -46 6 0
18 -72 -35 0
47 35 56 0
-26 60 -57 0
-64 25 -73 0
5 -15 4 0
25 18 -16 0
-22 9 29 0
-22 32 -75 0
28 -39 63 0
31 53 -20 0
36 -1 -29 0
-36 5 28 0
15 12 -45 0
-22 -71 30 0
-54 -25 33 0
3 6 -22 0
38 -17 -71 0
12 9 20 0
46 -63 -53 0
75 -13 -26 0
6 -65 5 0
66 3 2 0
74 -50 5 0
-72 -68 8 0
-53 29 59 0
-70 -48 -55 0
4 -62 -25 0
66 73 -60 0
-49 -32 -62 0
-11 -35 -59 0
60 5 -1 0
45 43 25 0
56 -20 12 0
-58 18 66 0
-32 69 3 0
71 13 -46 0
42 14 -67 0
33 74 40 0
-17 60 45 0
70 4 -21 0
55 29 31 0
-13 2 -22 0
44 -42 -38 0
-6 35 15 0
-28 -13 54 0
-4 -46 -29 0
-41 5 45 0
41 6 69 0
7 -17 72 0
-56 73 2 0
7 13 -70 0
-40 71 3 0
-30 -21 -42 0
16 -32 -24 0
68 22 35 0
-19 -54 28 0
42 -65 -38 0
-46 37 -58 0
3 -54 61 0
-53 47 39 0
-58 -67 14 0
72 -37 -73 0
-27 35 -54 0
-59 66 46 0
17 56 -69 0
5 68 37 0
-26 -36 -19 0
-74 -28 31 0
43 -29 -5 0
39 35 -55 0
-43 4 68 0
33 -55 44 0
52 14 -49 0
-15 -31 57 0
-37 -16 -57 0
75 1 -18 0
-19 -36 -13 0
37 60 -51 0
24 -48 6 0
4 43 -1 0
-26 -57 72 0
29 -61 -64 0
31 7 52 0
-16 -68 -54 0
25 -34 58 0
-38 -58 -13 0
8 -27 -67 0
-28 22 27 0
-43 70 72 0
21 -51 -18 0
27 60 21 0
-69 72 14 0
39 -68 -45 0
59 31 8 0
-29 -47 -69 0
50 40 -61 0
-13 -10 65 0
66 53 -38 0
48 15 58 0
40 13 22 0
33 -40 38 0
-13 -45 -29 0
