c Random 3-SAT instance
c alpha = 8.0, N = 75, L = 600, instance = 73
p cnf 75 600
4 -73 -27 0
37 -12 35 0
1 -31 -19 0
-56 -43 -51 0
52 48 34 0
-63 -3 -27 0
-64 -6 59 0
-41 61 -48 0
42 65 50 0
-70 39 -36 0
-20 -4 -58 0
13 -71 -41 0
63 -33 25 0
-71 24 -34 0
-16 67 34 0
16 -60 31 0
2 50 17 0
41 8 -44 0
18 9 -33 0
51 26 -68 0
24 35 67 0
41 -9 -15 0
-55 -37 57 0
-1 -55 34 0
55 70 7 0
-15 68 41 0
42 -48 -31 0
-63 -50 8 0
31 -33 -3 0
-38 -32 67 0
38 17 -21 0
-60 -56 -41 0
-31 -6 10 0
52 72 67 0
-31 56 66 0
-67 -44 55 0
24 57 36 0
61 57 -62 0
40 73 -56 0
-75 -52 68 0
-2 -28 -29 0
-15 -25 -9 0
-40 27 72 0
-6 7 -64 0
-11 39 74 0
69 -49 -17 0
-37 -64 -5 0
-31 -62 30 0
-25 6 20 0
40 -5 -10 0
-4 -59 23 0
-40 1 -58 0
47 45 69 0
29 -7 -5 0
11 -70 20 0
-58 52 -22 0
61 -41 54 0
6 7 73 0
35 45 69 0
-30 16 27 0
-29 -36 9 0
-29 43 -25 0
13 63 -24 0
-14 13 -52 0
53 20 70 0
-9 20 15 0
-40 -58 -49 0
23 -69 53 0
-75 -10 -59 0
-48 -73 44 0
-57 -67 74 0
-38 -14 35 0
7 59 47 0
-40 35 -34 0
1 11 -65 0
65 -51 -28 0
29 -60 -7 0
42 -17 15 0
-29 23 -60 0
66 41 28 0
-74 -27 65 0
-47 29 39 0
25 -24 -20 0
-14 -48 58 0
-59 25 -8 0
-12 -50 52 0
-65 -5 74 0
65 -53 22 0
-70 71 -72 0
-1 17 -33 0
70 54 -57 0
75 -66 40 0
-19 -29 15 0
-33 70 18 0
-27 32 -45 0
31 -12 13 0
43 23 7 0
-57 35 -55 0
54 8 -47 0
24 -42 -15 0
-32 65 -3 0
-41 50 14 0
58 -54 -55 0
-8 19 -64 0
-6 61 52 0
5 4 -25 0
67 71 54 0
-39 7 -19 0
40 11 -58 0
-43 55 -12 0
15 68 -54 0
-41 -59 -40 0
-20 -37 7 0
20 46 -2 0
15 6 32 0
-65 55 34 0
55 37 70 0
-17 -1 -3 0
-63 10 -31 0
-33 -71 48 0
-63 -33 -38 0
-55 -24 28 0
47 69 32 0
-71 2 18 0
63 -26 -15 0
-69 68 64 0
-41 -67 16 0
18 -20 65 0
30 -19 -23 0
29 -51 67 0
22 -52 21 0
26 -51 42 0
-61 -5 -24 0
13 -12 -75 0
26 -68 9 0
19 6 -12 0
-66 -56 33 0
-22 -56 41 0
27 73 18 0
5 -30 65 0
-28 -44 -49 0
-33 75 -7 0
36 53 75 0
-60 56 8 0
5 26 62 0
-50 -51 -14 0
-12 11 -24 0
22 -38 -4 0
-75 -6 -42 0
-46 56 8 0
-13 15 -9 0
27 -75 -29 0
-68 26 -49 0
-50 -34 -64 0
43 32 -24 0
-68 43 -65 0
20 9 -68 0
67 57 -41 0
-59 14 -1 0
-44 -22 -10 0
40 67 -45 0
-24 -75 3 0
-17 -59 38 0
21 -46 38 0
69 -20 -64 0
18 74 11 0
-16 -59 -68 0
-31 -68 3 0
50 1 -70 0
50 33 1 0
-47 23 55 0
-46 -45 48 0
55 16 74 0
47 -32 -4 0
63 7 3 0
-31 1 -52 0
-64 65 10 0
-71 -24 74 0
33 10 68 0
-15 -66 28 0
69 -54 44 0
10 -69 32 0
28 10 -65 0
39 -23 72 0
-28 -36 -7 0
-30 66 -51 0
4 -73 43 0
14 -65 -52 0
74 64 14 0
49 -39 -3 0
70 2 45 0
10 65 18 0
-2 -21 39 0
62 6 66 0
10 4 46 0
71 68 31 0
-26 38 -60 0
-16 -32 42 0
-73 -54 39 0
-33 7 -56 0
17 27 51 0
-51 66 56 0
66 -51 53 0
-71 -51 -19 0
-28 12 -19 0
49 48 53 0
-24 -70 30 0
12 -50 40 0
-65 22 -31 0
-18 -19 27 0
-51 -1 12 0
-43 -40 25 0
-62 -30 61 0
-61 -16 -57 0
74 -4 -23 0
-30 -6 39 0
13 22 -53 0
4 17 68 0
36 -22 17 0
63 50 26 0
-63 -62 -35 0
-52 -74 11 0
27 -41 24 0
45 -30 61 0
-54 -49 20 0
-73 44 19 0
4 -27 24 0
45 11 49 0
-38 51 -44 0
-26 62 -4 0
-38 33 68 0
-8 -57 -69 0
-2 -71 18 0
74 -43 -29 0
-54 62 29 0
-31 1 50 0
-40 41 44 0
28 37 -47 0
-29 -73 31 0
51 -6 1 0
74 -37 -71 0
-18 44 50 0
-58 74 72 0
-3 26 38 0
-12 10 -7 0
40 -3 10 0
31 14 -74 0
-50 42 36 0
49 3 7 0
36 -67 54 0
-3 71 56 0
-13 -68 -62 0
36 -48 40 0
-2 20 -35 0
52 -75 14 0
-48 39 -61 0
22 35 -39 0
72 -62 -36 0
-16 -71 -8 0
-20 15 43 0
-7 -10 34 0
-74 -52 -31 0
51 44 -13 0
3 18 32 0
-37 58 28 0
40 -16 46 0
-41 -30 -40 0
-37 -45 17 0
-21 -55 -61 0
-21 -47 39 0
-52 56 45 0
-68 -2 28 0
-8 46 -70 0
-35 -15 -32 0
65 51 69 0
28 -53 -47 0
31 68 66 0
18 16 -5 0
28 -36 21 0
18 27 -51 0
-47 73 54 0
22 -23 29 0
-60 -21 -22 0
-67 3 -32 0
3 21 -14 0
-65 -58 9 0
4 -55 12 0
4 10 -9 0
-50 -48 -39 0
-22 46 -25 0
-15 61 -13 0
13 31 -65 0
2 5 52 0
10 -46 60 0
-35 -43 -20 0
11 73 -29 0
65 22 -71 0
23 -66 34 0
-28 20 48 0
42 -6 45 0
-36 -39 -38 0
-33 -68 21 0
13 3 72 0
-32 75 -18 0
-75 40 28 0
63 -66 -40 0
65 -40 -37 0
-64 -7 71 0
-11 -63 -27 0
10 53 -24 0
60 -2 66 0
19 9 38 0
29 -2 10 0
14 -20 45 0
72 71 -69 0
32 -72 11 0
-30 18 69 0
-31 2 -60 0
34 -29 64 0
13 -51 1 0
52 -31 -45 0
-44 -13 -18 0
43 -18 1 0
40 -43 -46 0
-61 -25 34 0
74 -49 -22 0
-66 28 -47 0
-44 64 -62 0
53 13 -47 0
-45 -64 -24 0
22 -42 -36 0
-17 39 -14 0
-73 8 -75 0
36 65 66 0
31 -46 38 0
16 -4 28 0
13 8 29 0
-62 -60 33 0
-17 -65 74 0
14 43 -5 0
-71 74 -5 0
-49 26 -2 0
6 -65 -58 0
-33 -30 -18 0
