c Random 3-SAT instance
c alpha = 3.5, N = 75, L = 262, instance = 12
p cnf 75 262
-65 -12 -60 0
-38 72 41 0
58 -63 -59 0
-63 37 -29 0
-68 -27 -30 0
75 65 -66 0
-8 70 54 0
27 12 -67 0
2 -20 -52 0
-50 27 5 0
57 -62 28 0
70 -44 66 0
71 14 -29 0
-52 -56 -11 0
27 -45 -4 0
-60 50 47 0
40 -72 -26 0
-45 -5 7 0
3 64 -4 0
24 -22 33 0
26 73 -21 0
58 9 67 0
39 -29 25 0
67 -57 25 0
-8 35 -20 0
75 44 -28 0
-72 -74 -23 0
-63 -12 30 0
-69 -27 -7 0
62 -48 -14 0
-9 -50 3 0
-53 -46 69 0
58 -18 19 0
-41 -25 -70 0
29 -72 -15 0
-12 72 -39 0
-20 -2 -56 0
-64 -52 -23 0
40 -69 -20 0
-45 7 23 0
-18 47 51 0
-9 54 -3 0
16 -41 6 0
-65 -44 -28 0
-54 45 35 0
53 -28 -17 0
26 -72 -54 0
-69 9 37 0
-46 39 -60 0
-1 62 -8 0
23 9 -70 0
41 -64 -38 0
22 51 47 0
-6 -14 39 0
7 -17 -54 0
68 -59 33 0
20 -75 7 0
66 -41 -59 0
50 30 71 0
-30 -33 8 0
17 -63 -18 0
-75 59 -36 0
57 -37 48 0
-56 63 -39 0
-63 61 -66 0
-2 -72 -75 0
35 55 1 0
19 73 -32 0
13 -22 -15 0
70 -27 22 0
-67 -69 20 0
39 67 28 0
34 39 -53 0
71 64 1 0
-18 -71 73 0
-49 -41 -21 0
41 33 -51 0
-9 48 -8 0
23 -19 28 0
-33 30 -44 0
12 -10 -6 0
-65 -40 -31 0
21 -7 -9 0
67 -51 30 0
71 54 70 0
37 47 32 0
14 -13 -6 0
64 11 43 0
-52 -71 -34 0
24 -21 -2 0
-36 56 -19 0
21 11 -44 0
4 74 53 0
44 -13 39 0
33 -11 -40 0
13 57 66 0
8 -20 -12 0
19 12 -10 0
30 10 9 0
-8 65 -30 0
-69 27 -28 0
-24 -64 51 0
38 18 -27 0
-63 5 -68 0
-18 -2 -35 0
-28 31 -5 0
-10 51 -22 0
-46 7 -26 0
-29 -70 38 0
-48 44 57 0
-13 -62 17 0
38 -18 70 0
58 27 -18 0
61 39 -12 0
29 -38 -60 0
-34 -15 -5 0
-9 6 44 0
-72 -51 35 0
-37 -48 74 0
-53 -6 -44 0
-54 31 -61 0
-19 -25 12 0
-33 14 -24 0
-66 36 9 0
66 58 -36 0
70 -71 -12 0
7 72 -20 0
29 38 -40 0
-70 69 28 0
27 -28 18 0
47 -9 -52 0
-39 30 -36 0
-14 -69 18 0
36 53 10 0
5 48 72 0
1 5 20 0
-32 -9 -3 0
61 -2 -13 0
-10 -66 -59 0
48 -32 4 0
-54 -28 20 0
-71 45 59 0
3 50 2 0
8 -55 63 0
48 -67 -68 0
-59 -67 38 0
70 8 30 0
-50 8 54 0
62 -24 57 0
-59 -6 -62 0
27 -12 23 0
-29 -4 46 0
-53 -59 18 0
-65 68 -57 0
-4 -64 -20 0
74 -51 -44 0
-47 6 57 0
37 -67 73 0
12 71 72 0
21 36 -62 0
74 50 59 0
9 -60 -69 0
59 5 -40 0
46 -54 -33 0
-72 46 -22 0
58 -34 23 0
-52 69 48 0
-21 -51 -40 0
-51 12 -28 0
-18 -46 2 0
-5 -20 -40 0
72 -19 18 0
-25 -34 20 0
-60 13 47 0
52 -6 34 0
-41 -28 -19 0
33 -12 36 0
37 23 -53 0
23 -1 -19 0
24 9 32 0
72 23 -55 0
69 -5 -71 0
-70 50 -35 0
28 -75 46 0
-15 -25 -30 0
-25 47 -8 0
-13 71 -26 0
-16 48 41 0
6 -28 -30 0
49 -42 -36 0
-37 -2 -36 0
45 66 -9 0
-37 72 -44 0
63 -12 -56 0
16 30 46 0
5 61 27 0
45 51 30 0
19 63 -37 0
-39 5 70 0
-7 -68 69 0
26 41 4 0
57 -9 72 0
-34 14 -44 0
-63 -41 21 0
63 -58 -46 0
-67 -39 41 0
35 -75 61 0
27 32 -67 0
-69 -47 16 0
26 -62 20 0
-25 22 24 0
24 48 69 0
-48 -49 -1 0
-54 40 -7 0
25 -14 61 0
16 23 -12 0
61 -18 -48 0
-15 56 58 0
-30 31 -17 0
-57 72 26 0
-70 -9 68 0
26 71 34 0
-28 45 -56 0
22 -7 -42 0
18 63 -7 0
75 27 44 0
62 46 -50 0
21 -1 -32 0
-6 56 69 0
37 -11 -25 0
47 2 15 0
26 42 70 0
-27 21 -48 0
44 36 -33 0
-23 -15 24 0
-22 57 -36 0
-6 -25 -46 0
-75 -6 40 0
-6 4 -5 0
44 -6 12 0
72 3 -27 0
40 68 -27 0
66 53 -64 0
56 43 74 0
-53 39 12 0
-14 -16 73 0
-51 74 -13 0
75 11 -34 0
-27 64 3 0
-68 -22 -5 0
26 57 -53 0
4 -74 23 0
11 -8 -50 0
18 55 -34 0
9 -6 -39 0
-23 68 -5 0
6 -28 53 0
-21 28 52 0
-11 -50 18 0
38 5 16 0
69 53 -42 0
-24 56 8 0
s SATISFIABLE
d decisions 28
