c Random 3-SAT instance
c alpha = 1.0, N = 75, L = 75, instance = 60
p cnf 75 75
-33 73 -37 0
46 -32 12 0
-4 -37 -63 0
59 -21 -15 0
70 18 26 0
39 -34 5 0
-55 18 -45 0
-28 32 18 0
-24 12 47 0
-41 -56 50 0
22 -7 32 0
-3 -30 40 0
-5 -75 46 0
22 11 -70 0
-31 -4 -19 0
60 -48 -24 0
-72 -33 -56 0
2 -75 -61 0
32 -58 35 0
-43 -55 13 0
8 31 -52 0
60 34 -35 0
30 -12 57 0
-68 16 36 0
-23 -32 -13 0
-66 -40 -24 0
14 -51 -20 0
6 63 34 0
-65 -67 70 0
30 -8 -43 0
35 11 -27 0
-38 -54 -36 0
-19 -43 -5 0
-26 15 41 0
-72 -21 -61 0
-37 61 7 0
59 -48 37 0
-10 -15 64 0
9 46 14 0
-62 10 -45 0
-15 -3 58 0
71 58 11 0
57 71 -25 0
-4 34 -16 0
39 37 -36 0
65 -35 6 0
-34 35 -17 0
-44 -31 -58 0
-46 34 -56 0
-38 14 30 0
48 -24 -40 0
68 -31 34 0
44 15 20 0
-60 -14 13 0
40 -1 -66 0
32 24 -17 0
-73 54 17 0
-72 -40 -9 0
-56 17 55 0
-67 -47 41 0
37 66 -24 0
27 50 -69 0
10 -48 -31 0
52 -22 -54 0
71 -5 67 0
42 -71 -38 0
-40 -10 -33 0
-8 -25 -55 0
-21 12 -17 0
4 -52 -49 0
-23 34 19 0
18 -12 6 0
-13 -11 4 0
68 45 12 0
-8 -25 47 0
s SATISFIABLE
d decisions 59
