c Random 3-SAT instance
c alpha = 1.0, N = 75, L = 75, instance = 11
p cnf 75 75
24 -54 47 0
27 32 -22 0
-40 -9 -8 0
71 -21 -7 0
59 29 -47 0
-46 1 67 0
-53 44 4 0
25 -37 -36 0
-29 -16 60 0
-66 13 59 0
45 -66 -75 0
17 1 -13 0
32 70 -36 0
-4 53 -63 0
30 8 12 0
-50 11 26 0
-8 -10 68 0
20 33 30 0
15 49 -20 0
31 37 -68 0
27 65 -36 0
26 31 57 0
-6 -71 47 0
39 -68 -70 0
5 45 -11 0
-45 46 -19 0
20 23 -34 0
74 -33 14 0
-57 -37 16 0
44 -47 63 0
6 -3 62 0
-28 59 32 0
-42 -8 -67 0
-16 -39 -41 0
-6 50 4 0
54 -12 -75 0
9 49 67 0
15 -12 -25 0
31 -55 73 0
32 -29 53 0
-16 33 -57 0
38 47 -23 0
-63 35 -68 0
-69 75 31 0
68 30 -19 0
1 -29 -12 0
74 -11 20 0
45 -48 -56 0
-4 16 -50 0
25 -60 -56 0
43 59 -9 0
62 70 -65 0
30 5 29 0
41 -23 -13 0
74 60 9 0
34 -8 68 0
20 -59 -50 0
-42 9 -40 0
12 -74 58 0
-26 12 -43 0
-7 -1 -32 0
18 47 -2 0
54 -32 69 0
17 30 -63 0
-28 12 36 0
-50 -42 43 0
-56 -30 55 0
-31 -45 32 0
-19 25 56 0
-9 -18 22 0
16 -65 -54 0
-45 38 -14 0
73 -1 70 0
-43 -58 -21 0
35 -62 -16 0
s SATISFIABLE
d decisions 55
