c Random 3-SAT instance
c alpha = 7.5, N = 75, L = 562, instance = 251
p cnf 75 562
55 23 14 0
21 -54 -50 0
69 52 17 0
13 17 -72 0
-32 -33 57 0
-35 7 1 0
22 64 44 0
-8 4 53 0
15 7 -31 0
43 32 -36 0
-53 -10 3 0
-46 67 -51 0
-49 57 -62 0
-8 18 58 0
-20 -64 48 0
-4 72 18 0
34 57 -7 0
67 -19 -52 0
-15 -58 36 0
52 57 -16 0
26 8 -74 0
-16 -72 45 0
-38 -35 11 0
-31 -70 46 0
71 33 -69 0
-30 -9 49 0
23 6 -62 0
55 46 -47 0
-25 -75 43 0
-71 29 43 0
-51 -20 -8 0
-38 -20 -6 0
-32 -61 53 0
-73 46 56 0
-7 71 25 0
-26 10 62 0
41 8 40 0
-43 -7 -42 0
30 41 68 0
-47 -24 5 0
65 46 62 0
-24 -33 -54 0
-42 45 1 0
8 37 -75 0
-51 56 -21 0
65 12 54 0
57 -14 42 0
2 -41 -51 0
-63 -13 -10 0
-57 10 -34 0
10 -17 -39 0
37 9 73 0
-64 37 -58 0
21 26 -72 0
35 -31 3 0
24 -69 -57 0
40 39 42 0
-10 -43 -16 0
36 21 47 0
-69 -50 -62 0
-9 41 -68 0
-54 75 19 0
20 -9 -3 0
-61 62 -60 0
-25 24 -65 0
-15 5 -60 0
-55 -29 -20 0
49 68 -8 0
-53 68 -73 0
-58 -68 -42 0
-25 -17 46 0
-74 -52 -70 0
47 31 -51 0
-36 13 7 0
72 -18 -49 0
51 -31 -64 0
-55 13 -25 0
36 -9 -34 0
-18 6 7 0
-10 46 50 0
-59 -6 46 0
30 -17 18 0
75 23 6 0
-67 -11 18 0
-67 -60 -72 0
-33 -58 45 0
16 -57 38 0
-3 65 68 0
-22 74 25 0
70 43 -58 0
-59 23 75 0
65 24 58 0
51 38 9 0
-72 -29 15 0
-65 3 -54 0
-8 -46 56 0
46 31 -9 0
4 72 31 0
-61 41 51 0
-33 56 -28 0
-60 20 -61 0
-37 70 -71 0
72 4 74 0
21 2 35 0
-64 -10 -44 0
64 -11 -59 0
21 -23 -15 0
-35 -62 59 0
48 41 52 0
-16 64 48 0
41 -35 -24 0
-7 11 -18 0
33 -21 41 0
-20 5 49 0
59 -54 -15 0
-9 -38 25 0
-26 -23 -25 0
4 31 -57 0
-2 -18 15 0
-61 67 66 0
37 38 -23 0
-23 -11 -29 0
-71 43 -12 0
48 -19 7 0
-56 -46 11 0
13 40 73 0
24 -11 -30 0
-24 3 -60 0
-49 -65 -55 0
-62 50 -53 0
51 -36 50 0
10 -68 -38 0
68 13 -33 0
-21 67 24 0
40 26 -69 0
-24 29 -10 0
-43 74 40 0
-26 61 51 0
-26 -38 2 0
65 3 53 0
-56 3 -20 0
43 -57 51 0
40 -31 8 0
-17 22 -49 0
-33 -29 -24 0
70 44 3 0
-18 -55 -67 0
-35 -25 37 0
-75 -56 -3 0
22 -34 -61 0
66 -39 -18 0
-9 -70 51 0
64 60 -61 0
-37 -73 14 0
74 49 72 0
23 -8 -52 0
-56 -17 -22 0
-24 64 1 0
39 25 -37 0
59 -18 11 0
-21 -19 54 0
-26 74 52 0
-40 16 25 0
-45 -12 43 0
-11 38 6 0
35 -56 70 0
6 -56 -69 0
42 -73 -47 0
59 17 2 0
65 39 58 0
-51 -33 -44 0
-24 35 -33 0
10 -60 -35 0
-4 74 -39 0
-50 -41 43 0
-38 -64 -30 0
-12 -15 -11 0
-10 9 -23 0
-35 -19 -36 0
-45 -72 36 0
-58 -50 57 0
-37 -47 40 0
-39 49 55 0
22 -35 -45 0
42 -20 44 0
-12 -53 66 0
71 50 63 0
-75 49 -10 0
-41 -11 20 0
-11 70 -7 0
37 17 24 0
-37 40 60 0
59 6 -46 0
49 -26 -25 0
15 -71 59 0
-40 6 23 0
31 -74 25 0
13 -45 7 0
63 74 8 0
27 17 46 0
-42 6 -74 0
-22 -48 30 0
61 -72 65 0
-49 -20 70 0
1 -56 70 0
-27 71 -7 0
-33 44 69 0
-19 61 34 0
-36 69 -67 0
60 30 59 0
-46 73 28 0
-8 -64 4 0
9 -61 68 0
51 -17 -5 0
-62 -61 36 0
-26 -7 43 0
-10 -47 -73 0
29 -55 -10 0
-19 -44 22 0
-17 14 50 0
46 33 74 0
40 56 1 0
31 -50 74 0
71 -4 -75 0
-74 15 75 0
-71 -39 7 0
69 32 62 0
-63 -58 43 0
34 -65 52 0
44 -25 -1 0
49 56 -60 0
54 18 -25 0
-38 -35 -54 0
-60 35 -68 0
-51 -24 53 0
20 -57 -64 0
22 -43 -39 0
-66 65 21 0
43 -59 36 0
8 -51 -4 0
-35 -74 70 0
-66 -75 -14 0
5 34 -18 0
30 74 19 0
-67 42 50 0
41 -16 9 0
26 8 45 0
-29 9 18 0
73 -44 -49 0
54 -67 -30 0
51 45 -25 0
67 -64 -25 0
-20 28 -31 0
4 -25 -3 0
69 -72 36 0
16 10 -9 0
72 23 44 0
-31 34 33 0
41 19 -25 0
37 -50 -4 0
59 40 -4 0
-67 -40 -25 0
-31 34 1 0
-52 -71 36 0
-63 50 -65 0
-49 73 -26 0
30 5 -52 0
-72 58 -17 0
-53 -11 31 0
75 -62 1 0
-71 24 61 0
-11 -49 62 0
55 75 69 0
51 31 48 0
-41 -24 -58 0
-47 -12 -1 0
70 -74 15 0
-26 50 8 0
59 -74 -11 0
-44 -60 -29 0
-33 -15 -55 0
-35 -45 22 0
2 -23 46 0
32 -40 34 0
70 35 53 0
62 49 6 0
-25 68 -20 0
51 53 56 0
-36 65 -68 0
4 34 69 0
-34 -12 -57 0
1 8 66 0
-61 -63 -12 0
49 -48 -37 0
24 36 13 0
24 70 -74 0
67 42 29 0
-16 29 -6 0
49 -66 -13 0
-42 31 -12 0
56 72 13 0
-60 54 42 0
44 -24 20 0
-46 -28 -5 0
5 -13 33 0
39 -55 -65 0
-25 6 -16 0
47 64 -4 0
-8 20 58 0
-38 -31 7 0
-41 18 -58 0
13 -75 -61 0
21 -1 56 0
9 11 1 0
43 -59 27 0
-48 8 -74 0
-25 1 -47 0
-65 71 -67 0
61 -65 59 0
27 13 66 0
-51 -24 66 0
-17 -48 -20 0
-30 -44 42 0
70 -72 39 0
18 -43 -31 0
-9 -26 29 0
-74 -16 -67 0
-68 -2 72 0
-24 -7 -61 0
53 -40 -16 0
53 -38 -24 0
69 -52 49 0
30 -19 -65 0
-24 -62 -30 0
56 -59 62 0
23 75 42 0
-37 59 -2 0
70 48 -50 0
58 3 18 0
2 -19 -10 0
21 6 18 0
67 -73 -40 0
-5 -17 -39 0
59 48 53 0
-13 -30 8 0
-33 -27 -2 0
11 43 -67 0
53 -51 -1 0
-2 -46 -25 0
30 -45 70 0
3 -25 6 0
-13 -42 -67 0
18 -39 -62 0
-43 -51 29 0
47 68 -48 0
-10 -17 -55 0
60 -6 51 0
-5 65 -47 0
19 43 -61 0
29 44 -7 0
-28 -49 -56 0
-75 -55 -71 0
71 3 12 0
-19 -74 34 0
-2 -62 -33 0
-34 27 -32 0
-17 -9 -60 0
-28 -44 12 0
45 32 20 0
20 8 68 0
70 -35 -3 0
-63 -62 -64 0
55 57 -10 0
-6 -65 8 0
-19 51 15 0
-40 33 -69 0
-25 16 -58 0
-66 -75 -26 0
54 -35 25 0
-4 -9 -21 0
-38 -13 75 0
13 46 -63 0
-60 -20 8 0
7 -57 65 0
-46 -26 59 0
67 -64 -63 0
29 -12 32 0
-20 -55 9 0
-33 19 42 0
35 -58 22 0
-2 66 -12 0
-44 46 -53 0
-46 -12 -41 0
-30 53 -1 0
-14 19 -34 0
-75 14 -39 0
11 -7 -28 0
65 28 -39 0
-18 43 -38 0
59 -41 -72 0
28 -18 -67 0
-27 54 30 0
23 66 50 0
6 -71 12 0
-7 -17 -58 0
-55 23 -50 0
-52 -8 -48 0
41 55 -30 0
-9 74 -31 0
-7 -48 -56 0
-59 -12 32 0
75 5 -59 0
-29 32 -28 0
-17 12 -25 0
-52 34 54 0
-11 71 -3 0
13 -74 -67 0
66 21 -39 0
47 -39 -21 0
62 -27 -39 0
59 30 33 0
-48 27 -56 0
-75 49 30 0
-35 -46 16 0
17 -4 -7 0
69 -74 -1 0
-50 -70 -44 0
-29 -38 -5 0
11 -68 -36 0
27 -10 73 0
10 67 -7 0
68 35 -30 0
59 38 74 0
65 -59 43 0
31 -34 72 0
-59 -14 7 0
50 24 66 0
-64 -11 -2 0
47 51 -41 0
3 41 -22 0
-20 33 -51 0
-70 -23 -38 0
-71 -31 58 0
-11 -48 32 0
-65 -5 32 0
64 66 -32 0
-45 -35 57 0
55 40 -66 0
-34 -29 -1 0
17 -49 -11 0
-44 43 35 0
36 -26 72 0
-40 -10 -39 0
18 59 28 0
-20 -67 44 0
41 -1 30 0
55 -25 -43 0
-37 5 -6 0
68 -16 73 0
58 16 2 0
-20 17 12 0
27 23 60 0
-41 62 -52 0
52 72 7 0
34 -26 -59 0
-19 75 -60 0
-21 73 -67 0
40 72 58 0
-64 40 -71 0
-12 -4 -62 0
-66 -72 69 0
38 -9 61 0
5 55 1 0
-17 -67 74 0
47 -1 6 0
-33 -65 -59 0
44 -27 -68 0
3 -28 72 0
73 15 -30 0
65 -28 -17 0
7 66 -59 0
14 24 -44 0
47 -59 -32 0
35 38 70 0
13 -27 11 0
29 -69 23 0
38 -33 -45 0
9 -54 -71 0
65 -29 -39 0
52 43 -39 0
14 23 -72 0
-8 -37 9 0
34 -11 -54 0
-23 26 -51 0
-3 -45 -26 0
44 24 34 0
73 -6 -75 0
74 41 -73 0
58 13 75 0
45 -67 12 0
-11 -74 19 0
44 -56 55 0
41 6 -11 0
-25 16 58 0
45 -7 55 0
-45 48 -39 0
47 -18 -45 0
-47 -27 54 0
-30 69 57 0
-30 -66 -53 0
18 69 -41 0
-8 -30 67 0
22 58 43 0
-5 27 -54 0
57 -34 21 0
-62 -40 -73 0
4 12 -54 0
-41 -7 35 0
-32 43 36 0
64 32 66 0
14 -38 -69 0
-9 37 -25 0
-14 37 -53 0
-14 59 38 0
28 57 20 0
-63 65 -35 0
-53 45 60 0
18 -31 74 0
-24 41 37 0
-1 71 -9 0
4 -55 -1 0
40 30 -73 0
-17 -65 -68 0
-65 18 -37 0
16 -37 7 0
65 71 -11 0
6 50 20 0
-20 -30 -72 0
-28 -13 49 0
17 75 -50 0
-42 -64 -47 0
-75 -64 43 0
30 4 -1 0
25 -49 54 0
-39 42 -34 0
20 -39 34 0
-53 7 2 0
-5 6 -2 0
-6 47 -42 0
25 38 24 0
-68 23 62 0
-11 5 -57 0
-17 45 70 0
32 -3 -18 0
-1 62 9 0
34 -31 -18 0
-26 24 -30 0
43 24 73 0
5 -73 -48 0
71 -51 35 0
34 23 19 0
-54 -10 17 0
s UNSATISFIABLE
d decisions 53
