c Random 3-SAT instance
c alpha = 2.5, N = 75, L = 187, instance = 66
p cnf 75 187
52 -56 24 0
-26 -6 25 0
-9 47 -75 0
56 37 16 0
-13 -74 28 0
9 -12 73 0
23 49 -38 0
59 -73 -2 0
33 30 -29 0
5 -69 -26 0
-56 -39 45 0
-44 -51 23 0
-70 -75 -12 0
31 -68 -61 0
-6 48 -25 0
-67 33 -55 0
32 21 37 0
67 57 -46 0
-52 -66 19 0
3 -60 61 0
-73 40 -26 0
-59 53 -48 0
-4 71 11 0
21 -60 18 0
-58 8 -13 0
-47 -50 53 0
43 55 -13 0
-55 -19 -67 0
-3 18 -19 0
56 -5 -22 0
-9 54 27 0
55 -58 -66 0
15 -5 -50 0
-17 -35 9 0
15 -60 33 0
5 4 58 0
-18 27 46 0
-9 -25 5 0
-55 -11 -33 0
62 29 -59 0
-64 -50 -37 0
8 -46 69 0
-69 -5 44 0
54 29 -68 0
-20 -28 56 0
9 63 42 0
-68 63 61 0
-49 -70 32 0
-9 -69 -29 0
15 -59 -7 0
-33 17 37 0
-11 -20 -29 0
-36 35 -42 0
46 25 -23 0
4 1 13 0
-34 -7 1 0
16 39 -29 0
-48 -26 -63 0
62 -11 -8 0
21 -70 -40 0
-6 -43 52 0
61 -25 -28 0
11 -71 -65 0
24 1 68 0
11 -16 -40 0
7 15 47 0
24 55 -4 0
-38 35 67 0
47 -38 21 0
-23 -60 57 0
-27 -36 -44 0
-53 -16 21 0
-37 -55 -45 0
-5 -46 27 0
49 -33 -11 0
49 9 39 0
15 22 18 0
-6 -44 -43 0
36 69 -40 0
46 65 -58 0
-56 -68 25 0
-42 2 52 0
-55 52 -23 0
-45 18 68 0
-67 13 -37 0
58 46 26 0
40 -28 -26 0
-11 40 -33 0
24 -13 -1 0
25 68 45 0
-64 -70 -20 0
-24 31 -53 0
38 -6 47 0
58 -16 22 0
23 -9 -3 0
-16 22 -25 0
63 20 7 0
29 45 -17 0
71 33 34 0
69 5 -46 0
19 57 -47 0
66 4 57 0
-42 38 39 0
2 40 -45 0
-45 30 -8 0
41 25 17 0
-40 -56 58 0
-56 -29 -47 0
-68 -63 -32 0
-14 -44 8 0
34 32 -67 0
-60 -42 52 0
-16 34 -45 0
54 23 -29 0
4 71 -69 0
68 -72 24 0
67 62 11 0
63 -50 37 0
-8 -53 -66 0
19 -49 -75 0
55 14 -1 0
8 40 -32 0
18 -1 -40 0
-20 -31 73 0
6 64 51 0
66 18 7 0
49 -64 47 0
6 -2 -20 0
-68 -21 28 0
18 21 -60 0
17 -42 21 0
-12 27 47 0
11 -7 -42 0
68 30 -1 0
74 60 -44 0
20 70 -5 0
-29 26 -6 0
-71 45 72 0
48 -1 -67 0
-65 6 -69 0
73 58 -7 0
-15 -73 -69 0
-16 -23 60 0
-39 21 47 0
72 35 -46 0
25 27 -12 0
15 -41 28 0
28 -70 -50 0
-2 74 -24 0
25 51 66 0
-74 -71 -22 0
67 -37 47 0
-61 -71 -17 0
-19 -58 -63 0
69 -15 36 0
26 23 1 0
70 -49 67 0
-56 18 -74 0
68 2 -13 0
41 -1 -62 0
1 -56 57 0
-62 13 16 0
42 -3 61 0
-38 7 -71 0
16 12 -52 0
70 -9 72 0
-22 -56 -51 0
-34 -7 38 0
-23 -68 28 0
-31 46 20 0
8 -66 -39 0
-41 73 -34 0
37 5 26 0
49 -68 -31 0
12 -32 5 0
25 -28 -33 0
-38 59 50 0
52 -38 -50 0
-11 36 -17 0
49 2 9 0
-58 27 -75 0
-68 34 7 0
-42 63 -9 0
32 44 20 0
-39 -34 18 0
12 37 -61 0
51 58 2 0
s SATISFIABLE
d decisions 32
