c Random 3-SAT instance
c alpha = 1.5, N = 75, L = 112, instance = 36
p cnf 75 112
38 -24 65 0
18 -11 71 0
62 -15 -44 0
-26 -54 -44 0
17 -42 37 0
57 54 -50 0
-15 -43 63 0
35 6 -63 0
38 37 14 0
-60 62 -18 0
-69 36 6 0
-19 -39 6 0
-41 72 60 0
-19 28 -9 0
13 31 67 0
-26 47 52 0
58 11 -25 0
-41 4 56 0
-48 -51 46 0
31 -54 -41 0
1 -23 28 0
-34 37 69 0
-15 41 57 0
-47 -29 -62 0
-40 38 14 0
-2 -59 -60 0
-31 -22 52 0
48 -43 -56 0
54 -15 16 0
1 49 -52 0
-1 -45 -33 0
-7 -69 60 0
-4 -40 -1 0
-4 43 -1 0
-7 -2 -10 0
-25 -30 53 0
-73 -36 -31 0
25 59 45 0
-2 -48 62 0
-42 -65 -16 0
-73 -44 25 0
-55 5 -4 0
-44 45 -54 0
-43 -24 -53 0
-22 -60 -25 0
48 30 2 0
9 -30 75 0
33 -20 -65 0
48 -18 68 0
-31 18 -41 0
43 -8 -69 0
13 4 -30 0
-74 56 -37 0
38 -48 7 0
63 51 8 0
-15 -44 63 0
-59 -20 -21 0
56 7 48 0
-18 24 6 0
65 -17 -34 0
4 -56 -20 0
-38 -33 -5 0
16 5 36 0
9 -53 -36 0
21 5 49 0
59 -55 12 0
5 -54 42 0
-15 26 36 0
-56 -52 -46 0
13 -62 15 0
-39 -68 38 0
4 55 21 0
11 -63 -64 0
59 -15 -66 0
57 -26 -3 0
55 -35 -43 0
67 8 -12 0
12 -59 -17 0
70 -53 -67 0
52 -6 9 0
-31 -10 -62 0
-32 -36 -39 0
54 -38 -31 0
-26 18 -50 0
-30 -44 31 0
-68 -42 62 0
-1 -41 -67 0
19 17 -54 0
27 -69 -7 0
13 -11 -19 0
44 53 -68 0
66 -59 -45 0
-23 -45 33 0
41 -67 -26 0
-25 -54 8 0
-14 12 -55 0
-70 -58 32 0
-58 24 39 0
-75 73 -11 0
-50 -10 70 0
-54 -15 61 0
-33 26 -50 0
-6 11 52 0
-6 1 -45 0
27 52 12 0
-32 9 33 0
-17 60 -58 0
25 -4 2 0
5 9 -44 0
26 7 25 0
-70 38 52 0
74 -65 61 0
s SATISFIABLE
d decisions 55
