c Random 3-SAT instance
c alpha = 6.5, N = 75, L = 487, instance = 9
p cnf 75 487
47 -52 32 0
6 -37 73 0
58 62 -31 0
-13 50 -1 0
-64 -74 -29 0
-26 23 70 0
45 -28 70 0
-46 -72 -33 0
23 21 7 0
33 57 -5 0
46 -49 -1 0
25 -38 -18 0
-60 46 14 0
-32 -44 9 0
-8 29 -32 0
43 47 -38 0
74 47 -55 0
-42 -13 32 0
-32 14 28 0
68 67 51 0
-40 45 32 0
-41 36 -56 0
75 50 46 0
-44 67 -52 0
37 -48 9 0
-60 -20 7 0
57 47 15 0
-72 6 -18 0
54 15 -51 0
-33 23 -62 0
-14 4 -67 0
1 -23 63 0
-19 12 29 0
55 -72 -64 0
30 51 -65 0
-24 54 -74 0
-56 -66 -27 0
63 -57 -54 0
-66 -49 -41 0
11 -39 69 0
-50 -55 54 0
-32 -30 13 0
-61 -12 -54 0
31 -46 33 0
-22 26 -71 0
-69 60 -55 0
40 -29 1 0
34 -48 21 0
56 -23 31 0
70 -5 45 0
1 66 54 0
-29 45 -58 0
-6 -5 -33 0
9 -24 25 0
56 12 -42 0
-32 42 37 0
22 59 -60 0
39 -53 4 0
-66 38 50 0
75 36 43 0
-40 -67 -2 0
-73 22 -10 0
-42 38 40 0
9 -22 75 0
-58 -19 -28 0
-24 -48 52 0
64 11 61 0
-42 -7 75 0
36 -1 -69 0
-45 13 57 0
-42 14 -50 0
-32 -10 48 0
36 -5 13 0
-36 67 51 0
22 50 45 0
-35 7 -36 0
49 -4 35 0
-62 -29 -54 0
-44 59 75 0
18 47 -28 0
66 -37 7 0
24 22 -39 0
-15 -62 -21 0
-54 73 67 0
-8 -39 -70 0
59 -39 16 0
59 7 46 0
31 59 -55 0
72 -19 -37 0
-61 28 53 0
35 -74 27 0
2 -42 56 0
28 71 6 0
-39 -13 -2 0
-61 75 53 0
36 -50 74 0
-7 5 27 0
-30 46 67 0
-74 64 -49 0
-16 54 68 0
11 -22 -33 0
26 69 75 0
-68 -48 -62 0
-72 -21 67 0
-54 59 8 0
-69 -13 28 0
75 -51 31 0
58 -12 60 0
-42 22 65 0
-68 -40 64 0
-72 65 -25 0
-22 -43 66 0
-44 41 5 0
-50 17 -56 0
-55 -25 34 0
-19 -48 40 0
55 -49 57 0
44 35 5 0
12 65 -10 0
51 65 37 0
-14 13 -22 0
52 68 29 0
2 26 -34 0
-66 6 54 0
59 38 -19 0
-47 4 -70 0
-65 24 41 0
75 -19 32 0
49 67 -58 0
-35 63 -28 0
-21 -11 73 0
-38 72 -44 0
-54 -18 73 0
-28 -34 -15 0
21 -32 -10 0
13 48 4 0
18 -48 -55 0
-13 -66 -31 0
41 -33 44 0
26 8 -2 0
-21 -39 -8 0
1 70 28 0
-42 -25 72 0
47 -46 66 0
-66 -12 31 0
-22 -38 36 0
19 16 -10 0
39 -20 -26 0
52 39 -58 0
60 -34 70 0
-6 11 -51 0
-53 -72 -69 0
-35 -32 -66 0
73 28 -41 0
-52 35 11 0
-2 -14 75 0
5 -66 28 0
56 41 38 0
-16 -49 -8 0
34 54 29 0
39 -52 -46 0
-70 4 21 0
-5 -19 -46 0
3 -47 -32 0
53 -43 -66 0
42 22 10 0
16 -40 9 0
51 73 -33 0
57 -10 31 0
-21 -8 -24 0
20 -10 -71 0
29 -3 -70 0
-60 9 -54 0
3 50 27 0
36 -60 -8 0
-1 -71 59 0
-45 75 -74 0
51 26 -64 0
-6 55 -23 0
37 -47 -41 0
4 -63 -34 0
15 51 25 0
64 -63 -72 0
-55 50 43 0
64 -69 -59 0
69 -15 -55 0
45 -23 2 0
13 39 -66 0
57 -74 1 0
47 -15 63 0
-45 -27 -53 0
-29 68 16 0
33 34 72 0
3 -16 56 0
-64 24 59 0
71 -53 -48 0
8 -66 -51 0
43 -56 18 0
-39 -27 53 0
74 -57 16 0
-63 -65 -43 0
-40 -20 1 0
-22 28 55 0
-40 23 -41 0
-35 71 26 0
-34 -25 69 0
21 -11 46 0
-6 51 19 0
-9 -40 -24 0
3 20 50 0
-67 -32 9 0
54 71 -5 0
-49 48 -20 0
66 63 -44 0
-41 61 32 0
49 -28 3 0
19 15 -52 0
-43 -72 -42 0
-15 -67 62 0
20 23 73 0
12 26 -48 0
-42 -26 -21 0
-62 39 25 0
56 -48 67 0
26 40 -43 0
29 56 12 0
74 40 -32 0
-13 49 28 0
57 -36 33 0
-27 26 60 0
-68 59 -42 0
-37 15 -21 0
6 8 -27 0
-35 -38 67 0
-37 18 -64 0
-1 -40 72 0
-17 -75 55 0
30 19 36 0
15 50 21 0
-72 54 63 0
60 -11 39 0
-39 -17 -59 0
13 75 -4 0
-38 -35 -50 0
-2 20 -34 0
71 7 -35 0
-25 3 69 0
62 37 -9 0
