c Random 3-SAT instance
c alpha = 7.0, N = 75, L = 525, instance = 190
p cnf 75 525
63 -46 44 0
12 22 32 0
-20 -37 48 0
69 23 -68 0
-35 -17 13 0
56 -7 20 0
-9 43 33 0
-24 -37 14 0
70 4 -64 0
45 -73 -18 0
43 61 -67 0
-71 70 -15 0
-9 56 -21 0
-64 -34 8 0
-49 -75 -74 0
-29 46 -20 0
71 35 46 0
54 -45 68 0
69 42 14 0
30 -49 20 0
-70 34 20 0
-55 59 -53 0
-46 19 75 0
-43 -75 -62 0
34 -4 66 0
-34 -36 -41 0
5 -24 53 0
39 -74 60 0
-17 -72 19 0
-5 -64 -22 0
28 72 47 0
-21 61 29 0
-17 54 -46 0
-67 -14 33 0
-38 22 4 0
71 -4 13 0
55 43 -14 0
-25 51 62 0
5 -49 -29 0
-45 55 75 0
71 47 74 0
-38 -29 14 0
-14 53 19 0
-48 -35 -29 0
53 -63 -27 0
40 -74 17 0
-9 5 -47 0
11 13 41 0
35 53 -68 0
65 52 -40 0
17 8 42 0
-1 -72 75 0
-52 -56 -4 0
-66 -14 52 0
37 -20 4 0
-15 -55 -74 0
66 -58 26 0
-23 64 -37 0
67 24 -74 0
54 19 -32 0
18 30 -4 0
-23 -18 -62 0
-54 65 -41 0
1 70 -43 0
16 -27 71 0
-49 56 19 0
-41 -47 -4 0
-15 -66 -41 0
-66 18 12 0
41 -63 -44 0
45 5 15 0
26 27 44 0
73 -40 71 0
33 -61 2 0
-22 44 -11 0
-28 -33 67 0
65 66 -53 0
-38 -56 -26 0
-9 49 37 0
43 -62 -31 0
38 -9 -44 0
37 24 -55 0
6 32 -30 0
37 57 59 0
15 -35 -42 0
51 20 41 0
65 -49 48 0
-54 -63 66 0
16 3 -50 0
-45 62 26 0
53 32 -30 0
24 -41 65 0
-41 -15 71 0
69 2 -46 0
15 -69 57 0
-11 -55 -40 0
18 3 58 0
56 30 -2 0
-62 26 25 0
69 18 -55 0
12 53 -14 0
-63 -10 -26 0
-28 -19 -29 0
-62 66 54 0
-71 -52 -47 0
-2 10 -19 0
14 5 40 0
-70 -51 33 0
5 45 -67 0
13 -7 -11 0
29 32 26 0
-40 -25 -27 0
-36 -29 49 0
-34 -27 -74 0
67 -9 -61 0
-16 -55 75 0
2 -62 5 0
-38 -7 -53 0
-39 9 -15 0
-45 -23 56 0
29 47 53 0
-11 75 -70 0
-53 -42 75 0
-29 16 -32 0
3 11 54 0
-11 52 -16 0
57 -67 41 0
-73 56 24 0
36 -16 -64 0
45 2 16 0
22 -46 -7 0
16 -66 23 0
-3 45 42 0
23 -5 68 0
-9 4 73 0
-42 8 -75 0
-64 -18 17 0
6 67 47 0
63 35 57 0
-1 -40 -31 0
74 -46 75 0
-70 35 -7 0
51 -56 24 0
9 34 26 0
-40 -75 -38 0
-19 63 -33 0
-13 2 -47 0
-4 -31 30 0
-57 -5 -36 0
17 -21 55 0
13 40 46 0
-16 54 61 0
58 66 23 0
55 71 7 0
75 -51 13 0
13 8 -33 0
8 -11 -5 0
-18 -66 1 0
52 37 8 0
49 37 30 0
