c Random 3-SAT instance
c alpha = 4.0, N = 75, L = 300, instance = 209
p cnf 75 300
70 44 17 0
75 -35 17 0
65 -75 13 0
43 35 44 0
-57 63 -23 0
38 3 -54 0
36 -63 43 0
-50 -73 40 0
34 30 64 0
25 -34 -72 0
-65 29 1 0
-66 16 48 0
-43 -9 -54 0
-24 -53 -34 0
14 65 -73 0
-9 -23 -59 0
56 65 -36 0
38 -12 4 0
-57 10 -69 0
13 -53 51 0
-62 -28 73 0
-18 -38 74 0
-8 26 -5 0
-42 13 -70 0
-54 -37 9 0
-52 -66 -61 0
-13 -25 26 0
-74 20 40 0
-27 74 55 0
-7 11 24 0
-29 -4 18 0
-10 -53 -48 0
71 -50 42 0
-66 65 9 0
75 47 -48 0
-19 65 -18 0
-12 -67 -55 0
-51 -65 -33 0
-40 3 -61 0
75 -42 -67 0
-42 -65 -10 0
31 -11 -61 0
21 -36 32 0
-27 -31 19 0
-9 42 -17 0
-40 66 47 0
63 59 -52 0
66 10 -65 0
-57 52 64 0
-15 37 18 0
-29 12 22 0
58 74 -46 0
-39 -29 -46 0
-62 -40 71 0
5 -10 46 0
36 21 46 0
-40 -54 -30 0
-25 5 -72 0
24 71 15 0
70 48 26 0
15 53 28 0
75 73 7 0
65 27 -51 0
8 -69 -2 0
-60 -67 -62 0
-22 -2 -15 0
61 -58 4 0
-50 71 -45 0
50 2 42 0
61 -7 -37 0
-12 38 4 0
-20 -40 -67 0
15 -17 72 0
54 -4 -5 0
-44 56 -61 0
51 -66 -8 0
71 67 -70 0
-7 73 -39 0
-24 -36 -15 0
58 -40 -34 0
-22 5 -30 0
-42 72 -69 0
15 -43 12 0
40 -29 -23 0
43 -66 6 0
2 13 17 0
-41 28 75 0
50 74 -64 0
8 20 29 0
-59 37 55 0
25 -24 -14 0
36 -8 -55 0
-30 -18 29 0
56 2 37 0
-59 -21 -29 0
11 34 -55 0
-75 -36 25 0
-5 -16 42 0
-68 69 36 0
3 -15 -42 0
67 -9 64 0
-14 -70 -28 0
-8 64 -65 0
-4 -67 17 0
14 25 -18 0
-36 47 26 0
-27 53 -62 0
-56 46 -70 0
29 -73 60 0
2 10 32 0
-22 30 -16 0
23 -66 -8 0
26 -10 -14 0
18 -21 36 0
-63 64 27 0
14 -24 -50 0
73 17 -10 0
28 13 43 0
47 -10 36 0
8 -29 -34 0
17 39 30 0
9 48 -57 0
59 -31 -36 0
-26 -46 -43 0
36 33 31 0
8 33 -44 0
58 -73 -13 0
23 36 -29 0
-25 18 -65 0
-3 50 59 0
18 2 -1 0
28 -2 74 0
19 48 58 0
-51 -48 71 0
29 -52 -23 0
-18 40 8 0
-6 19 -9 0
19 51 -11 0
-41 67 -52 0
-65 -74 20 0
-61 -7 29 0
49 -12 -47 0
-29 63 60 0
20 36 -11 0
-32 -48 -46 0
1 75 17 0
69 -59 45 0
21 -50 1 0
-54 28 50 0
65 47 -49 0
47 19 62 0
-65 16 -69 0
-6 12 2 0
-22 37 -32 0
-59 19 1 0
-64 -31 2 0
4 26 36 0
-24 -46 27 0
46 -37 -35 0
-44 -8 -42 0
-14 50 8 0
-72 -1 9 0
-37 -12 36 0
12 14 -41 0
50 -23 -44 0
-56 -6 -59 0
-18 25 44 0
60 57 66 0
-35 -49 75 0
-68 -19 41 0
12 65 21 0
-6 36 -66 0
75 35 24 0
16 58 -63 0
10 -70 -8 0
28 -51 -42 0
-10 27 -60 0
-20 69 31 0
-44 -45 -61 0
-33 -57 -45 0
-40 -62 -59 0
-56 -62 -41 0
73 -21 29 0
46 42 37 0
4 -63 2 0
3 51 57 0
-47 49 34 0
-14 52 -61 0
56 19 -59 0
18 -43 -49 0
50 -30 -20 0
59 -60 -30 0
28 64 67 0
14 3 43 0
33 -30 12 0
-23 4 43 0
-1 11 -62 0
15 -41 25 0
38 59 -61 0
-7 -49 -27 0
6 23 10 0
72 -34 65 0
43 -72 -25 0
-71 -3 60 0
44 -19 71 0
-23 64 69 0
-14 -73 35 0
-48 -21 53 0
5 -46 -3 0
57 66 19 0
45 39 11 0
57 36 6 0
-57 -2 17 0
7 65 -41 0
15 50 -68 0
40 -34 2 0
-22 55 -26 0
-2 -50 59 0
-24 -18 -33 0
-24 4 -66 0
61 -69 52 0
24 52 61 0
-19 -46 16 0
44 13 54 0
-19 -36 69 0
34 -38 62 0
-55 13 -11 0
51 -41 55 0
18 -60 52 0
-16 40 56 0
-41 -1 -61 0
-49 -19 -73 0
-38 -52 -53 0
-41 -8 56 0
-46 -30 8 0
18 74 -32 0
-61 46 -29 0
-16 -54 47 0
74 25 -17 0
-50 -37 10 0
-72 -58 -28 0
40 -61 -16 0
-1 72 57 0
75 -65 -52 0
11 14 -75 0
59 -6 36 0
-29 9 1 0
31 73 -49 0
37 45 -36 0
59 -5 -70 0
26 -72 -57 0
-66 57 -20 0
32 -64 -54 0
61 16 44 0
-13 9 66 0
34 -48 -18 0
-10 -40 -18 0
-42 48 -47 0
22 33 -72 0
-23 6 -42 0
56 -71 -29 0
-7 70 59 0
-13 -68 -39 0
42 47 -15 0
-2 67 -47 0
62 20 67 0
14 -49 58 0
-18 37 -34 0
-3 -37 -38 0
21 16 36 0
-38 2 -4 0
-57 -9 -28 0
-36 -63 28 0
-11 -6 -5 0
70 -20 -35 0
-35 -69 -70 0
72 -56 -60 0
-31 40 -28 0
-64 70 26 0
2 63 -51 0
-54 -37 -68 0
-27 -49 -63 0
30 -57 -2 0
21 30 -12 0
40 -42 -30 0
3 -58 66 0
65 -23 -71 0
12 63 -61 0
-66 -64 -10 0
44 70 21 0
49 -34 -64 0
-33 74 25 0
-70 -32 -8 0
54 -16 -32 0
23 -2 28 0
-66 -34 -30 0
-42 43 -36 0
