c Random 3-SAT instance
c alpha = 6.5, N = 75, L = 487, instance = 189
p cnf 75 487
-59 44 46 0
18 -29 -53 0
-24 -56 57 0
-70 -50 66 0
53 -34 -30 0
2 -46 -33 0
6 -64 -7 0
-11 -58 53 0
-56 71 1 0
2 -48 62 0
-16 52 63 0
-45 -6 66 0
-68 -43 -26 0
65 1 74 0
-3 -16 -23 0
9 22 20 0
-47 61 -48 0
36 -75 -47 0
65 43 -42 0
-20 -39 -10 0
-70 -69 3 0
18 13 19 0
-43 24 -51 0
72 44 40 0
36 -59 -38 0
27 -20 -43 0
-1 21 -62 0
54 -6 13 0
-45 -37 55 0
39 -49 14 0
-49 -41 3 0
65 -17 57 0
51 -21 -53 0
-25 -59 -29 0
58 -60 65 0
31 75 -45 0
29 -71 -8 0
-62 68 58 0
22 10 30 0
2 31 46 0
41 -72 67 0
-3 33 49 0
-38 -9 -28 0
-55 -13 19 0
66 10 -24 0
29 -20 -31 0
21 8 -47 0
20 35 58 0
17 44 4 0
36 68 -34 0
60 -29 -64 0
31 57 12 0
-66 73 -64 0
-6 -48 23 0
-25 -36 40 0
49 21 28 0
41 26 -65 0
-38 -8 -64 0
19 21 61 0
67 -21 -68 0
14 -23 11 0
-6 2 -59 0
-41 7 -74 0
50 6 64 0
11 -3 44 0
49 2 -26 0
-31 -7 56 0
-22 -41 -17 0
-9 -13 47 0
-40 13 25 0
41 28 -74 0
-69 -4 -25 0
14 43 26 0
-53 1 -26 0
25 -49 -32 0
51 -69 73 0
54 -14 45 0
-69 -62 -65 0
40 7 6 0
-55 -20 -1 0
-42 -31 -45 0
71 -41 -15 0
58 50 -1 0
61 36 23 0
61 4 50 0
16 -53 1 0
-58 -27 38 0
41 66 62 0
35 -27 51 0
-11 16 -8 0
36 64 -32 0
-56 -49 -18 0
40 -56 -5 0
32 -17 5 0
-18 -42 54 0
-30 70 -63 0
63 -73 -32 0
-20 13 8 0
14 -12 -27 0
-16 -5 -49 0
-57 -43 -63 0
33 45 -26 0
-35 61 16 0
-5 -71 54 0
-72 -66 4 0
29 17 -15 0
-12 39 -38 0
46 -37 26 0
23 64 27 0
67 -46 -7 0
53 48 -12 0
-65 -70 -22 0
52 69 44 0
-53 46 -24 0
-57 44 -20 0
61 29 22 0
67 -18 -24 0
-32 -59 -57 0
2 -8 47 0
45 24 -43 0
44 36 -8 0
-70 -15 61 0
-4 -7 -24 0
5 -11 -61 0
27 -59 -67 0
-61 71 -25 0
41 53 44 0
-57 -64 -74 0
-16 -74 36 0
53 46 -75 0
-62 57 6 0
37 13 49 0
-32 40 -61 0
15 -71 55 0
-6 73 -41 0
58 22 65 0
43 -20 64 0
68 61 14 0
-46 -4 -45 0
-52 55 51 0
36 42 -46 0
-70 22 52 0
-69 45 -57 0
68 -3 51 0
-38 -37 -69 0
-25 -38 -1 0
66 42 -50 0
16 -29 38 0
18 19 53 0
49 -67 8 0
20 52 6 0
-67 46 48 0
30 17 74 0
-65 22 19 0
38 21 -68 0
-55 17 -63 0
21 72 -52 0
-19 72 26 0
30 -64 62 0
7 -3 -25 0
7 9 -47 0
59 -72 14 0
-3 -49 9 0
28 -51 -58 0
-35 -49 -56 0
50 -73 -69 0
-2 51 -62 0
-20 73 60 0
-28 42 -67 0
29 58 -47 0
68 -18 69 0
-72 -8 -63 0
-44 27 3 0
4 -44 16 0
-48 51 -43 0
-7 74 -51 0
-43 -20 75 0
-41 -63 71 0
-30 -22 -68 0
-17 44 63 0
-12 70 72 0
-34 -58 -4 0
-18 32 64 0
44 -25 -54 0
5 45 -61 0
-9 -16 68 0
19 22 52 0
-18 33 -32 0
52 69 66 0
51 72 -9 0
22 3 50 0
73 75 -50 0
49 -52 16 0
24 -2 -66 0
-24 -40 -71 0
-30 -33 66 0
-61 34 20 0
-39 14 -7 0
-36 42 5 0
49 -38 65 0
75 -68 -43 0
11 36 64 0
3 69 57 0
26 43 -16 0
-8 -11 -19 0
72 -38 63 0
-16 -26 28 0
-1 56 -50 0
1 64 -73 0
63 -47 57 0
51 -67 27 0
46 -13 64 0
-56 -47 29 0
-15 -35 -75 0
-11 15 -16 0
65 -49 68 0
-28 -8 -74 0
-59 74 -20 0
42 2 5 0
46 -73 -31 0
-4 49 7 0
-43 68 -22 0
-40 -13 18 0
6 -74 -11 0
-36 49 -52 0
-63 -34 -4 0
66 -64 -73 0
75 -9 71 0
-34 -46 -69 0
30 5 55 0
24 -61 65 0
-47 38 70 0
-6 32 -27 0
51 1 40 0
-52 -70 -7 0
66 54 31 0
75 -8 40 0
64 3 4 0
33 55 -42 0
69 -73 -25 0
30 -29 48 0
20 -65 -1 0
-15 -58 -48 0
6 -62 41 0
-19 41 -6 0
45 -71 -49 0
7 51 -53 0
-38 25 10 0
44 27 59 0
45 67 49 0
7 39 51 0
59 48 31 0
58 15 -11 0
-14 -62 -9 0
-41 39 48 0
48 19 40 0
37 -56 21 0
7 -58 -8 0
47 2 25 0
-43 7 57 0
72 61 55 0
-36 -47 -10 0
48 2 57 0
-33 3 -5 0
-43 -16 -56 0
34 -32 45 0
34 -52 42 0
-29 38 54 0
55 1 37 0
44 31 40 0
59 42 -29 0
29 -28 31 0
44 -67 40 0
18 30 -37 0
28 -68 17 0
29 55 -23 0
56 -61 -6 0
-37 29 -49 0
21 -49 54 0
-61 -9 44 0
59 -27 58 0
49 59 -26 0
28 9 32 0
1 64 -74 0
-43 -37 18 0
68 23 -74 0
-11 36 39 0
-60 -5 -4 0
54 -2 -5 0
11 -74 -46 0
25 -60 23 0
-46 -51 -38 0
27 -64 13 0
37 -48 -63 0
-2 -52 -42 0
-10 58 34 0
43 -36 -42 0
18 -46 -26 0
-4 -26 2 0
2 23 -53 0
-42 -23 75 0
-63 16 -2 0
-43 59 48 0
-29 -35 -28 0
-5 9 19 0
-51 -22 30 0
-7 26 21 0
-23 24 42 0
74 42 35 0
42 34 -60 0
-45 65 74 0
25 -39 -59 0
-6 65 -51 0
43 38 41 0
14 69 72 0
-6 -34 -18 0
-53 17 -24 0
-7 -71 57 0
-39 -24 29 0
15 -53 18 0
-66 -2 7 0
-8 48 33 0
17 57 -63 0
44 -52 -64 0
-67 -3 23 0
-35 -44 -18 0
-74 -72 -50 0
-72 -14 10 0
13 -32 16 0
-46 -73 -33 0
-60 53 -31 0
38 -12 -40 0
42 67 52 0
-70 47 40 0
-57 33 56 0
-64 -22 34 0
-39 -10 -38 0
-65 23 -58 0
69 -50 13 0
-65 74 69 0
-24 58 28 0
-7 62 19 0
-35 -20 -4 0
56 -71 66 0
36 -51 -6 0
6 54 73 0
-23 -60 28 0
-60 -17 -44 0
12 6 65 0
-65 47 -51 0
-50 55 7 0
-2 71 -55 0
64 25 59 0
30 62 -44 0
14 -75 -33 0
43 -3 -62 0
-72 -22 14 0
38 -57 54 0
52 -63 36 0
5 71 -69 0
35 -5 20 0
11 -41 -59 0
-65 -52 60 0
-62 49 45 0
-72 -14 17 0
59 37 -10 0
41 -66 -46 0
71 53 58 0
24 -13 17 0
17 -48 30 0
-71 56 -7 0
9 41 43 0
-39 -55 -72 0
-63 -56 -35 0
43 -60 -8 0
-28 17 9 0
-65 -1 -17 0
-60 14 -31 0
-12 10 -38 0
6 -66 -15 0
-60 -17 -25 0
-19 -5 -60 0
16 -15 -47 0
-36 33 73 0
-11 -47 -62 0
-4 -18 30 0
-45 -12 3 0
-64 -25 -65 0
-57 -50 -44 0
-24 29 15 0
10 -30 -72 0
-34 65 39 0
-20 47 49 0
-44 -60 38 0
75 -38 63 0
-67 -25 19 0
-37 -75 70 0
62 -72 25 0
-4 -74 17 0
37 -23 4 0
12 -31 47 0
-16 64 52 0
48 43 28 0
30 5 -34 0
47 5 29 0
9 38 72 0
61 66 -46 0
-1 -14 -33 0
-24 19 8 0
-56 -59 -15 0
-2 69 -12 0
-68 -6 3 0
-38 3 -57 0
-10 62 48 0
-8 20 -16 0
20 -21 52 0
-17 -13 -49 0
-10 -15 -65 0
46 44 30 0
38 53 34 0
-46 26 72 0
39 43 -5 0
20 67 32 0
61 -58 66 0
-66 32 -53 0
-70 -60 -55 0
-72 44 -69 0
12 71 -53 0
55 14 52 0
-4 63 -61 0
-15 20 -61 0
60 -66 -40 0
-14 22 21 0
-52 -5 -11 0
51 12 11 0
50 -59 -12 0
21 9 -14 0
19 -37 -57 0
73 57 30 0
16 -53 -5 0
-20 -57 -63 0
19 26 69 0
-26 13 42 0
54 15 -72 0
31 -38 -48 0
63 66 10 0
-72 42 44 0
66 -51 -29 0
66 -46 58 0
-45 -24 -67 0
36 -52 -27 0
-27 64 -22 0
59 -26 16 0
49 2 -14 0
-33 -34 38 0
-40 21 63 0
-31 39 29 0
67 -36 -14 0
53 24 -25 0
-66 -54 73 0
-52 25 15 0
18 12 -74 0
73 -4 13 0
-67 21 -49 0
-67 15 -72 0
53 52 28 0
12 -64 -55 0
-57 -45 -31 0
-1 57 -69 0
-39 30 58 0
-68 -7 -23 0
-67 31 -26 0
-63 -55 -54 0
-52 62 -29 0
26 -34 -75 0
40 -26 59 0
35 -21 75 0
-7 -47 37 0
35 -61 -23 0
42 -32 18 0
51 -74 -7 0
-44 -56 -24 0
-5 24 -4 0
-73 74 66 0
-73 -13 33 0
-44 -36 -23 0
15 40 2 0
s UNSATISFIABLE
d decisions 78
