c Random 3-SAT instance
c alpha = 5.0, N = 75, L = 375, instance = 260
p cnf 75 375
-28 54 -31 0
-52 53 -62 0
56 11 7 0
51 -58 -17 0
-26 -73 53 0
34 -50 -26 0
-56 -69 -37 0
69 -4 17 0
15 75 64 0
-64 54 -15 0
-48 -24 63 0
-51 33 -5 0
26 66 21 0
-14 -52 -42 0
56 66 -72 0
48 65 53 0
67 23 20 0
10 -68 18 0
-18 34 -43 0
41 -27 51 0
-7 -68 52 0
-40 43 22 0
-30 75 -32 0
-72 55 8 0
23 21 -36 0
41 -17 -29 0
33 42 7 0
16 17 64 0
-70 -60 -67 0
41 -30 56 0
-14 30 26 0
21 -32 -53 0
64 -75 37 0
52 -63 -28 0
-39 -11 40 0
-21 73 -3 0
-38 40 -42 0
10 -65 8 0
34 -51 -72 0
53 -30 -14 0
2 6 4 0
54 -42 24 0
-6 -48 -32 0
51 -46 20 0
-41 -51 -32 0
-40 -44 9 0
61 60 59 0
-65 -26 -27 0
-34 -49 -72 0
29 -47 -13 0
22 56 29 0
56 -31 43 0
50 -32 25 0
-4 16 -66 0
-45 10 -20 0
-40 16 -71 0
-25 30 -19 0
-3 54 -23 0
73 -28 19 0
51 -63 -22 0
20 75 -52 0
67 -40 5 0
-61 -46 1 0
-54 -75 68 0
51 12 -38 0
-70 -59 71 0
-44 38 -32 0
-2 -60 -66 0
25 73 2 0
1 60 -2 0
-48 -34 -32 0
37 53 44 0
-13 49 8 0
67 -56 -7 0
-14 10 -67 0
-66 -56 -3 0
-65 13 55 0
52 -50 28 0
-35 -71 10 0
45 -74 41 0
3 1 -15 0
-36 -28 -51 0
-45 25 -55 0
57 55 -23 0
8 -23 -73 0
8 47 72 0
33 1 30 0
67 -21 -74 0
-53 70 -34 0
19 17 -42 0
-21 7 -56 0
22 25 -6 0
69 3 -62 0
49 -1 52 0
58 43 -49 0
50 -8 -32 0
58 20 3 0
-58 19 51 0
1 -15 -37 0
-57 10 -18 0
9 -18 -42 0
48 -13 -61 0
-27 72 48 0
-49 66 67 0
26 -60 73 0
6 8 -31 0
-36 2 -29 0
-33 -15 -20 0
-66 10 -16 0
-12 -75 -56 0
3 -28 4 0
73 -61 35 0
61 -42 -60 0
-62 56 69 0
-70 -44 -64 0
48 70 -54 0
15 57 47 0
16 71 35 0
15 33 -66 0
-61 59 63 0
-15 18 69 0
-36 64 67 0
-11 -73 49 0
19 74 -75 0
-71 10 66 0
25 -28 -61 0
-1 -48 -7 0
-53 64 60 0
-12 -8 49 0
65 -66 -6 0
52 -72 -30 0
-55 54 -65 0
-30 -48 5 0
38 23 47 0
40 -63 -18 0
-51 16 21 0
42 35 -21 0
-27 48 -66 0
-60 -53 40 0
-68 46 48 0
-38 -72 -63 0
12 -18 -62 0
-26 37 56 0
-12 42 50 0
-1 -19 -5 0
-24 -25 65 0
-50 -64 -28 0
41 10 71 0
57 55 -69 0
23 -19 46 0
-36 62 53 0
-65 25 74 0
-54 18 -60 0
6 25 -69 0
-1 -33 36 0
46 7 41 0
19 -63 75 0
37 68 -71 0
48 -21 -44 0
24 6 37 0
69 -8 -39 0
-64 -37 -7 0
-6 -41 12 0
7 19 67 0
-33 -59 29 0
-16 55 -49 0
-67 62 -71 0
34 65 -5 0
-37 5 16 0
66 -51 -63 0
44 43 38 0
41 -68 10 0
-33 -36 -48 0
-49 28 -3 0
42 20 -32 0
-64 -66 -17 0
-26 65 71 0
37 -66 -48 0
-47 -30 21 0
-73 26 34 0
34 74 71 0
42 41 61 0
-65 13 41 0
-44 31 27 0
11 -66 -53 0
-54 18 67 0
-26 -48 28 0
-63 -35 -66 0
-26 -33 62 0
-58 20 -3 0
35 45 27 0
-2 9 4 0
34 53 -32 0
-30 -58 43 0
-17 -32 45 0
61 65 -19 0
-45 43 15 0
-27 -33 2 0
-22 7 -73 0
-15 61 75 0
41 -60 70 0
-24 -4 6 0
-31 -9 51 0
54 18 19 0
-28 63 49 0
73 31 39 0
-35 -33 21 0
70 -10 -69 0
-64 -37 12 0
-62 23 -1 0
-7 -21 42 0
3 62 -34 0
-69 19 -67 0
65 23 3 0
-42 17 -39 0
-37 15 58 0
71 44 -24 0
8 -42 62 0
38 -28 55 0
65 17 -21 0
-4 -5 35 0
11 -60 -42 0
-9 -39 -10 0
-63 12 22 0
-34 -10 -4 0
18 33 36 0
-27 -40 57 0
-42 67 -74 0
27 -26 -53 0
-3 24 40 0
-17 65 19 0
-9 -1 4 0
60 18 26 0
-29 -30 -8 0
15 -41 72 0
8 -27 58 0
48 51 52 0
40 -35 -62 0
-45 74 53 0
68 -53 -46 0
-72 26 -71 0
34 12 -56 0
30 -61 28 0
-32 -44 55 0
24 -33 -25 0
-31 4 -5 0
-27 38 -67 0
-13 -66 11 0
-2 35 -8 0
69 -19 11 0
60 -57 33 0
-51 -39 69 0
4 -38 -69 0
34 -11 -15 0
-20 -51 48 0
63 -25 -39 0
-70 16 -45 0
-33 1 64 0
-30 67 59 0
-17 5 -43 0
-61 21 -14 0
26 62 -22 0
-22 51 -74 0
-25 -7 -47 0
-20 62 35 0
13 34 10 0
-9 -10 -47 0
10 52 -68 0
-42 4 39 0
64 -42 48 0
58 -26 23 0
21 69 28 0
15 -65 -24 0
5 -35 24 0
-50 -35 -40 0
-42 7 6 0
-9 57 44 0
-46 36 -49 0
17 42 63 0
-62 -18 5 0
25 32 72 0
22 74 -3 0
24 -28 37 0
-18 -12 -19 0
62 -48 -26 0
-10 29 -71 0
-17 16 -3 0
57 -10 -16 0
20 70 47 0
62 67 -9 0
-69 -16 18 0
-69 -57 -74 0
69 64 -54 0
8 -18 41 0
-46 -40 -22 0
-35 47 -43 0
39 35 72 0
19 -70 38 0
-65 -8 52 0
37 -26 15 0
37 -68 -4 0
-2 74 5 0
70 22 75 0
-22 -58 -11 0
-45 -33 -16 0
-59 -18 4 0
-27 61 25 0
-24 16 -17 0
-70 -54 -49 0
2 60 -22 0
8 -25 -28 0
-40 -5 33 0
27 -65 12 0
-62 46 -19 0
-56 46 7 0
-19 -39 -25 0
-26 16 -71 0
-46 6 37 0
-42 29 69 0
21 -9 -69 0
16 -51 35 0
-62 42 39 0
-12 45 25 0
12 45 46 0
-31 -24 35 0
-64 14 -4 0
-63 26 -62 0
65 30 24 0
28 -8 -57 0
-27 20 -19 0
73 -30 -74 0
46 10 -42 0
72 24 -59 0
-66 12 -46 0
-39 37 -23 0
72 -75 -13 0
16 -61 -38 0
27 53 -69 0
45 16 -33 0
-28 -7 40 0
40 -12 -54 0
27 -9 -66 0
21 7 -50 0
-8 -56 -38 0
-38 26 71 0
-42 52 64 0
-22 70 52 0
50 60 24 0
-71 -49 3 0
-64 34 -28 0
52 -69 5 0
-63 -36 -4 0
10 36 -14 0
62 65 74 0
-33 31 -16 0
-12 25 -5 0
28 41 -60 0
-56 46 14 0
-67 61 15 0
60 15 62 0
11 20 22 0
5 -2 -59 0
-31 -44 -17 0
56 50 60 0
-2 -40 -7 0
74 75 -5 0
-57 -55 -10 0
-50 -28 -35 0
43 50 70 0
-74 -75 14 0
62 -11 -30 0
15 14 7 0
-4 -12 61 0
-42 22 52 0
35 -27 11 0
s UNSATISFIABLE
d decisions 100
