c Random 3-SAT instance
c alpha = 9.0, N = 75, L = 675, instance = 251
p cnf 75 675
-16 10 -5 0
24 16 61 0
-14 -1 52 0
-28 -46 -6 0
23 -20 55 0
-34 -58 -1 0
45 65 14 0
-2 8 62 0
35 5 -38 0
-37 -74 -71 0
46 -71 31 0
23 -63 56 0
-72 4 -13 0
23 -72 64 0
-27 70 74 0
4 -62 25 0
-27 -62 -32 0
52 50 68 0
66 22 31 0
53 24 -4 0
59 -48 -53 0
-25 -9 -11 0
-71 30 19 0
6 -21 28 0
-49 -63 -75 0
-14 -26 -11 0
-9 -12 -63 0
-46 -3 61 0
-50 49 -75 0
67 -5 -58 0
-27 36 -7 0
-3 -48 -16 0
28 61 -12 0
65 -23 -9 0
54 27 -30 0
7 -64 56 0
41 52 -51 0
29 43 -67 0
73 -43 -31 0
6 -38 -47 0
72 -60 -58 0
-8 47 14 0
-17 -28 -15 0
-9 50 -73 0
69 -4 35 0
42 -52 17 0
-3 -74 21 0
12 69 -59 0
-36 -63 14 0
-48 27 67 0
3 -59 -64 0
-43 -71 -42 0
-62 -60 2 0
-24 4 -46 0
49 -36 -56 0
73 -47 56 0
-18 31 15 0
68 -16 58 0
-64 19 -5 0
-43 -9 -55 0
-25 -70 23 0
45 -6 -9 0
50 64 62 0
-66 4 -17 0
-68 71 51 0
-58 50 69 0
43 -4 -25 0
9 -73 -25 0
-4 53 48 0
-10 23 12 0
-69 54 24 0
36 -48 12 0
63 38 50 0
60 -17 32 0
-57 10 17 0
75 -63 65 0
74 60 -73 0
9 24 -66 0
40 47 -16 0
-1 -67 -6 0
35 56 -28 0
5 -13 -23 0
-45 63 19 0
14 1 -28 0
-2 15 48 0
-25 61 -70 0
-33 -71 -58 0
19 66 30 0
38 -12 -43 0
6 32 -54 0
2 -24 -46 0
-24 29 -57 0
28 53 70 0
-70 -50 39 0
-38 67 -48 0
-27 -39 -1 0
-30 31 65 0
9 -15 -19 0
7 39 -38 0
62 59 -54 0
65 51 -53 0
-55 -9 40 0
-18 -69 -50 0
27 -17 -59 0
22 13 19 0
25 -17 -40 0
-25 58 24 0
-1 45 24 0
18 -65 15 0
39 -13 52 0
49 3 -19 0
-56 -1 62 0
13 3 51 0
-12 -13 38 0
48 -54 60 0
23 -69 40 0
47 39 -21 0
-31 45 1 0
-40 27 -3 0
-41 -14 -16 0
72 -41 9 0
-13 -39 25 0
-14 -4 74 0
45 73 54 0
-62 11 -36 0
-25 20 52 0
-33 -29 5 0
54 62 43 0
63 -33 39 0
-7 -72 51 0
-50 69 66 0
-10 -22 56 0
-37 38 44 0
-17 -41 -12 0
-61 51 4 0
7 -5 -4 0
12 26 -52 0
-74 34 -67 0
-16 -69 -40 0
74 25 47 0
58 64 56 0
-56 7 16 0
2 3 42 0
48 -75 -20 0
-28 18 -71 0
33 -14 -47 0
-43 72 -68 0
53 -21 7 0
-18 -22 26 0
-15 -66 52 0
-24 72 -73 0
-5 -21 -53 0
5 -22 -14 0
-37 -70 -29 0
36 -38 -32 0
-2 69 -56 0
-74 -42 -10 0
-71 -2 -47 0
69 -68 -22 0
-66 -70 64 0
-44 67 26 0
-7 52 -38 0
56 -7 -26 0
21 -5 -52 0
52 46 -10 0
-68 -50 -15 0
40 -24 -37 0
45 14 -60 0
72 -70 -73 0
29 -69 51 0
-51 -65 55 0
15 -2 -29 0
60 75 29 0
-19 -22 -64 0
56 -75 61 0
-18 -23 11 0
21 69 -16 0
-28 -22 63 0
-17 -18 -26 0
35 17 -63 0
25 41 18 0
12 -11 17 0
-33 -35 70 0
23 -60 -53 0
-30 57 48 0
-31 26 -56 0
-68 -5 -45 0
-5 18 -53 0
11 -4 45 0
50 -36 28 0
32 -38 -28 0
-30 -63 74 0
-11 1 45 0
-53 10 35 0
54 68 -31 0
13 -25 -64 0
-13 -36 -4 0
11 -22 -10 0
-59 -60 23 0
26 16 51 0
46 29 5 0
-66 41 -50 0
-52 27 -73 0
31 -6 -58 0
-63 75 55 0
15 -23 42 0
-4 -11 35 0
9 -4 -33 0
29 -57 -47 0
53 -26 49 0
18 31 34 0
-17 15 6 0
40 -1 -62 0
62 32 65 0
-57 -23 48 0
-2 73 -7 0
25 4 -71 0
39 23 -22 0
12 8 70 0
31 -62 9 0
68 39 -25 0
38 -48 60 0
35 18 -6 0
6 -41 -8 0
-75 -71 -11 0
65 60 -59 0
74 -63 -70 0
72 -52 33 0
-10 69 44 0
37 -56 66 0
-24 15 66 0
10 -35 71 0
-56 6 71 0
-2 -10 -59 0
-17 59 2 0
58 20 -10 0
33 46 -26 0
-54 65 33 0
37 -44 -4 0
34 -44 -40 0
35 51 57 0
-59 16 49 0
5 32 53 0
1 -51 -7 0
-20 1 -46 0
-12 7 -23 0
-16 -10 1 0
22 73 46 0
58 -10 68 0
-40 -36 26 0
68 -60 -50 0
-27 -49 -59 0
-63 -19 -44 0
22 23 -46 0
20 75 -14 0
58 -26 59 0
-65 40 70 0
-65 25 -26 0
-1 37 54 0
73 -50 56 0
41 -51 -8 0
-65 60 69 0
-17 -71 -30 0
75 -18 72 0
-70 58 -59 0
12 22 -48 0
-26 -25 67 0
58 64 -42 0
4 43 -35 0
43 -33 2 0
-67 19 -37 0
36 -32 58 0
62 -14 -25 0
10 14 58 0
6 50 -62 0
-27 46 -44 0
48 -5 36 0
71 -66 -47 0
33 -53 -58 0
68 67 25 0
44 41 -72 0
-19 -8 26 0
2 -40 50 0
-67 20 -49 0
60 -52 4 0
-24 -5 -72 0
-51 26 -22 0
-28 -30 55 0
19 20 -2 0
33 43 32 0
27 41 -70 0
-74 -57 -36 0
-27 -4 1 0
-56 -42 -60 0
-15 -70 9 0
-6 -26 40 0
-12 -51 34 0
66 23 27 0
-38 25 74 0
23 3 -72 0
-8 -24 17 0
51 -67 20 0
54 -48 42 0
37 -53 68 0
