c Random 3-SAT instance
c alpha = 3.0, N = 75, L = 225, instance = 118
p cnf 75 225
-47 -28 -64 0
-63 -8 -62 0
-17 -72 -32 0
54 -13 -48 0
-5 21 40 0
28 -54 73 0
-58 39 44 0
11 8 -57 0
-13 75 52 0
-42 -31 70 0
10 59 25 0
54 4 18 0
19 57 24 0
2 -4 -8 0
-15 -7 69 0
-27 49 -39 0
69 34 12 0
67 -10 58 0
1 -7 48 0
9 -68 18 0
5 67 72 0
-35 -45 -7 0
-44 -52 -49 0
-23 45 -4 0
25 -73 36 0
-13 52 -18 0
-70 -6 25 0
56 -28 -9 0
-44 30 54 0
-12 -71 -74 0
44 -34 -59 0
-63 -40 72 0
60 -51 57 0
6 -60 -11 0
22 28 -33 0
37 55 -59 0
-60 45 -17 0
58 40 27 0
69 -43 22 0
27 -52 18 0
-1 -58 -71 0
-16 57 -59 0
-6 -16 -4 0
-2 34 49 0
20 60 -66 0
10 14 -38 0
75 -45 -41 0
13 55 -19 0
74 -10 -16 0
-30 -51 19 0
-3 34 45 0
29 -72 -35 0
-40 -24 -52 0
-48 -31 -54 0
26 -40 63 0
-36 -57 -30 0
-65 -61 -32 0
-23 75 63 0
39 56 54 0
-21 19 -10 0
-29 14 -64 0
44 -36 -52 0
60 49 69 0
18 -4 -48 0
-55 -35 66 0
22 71 49 0
-8 -62 17 0
42 -51 -33 0
41 -20 -56 0
34 5 -43 0
13 57 2 0
29 30 -21 0
68 8 -43 0
-73 9 -44 0
9 49 -41 0
-72 20 -19 0
-37 8 -11 0
14 -56 22 0
60 17 -3 0
-54 9 17 0
-57 72 6 0
-4 56 21 0
-67 5 73 0
10 31 -62 0
-28 -4 29 0
14 -36 37 0
12 53 -11 0
30 3 23 0
64 48 28 0
31 70 -47 0
-27 -25 26 0
-26 37 -57 0
-61 71 4 0
64 -47 9 0
25 42 28 0
50 -64 11 0
45 4 -60 0
31 -2 63 0
-15 66 -64 0
-10 -35 -21 0
19 -67 -24 0
-58 -10 74 0
7 54 -68 0
63 -41 15 0
16 -73 -65 0
-18 33 38 0
50 -7 39 0
62 -19 43 0
-60 -57 36 0
-56 -10 -21 0
43 -22 4 0
-53 -70 13 0
-70 -32 -11 0
-38 34 -49 0
-35 53 37 0
-32 -56 21 0
70 44 -19 0
-42 -22 37 0
-75 6 60 0
-68 -18 -73 0
-41 55 60 0
73 38 -45 0
-34 -21 -53 0
57 5 35 0
-33 34 23 0
-51 67 20 0
-59 2 49 0
18 -29 -48 0
-51 41 20 0
29 -37 -22 0
-54 29 -74 0
-61 -2 26 0
-17 73 29 0
-19 9 72 0
-29 -47 46 0
-3 -9 -71 0
-1 5 -35 0
-56 -31 -46 0
41 -31 -69 0
-21 43 -69 0
61 50 29 0
69 26 15 0
43 23 -39 0
-68 41 -48 0
-25 53 -55 0
41 70 12 0
-8 -35 -19 0
-34 -4 -13 0
-69 46 -30 0
-51 -33 -16 0
-11 33 46 0
-4 39 41 0
39 -70 -20 0
58 -54 -16 0
56 -47 71 0
-25 47 -10 0
-8 -54 -66 0
28 -24 -39 0
-68 62 -19 0
-33 -15 70 0
19 -43 18 0
-38 -7 62 0
-47 -15 62 0
-66 -33 42 0
14 40 -75 0
23 -36 3 0
9 36 53 0
28 -31 -43 0
65 11 -16 0
16 3 -61 0
-42 -48 -72 0
-47 39 -65 0
-34 -39 16 0
33 69 -50 0
62 -10 -52 0
-73 4 -27 0
31 -25 72 0
2 61 19 0
-20 -13 11 0
-33 40 -8 0
-34 -15 22 0
18 -14 30 0
14 47 -5 0
19 28 35 0
38 -54 -59 0
39 -53 65 0
-8 36 57 0
-56 5 50 0
8 -35 61 0
32 69 -72 0
49 -12 51 0
-64 -68 -39 0
-2 51 -1 0
48 9 67 0
33 -11 3 0
-27 -54 10 0
64 35 45 0
56 -3 -15 0
-47 -17 -61 0
40 53 52 0
-64 38 -48 0
-44 -28 -52 0
44 61 51 0
29 -13 -36 0
58 -64 55 0
-73 -16 71 0
16 60 -68 0
-43 34 64 0
-71 -74 -7 0
-17 13 22 0
-63 -36 64 0
-10 29 -74 0
53 64 -60 0
-14 -13 49 0
57 43 12 0
7 40 -42 0
5 -30 -43 0
6 73 -10 0
-33 -52 -40 0
9 -44 -47 0
30 -13 -5 0
-40 -46 -72 0
75 40 -27 0
33 -68 66 0
28 -65 -63 0
s SATISFIABLE
d decisions 35
