c Random 3-SAT instance
c alpha = 8.5, N = 75, L = 637, instance = 153
p cnf 75 637
-12 70 28 0
55 -14 48 0
69 66 39 0
63 2 49 0
35 51 -18 0
-55 9 -18 0
5 67 75 0
55 -67 -30 0
55 -26 34 0
20 -7 39 0
7 -10 46 0
-63 19 8 0
60 56 -23 0
-27 -55 63 0
59 20 47 0
-72 43 58 0
75 -61 68 0
-4 63 -72 0
42 30 2 0
-72 2 -20 0
16 30 -46 0
-30 18 -48 0
-45 14 -2 0
23 -27 -34 0
25 13 70 0
19 5 61 0
-26 75 -5 0
11 -57 -66 0
74 -46 -29 0
-65 5 -26 0
-62 48 70 0
-61 5 31 0
-12 3 -31 0
62 59 -73 0
-50 -52 -61 0
-58 -31 -51 0
35 -34 -27 0
-24 -59 40 0
44 13 -37 0
57 -22 -16 0
-67 5 -11 0
73 -67 -14 0
-40 23 -8 0
49 -73 -4 0
4 18 3 0
-24 -50 -53 0
49 4 46 0
-25 27 64 0
38 60 54 0
-19 -44 4 0
29 59 41 0
-40 65 36 0
-3 -50 -64 0
24 53 -45 0
72 14 71 0
17 -46 -16 0
61 -10 -29 0
-68 12 47 0
57 15 29 0
-42 55 71 0
2 -66 -38 0
60 -15 61 0
23 49 29 0
-69 -51 -1 0
12 -23 -21 0
-55 25 -32 0
21 28 -26 0
-38 -31 -67 0
-8 -40 23 0
74 -40 49 0
19 -20 -15 0
-61 -41 -69 0
-12 36 -52 0
67 61 8 0
20 -16 32 0
72 -5 29 0
-70 -8 3 0
-70 -49 15 0
24 -62 -50 0
-75 4 -32 0
56 16 27 0
-65 56 -35 0
46 -8 74 0
-9 -8 4 0
63 -32 10 0
-12 6 31 0
-40 75 -4 0
-71 62 8 0
42 58 -47 0
-54 31 -59 0
-19 -73 11 0
2 15 66 0
-19 64 -37 0
-39 53 -19 0
-19 66 8 0
4 -13 -14 0
24 -74 4 0
-46 -29 52 0
-57 44 -73 0
-17 70 -67 0
42 20 5 0
53 -50 25 0
-71 -52 42 0
-20 67 -65 0
9 57 -10 0
27 74 -11 0
11 -69 -4 0
71 -65 -61 0
26 -18 7 0
35 -19 63 0
69 72 45 0
73 -38 50 0
-15 -18 23 0
5 -33 41 0
-53 71 27 0
-4 -36 46 0
-18 59 -55 0
-31 -55 -41 0
34 -31 21 0
-40 51 -10 0
-16 -51 -72 0
-27 61 -60 0
-19 -43 4 0
30 22 48 0
7 -44 36 0
65 -37 44 0
33 25 -27 0
-66 -21 23 0
-66 28 -59 0
23 66 -69 0
-31 3 49 0
-14 3 44 0
38 -61 29 0
6 -3 -1 0
7 -20 37 0
21 -4 -73 0
-55 8 70 0
4 10 74 0
37 -34 13 0
73 45 -51 0
31 15 61 0
-63 -30 50 0
-15 -31 57 0
39 -45 18 0
-24 -2 68 0
-61 74 -12 0
50 -31 -71 0
66 -2 49 0
-23 -2 -72 0
40 -66 8 0
-27 -50 11 0
52 -53 -24 0
-33 28 -47 0
30 69 -41 0
56 -72 26 0
5 -11 68 0
53 -68 -4 0
-8 37 -57 0
-36 66 26 0
13 -68 -14 0
-33 3 56 0
16 -36 -60 0
-71 -24 61 0
56 -65 33 0
63 -35 -22 0
64 -24 1 0
-45 56 -40 0
-51 69 32 0
-1 -73 -7 0
67 10 30 0
-73 43 -44 0
27 -54 -69 0
-50 -32 61 0
-46 -64 18 0
22 34 -61 0
65 -55 67 0
30 27 67 0
-12 22 11 0
48 37 -40 0
26 59 60 0
-9 8 -35 0
-27 -3 -15 0
-59 35 -57 0
65 71 -11 0
-15 64 -4 0
2 -15 -35 0
60 -68 3 0
-12 46 -33 0
2 -47 -75 0
-54 -20 28 0
68 11 -46 0
63 -41 -54 0
-55 71 74 0
-67 68 57 0
-41 22 -7 0
34 -40 -7 0
-2 -9 63 0
21 -59 -33 0
-3 26 70 0
-11 40 8 0
11 -55 4 0
56 33 47 0
-31 -62 42 0
-73 -44 43 0
-6 57 50 0
-30 -39 68 0
58 50 19 0
-67 30 -4 0
27 53 -7 0
-13 -23 18 0
26 16 42 0
29 47 -67 0
68 -26 -21 0
-52 53 26 0
37 -61 -53 0
-8 -4 -47 0
28 -59 -73 0
75 36 -55 0
61 -19 30 0
-41 -1 45 0
60 -16 -65 0
-10 57 -69 0
37 -64 62 0
62 45 17 0
61 -37 46 0
-21 42 -58 0
-57 -74 35 0
-31 -8 18 0
12 24 3 0
-58 -11 -51 0
25 65 69 0
-65 23 44 0
-61 -64 -65 0
-24 69 20 0
13 74 -59 0
-5 -60 19 0
-31 -15 -61 0
57 -34 73 0
46 -11 54 0
-52 -56 -23 0
-3 35 38 0
-43 62 22 0
26 50 43 0
10 37 51 0
-40 -3 9 0
62 32 -5 0
-28 -3 -33 0
-26 -2 -48 0
-8 72 -13 0
33 -57 -24 0
56 -72 -64 0
-54 -14 -61 0
-4 -64 32 0
55 -75 32 0
53 -33 -18 0
-6 68 -67 0
