c Random 3-SAT instance
c alpha = 5.0, N = 75, L = 375, instance = 24
p cnf 75 375
-36 51 -62 0
19 -8 21 0
-17 -73 39 0
-45 4 -18 0
40 6 8 0
-59 68 -14 0
1 -28 -67 0
65 -28 -19 0
26 37 16 0
-9 34 -63 0
-24 -9 57 0
14 -20 13 0
23 -24 31 0
-49 -34 67 0
-40 -14 43 0
-46 -66 72 0
38 65 48 0
5 -48 -26 0
-55 -71 44 0
73 75 71 0
-32 -61 6 0
66 -32 -72 0
24 58 37 0
-46 -2 50 0
-48 -30 3 0
-1 -59 4 0
71 -35 22 0
74 -65 67 0
32 -48 -43 0
-37 56 71 0
72 -32 9 0
54 45 -35 0
-60 -13 4 0
6 13 68 0
15 3 71 0
45 -4 -62 0
-17 40 21 0
-35 37 6 0
13 30 7 0
-61 -66 -44 0
-15 -4 53 0
-7 51 33 0
-40 22 -53 0
14 70 60 0
-43 -38 -51 0
54 1 33 0
59 -56 20 0
59 37 -72 0
-14 34 66 0
28 37 66 0
49 -21 58 0
41 67 -72 0
-7 -29 37 0
-24 51 36 0
44 -13 -61 0
14 40 62 0
-64 29 -38 0
-69 46 -73 0
73 -30 58 0
38 35 24 0
74 -24 -50 0
-44 -55 -14 0
-17 57 37 0
9 -7 -18 0
7 61 -54 0
-70 28 60 0
57 -61 26 0
20 -75 28 0
70 -52 16 0
-26 33 -49 0
39 -61 -17 0
66 -75 -34 0
-61 -25 -24 0
-18 -42 -19 0
20 23 -48 0
37 -68 -44 0
-20 18 -70 0
45 25 11 0
-7 -15 33 0
50 19 6 0
-3 35 72 0
-23 68 -18 0
-66 10 -28 0
5 -9 -63 0
24 -27 39 0
27 53 39 0
-13 17 24 0
35 -68 16 0
-49 13 45 0
4 66 2 0
8 -62 52 0
7 -73 -66 0
-6 -18 -63 0
14 -32 23 0
57 23 27 0
4 75 -42 0
-59 -28 18 0
8 39 -41 0
-46 40 -50 0
-56 -62 -1 0
46 -31 70 0
45 -32 -68 0
25 46 -40 0
-53 -41 64 0
22 -38 -21 0
31 42 -37 0
-20 1 -63 0
-31 -61 67 0
75 65 2 0
-30 8 -45 0
-53 11 -59 0
-17 -6 45 0
9 -68 57 0
9 -33 62 0
-39 68 -69 0
-72 -35 -4 0
-1 -41 -44 0
-3 14 4 0
65 -60 14 0
-5 33 35 0
4 -44 36 0
-16 10 -55 0
-62 40 4 0
48 46 73 0
-42 24 -16 0
70 -41 -10 0
-24 45 71 0
-39 -36 -71 0
-21 -56 11 0
-43 19 -52 0
-20 -10 -51 0
21 -44 28 0
50 35 65 0
-49 32 -69 0
-36 -39 -17 0
-14 -63 -75 0
-59 -48 -29 0
66 -71 -10 0
-4 14 57 0
21 4 43 0
58 -7 18 0
75 -32 -70 0
3 -39 9 0
-69 39 70 0
40 -65 -43 0
58 -47 73 0
21 60 45 0
-20 -30 -53 0
30 -31 -14 0
52 30 21 0
11 -74 58 0
-5 -11 50 0
39 50 -54 0
37 4 -68 0
22 23 -59 0
-37 -17 67 0
-57 32 45 0
36 -21 -42 0
41 -29 73 0
-50 69 29 0
-25 15 30 0
45 -19 71 0
-71 34 -58 0
-21 34 9 0
-45 -63 75 0
-48 33 32 0
-70 -14 -31 0
45 -73 25 0
56 52 75 0
13 66 -8 0
-65 55 -26 0
64 -58 -24 0
-13 -22 68 0
55 54 -30 0
-62 68 -20 0
-17 -19 -21 0
-41 70 -12 0
33 21 -29 0
-21 -22 40 0
15 30 -74 0
-4 -53 29 0
-49 40 43 0
69 13 19 0
-24 52 -73 0
18 -20 49 0
33 16 51 0
-64 53 -55 0
69 65 -30 0
60 4 74 0
-75 31 -70 0
-38 -73 12 0
-29 -64 -32 0
-45 61 -75 0
-14 -75 9 0
-45 10 -34 0
-41 -5 -15 0
24 17 -11 0
58 -6 -53 0
-15 -2 -60 0
-23 21 44 0
-62 71 -55 0
31 -68 19 0
-15 26 -19 0
25 24 -14 0
62 -72 25 0
-70 51 -29 0
-39 61 -67 0
-10 30 4 0
38 31 -37 0
-19 61 -40 0
-73 -61 -48 0
-23 -4 -14 0
39 -44 53 0
72 -32 -67 0
6 -36 20 0
