c Random 3-SAT instance
c alpha = 8.5, N = 75, L = 637, instance = 78
p cnf 75 637
35 -66 -8 0
-23 53 15 0
56 52 -8 0
-16 5 -55 0
-71 -54 19 0
-35 -68 -1 0
44 -63 -10 0
-64 31 -28 0
51 4 -46 0
27 -17 74 0
-55 59 32 0
75 -41 45 0
20 -58 31 0
-73 -72 36 0
-49 66 -29 0
24 -49 -64 0
10 -43 -33 0
-51 -66 47 0
-74 -65 10 0
59 -57 13 0
43 62 -16 0
19 -34 -8 0
-13 5 -28 0
-15 71 60 0
46 -55 -70 0
-17 15 -30 0
34 -70 58 0
37 -13 -35 0
-70 61 -75 0
-9 44 47 0
1 -19 31 0
-24 32 61 0
6 49 -29 0
-28 5 -46 0
-16 -41 73 0
-59 -22 -40 0
11 57 59 0
-41 -33 74 0
53 71 16 0
-67 -38 -18 0
33 22 -36 0
22 -14 21 0
69 56 -27 0
41 69 -35 0
-31 39 1 0
-19 -3 -40 0
-31 -50 -47 0
-54 -1 -61 0
-38 11 -20 0
28 11 -16 0
-17 -37 39 0
-37 36 65 0
-59 -54 -24 0
-22 -63 -2 0
38 66 6 0
-58 45 -47 0
11 37 -34 0
-54 2 7 0
12 22 48 0
-17 -52 -41 0
-25 -2 -40 0
-34 -42 35 0
-49 -50 -58 0
69 48 1 0
11 59 -60 0
-73 -23 56 0
-13 -18 34 0
-36 2 -16 0
14 -68 -59 0
14 22 21 0
22 -28 -41 0
-48 71 29 0
22 -7 -12 0
-7 25 27 0
-73 48 37 0
-32 60 -39 0
29 -7 33 0
43 -26 -54 0
49 74 3 0
44 -25 38 0
48 -34 67 0
-7 -59 -37 0
-62 29 38 0
17 -33 53 0
-4 26 -28 0
25 46 67 0
28 2 -3 0
53 -56 -44 0
-67 -35 63 0
-41 -69 75 0
-56 -23 -68 0
37 -23 -58 0
-33 -52 -71 0
10 31 60 0
-52 7 59 0
-56 13 -6 0
4 -31 -75 0
27 58 15 0
63 -30 8 0
-68 -29 44 0
25 -44 50 0
52 -46 5 0
73 -14 -65 0
-67 -29 -74 0
-1 49 12 0
-21 46 -27 0
71 12 41 0
44 -12 6 0
-31 -20 -48 0
-2 64 6 0
-69 -47 -10 0
-7 -64 54 0
-58 -70 -1 0
14 -58 29 0
-54 -20 -50 0
-67 -65 -17 0
-20 -36 45 0
-65 -46 -22 0
8 51 4 0
-45 4 43 0
34 3 72 0
1 58 43 0
-27 -21 -66 0
75 -28 -70 0
24 -47 -25 0
-39 -31 64 0
-28 -7 46 0
-7 -65 13 0
15 -71 -53 0
-29 59 -57 0
-67 4 17 0
-16 -47 6 0
-62 43 -39 0
12 30 11 0
8 -35 45 0
-23 -29 54 0
-30 -37 45 0
24 -17 54 0
-9 21 22 0
-20 29 7 0
44 -7 -25 0
62 52 64 0
-35 -60 3 0
-34 74 -14 0
-12 39 -3 0
22 -10 -35 0
-69 38 -73 0
-71 -9 15 0
43 -26 -3 0
-8 -31 -35 0
4 -7 2 0
-8 -63 32 0
-5 -22 52 0
55 47 12 0
-33 -30 36 0
36 -24 61 0
62 24 32 0
59 19 28 0
-39 32 41 0
-43 -61 -45 0
33 -11 75 0
3 26 7 0
-74 44 -16 0
-35 2 -65 0
6 -51 -55 0
-38 39 6 0
-47 -5 -56 0
-75 -45 24 0
-18 44 27 0
62 33 3 0
-52 1 -58 0
16 -39 73 0
23 -59 19 0
5 23 37 0
-8 28 -34 0
33 6 44 0
67 46 75 0
34 -60 -13 0
-41 40 -36 0
25 49 24 0
-5 12 74 0
-8 68 50 0
-61 14 -36 0
15 46 28 0
19 -50 6 0
-71 50 -68 0
-24 -28 -58 0
-7 -30 -70 0
-23 -65 8 0
73 23 -58 0
11 -67 42 0
-66 38 -25 0
24 -63 -34 0
6 -73 -45 0
-2 -51 33 0
18 -50 -59 0
28 -23 10 0
50 54 28 0
-66 30 -59 0
57 65 75 0
-30 67 51 0
-59 33 -21 0
11 -50 -36 0
12 -50 15 0
75 39 51 0
72 -51 -2 0
-69 -53 -66 0
29 -12 38 0
-28 -50 -11 0
9 -30 31 0
-13 -5 -19 0
-58 -10 -61 0
58 75 -5 0
44 8 -11 0
-50 -6 15 0
-38 71 -49 0
15 35 -49 0
-16 -37 7 0
-6 -69 -38 0
51 -33 -43 0
-23 -11 -42 0
38 33 70 0
-66 -45 -54 0
-40 72 -26 0
-56 39 -16 0
-50 43 -37 0
