c Random 3-SAT instance
c alpha = 9.0, N = 75, L = 675, instance = 253
p cnf 75 675
-62 66 -52 0
-12 -37 64 0
-57 36 -58 0
44 8 16 0
12 -1 39 0
7 5 46 0
20 -53 -72 0
74 59 23 0
37 51 28 0
67 -70 -4 0
9 -56 50 0
12 -54 -19 0
52 -43 72 0
39 -67 31 0
10 52 -36 0
34 7 -8 0
42 48 -71 0
-75 21 28 0
63 33 -21 0
-33 -60 -18 0
72 33 14 0
-8 16 -60 0
-53 19 60 0
-44 -6 -47 0
59 -1 -52 0
-26 -34 -5 0
-55 68 -12 0
-68 -23 43 0
19 63 34 0
69 3 -20 0
-20 -46 9 0
-33 30 14 0
-74 -20 39 0
17 -52 59 0
-61 -28 -54 0
44 29 -21 0
25 46 2 0
-63 -10 -19 0
-45 -28 -19 0
-23 18 -16 0
-33 -20 38 0
-5 36 40 0
-54 -65 40 0
-69 -72 24 0
-67 71 25 0
8 -28 16 0
24 -1 -47 0
50 -59 -22 0
-27 30 2 0
58 -35 -72 0
-3 -38 13 0
-59 -57 20 0
5 -22 53 0
10 -16 -60 0
11 -8 35 0
62 25 45 0
61 -17 14 0
-41 -31 13 0
20 8 -47 0
-27 -47 -38 0
-55 -66 68 0
68 -33 -14 0
-31 64 28 0
46 -27 29 0
24 -27 35 0
-8 -39 -5 0
-55 -42 27 0
25 -53 -45 0
-70 -52 25 0
-14 -29 -53 0
-73 -42 -23 0
-41 -64 9 0
-57 24 1 0
38 31 -1 0
15 68 -28 0
66 -8 50 0
-27 41 -13 0
58 -11 47 0
-56 9 48 0
-69 36 -7 0
54 -47 -40 0
5 62 -55 0
-33 30 -32 0
62 40 -73 0
-9 -30 -50 0
-30 60 54 0
-69 65 -43 0
39 21 -12 0
-18 -26 68 0
9 45 48 0
62 31 22 0
27 -63 55 0
-17 -31 -11 0
-57 -69 26 0
10 -41 -33 0
69 -41 33 0
-36 -56 48 0
21 43 -24 0
58 2 -15 0
13 -44 30 0
51 29 31 0
-39 14 71 0
46 7 44 0
68 -66 -9 0
-3 -37 34 0
-4 33 -60 0
-66 26 69 0
-2 26 75 0
38 -33 42 0
-66 -44 -46 0
52 -26 63 0
-59 -45 38 0
34 -60 -44 0
-72 58 69 0
67 72 60 0
1 16 -22 0
36 4 -27 0
-38 -31 19 0
40 61 -24 0
-29 9 -17 0
58 71 -27 0
34 -39 60 0
-8 69 -74 0
-61 25 65 0
-54 1 -62 0
-68 -46 -26 0
-68 -64 11 0
32 16 23 0
-33 61 4 0
-59 71 46 0
61 -15 -64 0
10 15 -14 0
33 65 19 0
20 32 39 0
52 -11 70 0
44 68 32 0
51 33 22 0
14 -19 58 0
-14 -7 51 0
-3 51 7 0
-70 -37 -47 0
49 12 -14 0
-40 -51 -54 0
40 -67 33 0
19 28 6 0
-53 9 25 0
4 -44 55 0
32 22 43 0
-58 29 -47 0
-23 -43 35 0
-46 12 -25 0
-31 5 -53 0
-62 -8 -4 0
51 -65 -37 0
-62 -74 -39 0
-21 9 19 0
-12 -60 27 0
-19 70 -27 0
-63 -71 24 0
-55 49 -51 0
19 18 8 0
-57 -30 2 0
-39 -30 -6 0
-53 -67 -13 0
-67 75 33 0
60 25 8 0
18 72 -58 0
