c Random 3-SAT instance
c alpha = 9.0, N = 75, L = 675, instance = 61
p cnf 75 675
34 57 24 0
-68 -3 -66 0
-49 -47 -48 0
-71 -52 55 0
61 -14 -44 0
70 -28 42 0
-5 -61 -11 0
-14 -28 -54 0
-39 -33 55 0
-52 39 19 0
-69 -71 -25 0
-19 46 -37 0
-74 25 42 0
-26 35 59 0
-28 62 -44 0
-25 -71 -63 0
66 -75 -15 0
13 -32 3 0
41 15 66 0
-20 12 -72 0
10 1 54 0
14 -58 -29 0
12 -59 51 0
-17 -69 59 0
15 -2 -20 0
-12 6 -44 0
-25 48 -31 0
-47 63 73 0
-3 -42 -61 0
69 -55 -61 0
21 -36 -37 0
-27 58 -5 0
37 3 -45 0
-61 -44 -16 0
13 -57 15 0
-38 27 44 0
-36 -9 -2 0
-4 -38 53 0
-57 51 29 0
-28 -63 23 0
3 43 -28 0
75 25 -72 0
-6 -73 -75 0
-9 51 14 0
14 56 63 0
-34 -48 -75 0
-71 -43 -51 0
20 -56 5 0
25 4 61 0
-61 -2 50 0
74 -49 25 0
-20 -33 67 0
-6 18 35 0
43 -68 40 0
58 -63 -7 0
-62 12 1 0
19 -12 33 0
-61 32 19 0
-59 -7 75 0
-33 -50 67 0
-11 69 16 0
-47 -37 17 0
54 12 49 0
7 75 -27 0
51 54 21 0
-39 -55 70 0
-41 -9 -68 0
15 41 -14 0
-43 59 63 0
-22 54 -31 0
51 -75 73 0
40 -67 -31 0
42 -8 -71 0
40 -25 -58 0
3 19 -13 0
-64 -46 -41 0
13 -7 48 0
-27 -15 23 0
-50 37 -67 0
43 8 72 0
42 -66 31 0
-26 -17 61 0
-74 58 51 0
-26 63 -56 0
-65 54 44 0
-31 57 -28 0
21 55 -43 0
68 47 65 0
-47 26 56 0
5 -58 51 0
-6 -3 17 0
-39 23 -56 0
60 27 -30 0
34 30 -67 0
9 5 59 0
-36 -71 -6 0
69 56 13 0
73 -56 35 0
23 46 35 0
62 -73 -28 0
-66 -72 -9 0
-74 21 -22 0
75 -5 -47 0
-49 43 44 0
-9 -37 -49 0
-48 53 6 0
-57 -35 33 0
55 -32 54 0
59 -4 52 0
55 21 48 0
52 -42 43 0
-43 11 -15 0
-56 8 54 0
69 -3 -53 0
70 -65 3 0
-17 -35 -61 0
-14 48 -18 0
34 69 67 0
-47 61 10 0
63 41 12 0
-32 23 22 0
-36 -4 2 0
-68 10 -27 0
52 68 -72 0
-68 60 -35 0
-23 -14 27 0
74 58 12 0
71 -30 -63 0
36 -39 8 0
41 -4 -31 0
52 -66 -63 0
54 -20 -2 0
-69 39 -71 0
-74 34 56 0
40 -60 11 0
-12 19 -23 0
-14 45 70 0
-63 -75 31 0
-74 4 -28 0
40 27 72 0
-25 -16 -66 0
36 -56 -47 0
-72 -28 -52 0
61 70 -58 0
64 19 62 0
-33 11 15 0
62 -27 -9 0
-62 -45 -55 0
-46 54 -11 0
-1 -6 -59 0
-57 58 -30 0
44 63 -72 0
-64 -19 -3 0
-54 -66 72 0
30 -23 40 0
-69 -42 -36 0
42 -7 54 0
-42 -30 -32 0
1 -45 39 0
-7 -56 59 0
29 4 48 0
59 -42 5 0
32 -50 -64 0
7 66 -68 0
-3 -17 -37 0
-9 47 -38 0
-25 22 35 0
32 16 -50 0
-28 18 -57 0
-24 44 41 0
26 -66 1 0
-74 -58 16 0
-48 38 -63 0
12 63 -38 0
-37 -12 59 0
47 -48 -36 0
-61 13 26 0
-53 -62 -15 0
-31 -55 62 0
33 9 48 0
25 -24 38 0
-72 -24 74 0
-29 -63 62 0
42 63 -9 0
57 -17 -6 0
-52 34 -45 0
-23 59 -68 0
-44 -47 20 0
43 69 -13 0
24 -49 -44 0
-62 9 -68 0
26 61 -51 0
10 68 40 0
64 40 18 0
61 7 -35 0
-35 -14 -70 0
-31 -25 74 0
52 -38 -7 0
-44 -53 40 0
75 -43 44 0
-71 74 48 0
-25 -66 9 0
-46 -45 -52 0
63 35 -51 0
20 -15 17 0
34 62 47 0
-53 -8 15 0
-24 17 55 0
-60 -59 55 0
-1 -68 63 0
-65 -62 -14 0
-53 -4 -21 0
72 51 28 0
-28 -11 -5 0
22 -7 -45 0
-46 -45 -74 0
-73 55 -70 0
41 -58 52 0
12 47 27 0
24 -50 -22 0
-62 75 -21 0
-12 -50 37 0
65 -35 -25 0
5 38 60 0
-19 -71 -44 0
8 47 -72 0
-15 -26 -51 0
-2 64 -40 0
-22 33 44 0
-60 9 53 0
58 55 -20 0
-31 -7 -73 0
-54 60 -46 0
-59 71 56 0
-26 -37 56 0
50 47 -35 0
-12 1 -66 0
-74 -22 4 0
-21 -26 -37 0
-26 -75 -25 0
10 8 33 0
25 -69 -62 0
-68 -58 -67 0
-30 -74 -46 0
-11 -5 31 0
59 33 14 0
-13 -53 22 0
50 56 21 0
27 64 -34 0
-10 70 -7 0
30 -31 45 0
45 23 -16 0
58 -51 -70 0
13 23 -66 0
52 42 54 0
49 9 -18 0
59 -1 -18 0
-8 75 17 0
42 31 -16 0
9 32 -4 0
27 -62 -24 0
-23 -50 35 0
-16 -44 36 0
29 2 5 0
58 -29 1 0
25 -9 3 0
-10 43 -73 0
8 28 -18 0
-47 17 19 0
69 -3 -10 0
-50 24 53 0
-40 35 -3 0
11 46 48 0
72 -43 -62 0
-63 24 44 0
-50 -65 -32 0
-9 4 -74 0
1 -40 -30 0
7 60 2 0
-48 11 40 0
-19 63 23 0
30 56 65 0
50 -39 -58 0
-54 -52 -75 0
55 -31 -15 0
-45 -66 43 0
-19 28 -16 0
23 -69 -34 0
48 -21 -64 0
-39 -2 -43 0
24 -26 -48 0
-18 27 -70 0
-15 67 32 0
74 72 -1 0
-5 36 -2 0
5 -61 -3 0
67 69 -12 0
46 -51 59 0
4 -11 -74 0
56 -49 54 0
69 8 -7 0
-39 -67 47 0
-31 -25 -71 0
-14 -64 66 0
-44 -3 52 0
-62 75 -65 0
-40 -43 1 0
-9 -27 15 0
66 -65 -45 0
60 26 -38 0
-50 -70 -53 0
32 36 -8 0
-14 -64 -38 0
-2 16 -43 0
36 67 57 0
-16 52 19 0
-48 -59 30 0
28 -57 -51 0
-59 20 -8 0
23 -15 64 0
-37 -26 -2 0
6 -71 54 0
-3 14 60 0
-12 -30 22 0
-74 72 -69 0
32 -46 22 0
-55 -54 -61 0
74 14 42 0
18 66 23 0
-35 51 60 0
43 -67 29 0
-14 -71 -36 0
-27 -17 51 0
-33 -61 8 0
21 61 53 0
50 -29 17 0
