c Random 3-SAT instance
c alpha = 2.5, N = 75, L = 187, instance = 205
p cnf 75 187
-60 -59 -41 0
57 14 -12 0
56 -29 -30 0
48 -22 49 0
-14 57 21 0
-59 -43 68 0
61 -73 -3 0
-73 -9 15 0
24 49 13 0
57 52 54 0
65 2 -15 0
12 -3 -21 0
-28 48 -57 0
-73 11 44 0
58 65 70 0
50 33 9 0
65 23 1 0
-59 -12 67 0
-7 -1 -28 0
-54 63 -44 0
18 9 61 0
26 -47 -32 0
65 66 -12 0
54 -35 -29 0
-19 46 10 0
67 -70 69 0
52 46 -32 0
19 59 7 0
-54 55 -13 0
62 -22 -33 0
32 -56 72 0
-32 -23 -70 0
59 -24 -38 0
-12 -32 71 0
6 30 42 0
-18 46 67 0
21 -46 73 0
-13 -44 -29 0
27 -60 66 0
-12 31 65 0
30 -55 56 0
53 -27 26 0
-7 -69 73 0
33 -41 43 0
-13 36 7 0
1 64 30 0
5 41 1 0
-14 -64 42 0
10 -35 -36 0
-29 -24 18 0
74 27 30 0
-44 16 63 0
-17 -10 -62 0
19 3 26 0
-11 -28 -23 0
-32 -12 57 0
41 -33 -10 0
48 -18 -55 0
34 28 -37 0
-20 39 55 0
3 -74 35 0
-19 5 2 0
52 57 28 0
65 22 23 0
29 -52 20 0
-44 41 -63 0
68 55 66 0
-7 -23 -19 0
21 53 -14 0
28 -38 11 0
38 75 -50 0
4 66 72 0
72 -12 -37 0
-30 -29 -63 0
59 65 68 0
-23 21 -49 0
-71 -45 26 0
-28 13 -29 0
65 -54 46 0
-38 -67 7 0
-38 -44 25 0
-44 42 -21 0
66 4 -11 0
-56 -24 -6 0
-44 -54 -36 0
19 63 -54 0
2 -23 -22 0
27 -17 61 0
-42 51 -62 0
-47 -26 -17 0
-46 7 -50 0
-1 -69 12 0
7 55 45 0
-47 17 -1 0
27 56 48 0
-67 -6 -51 0
62 61 -55 0
65 -4 -47 0
46 -48 22 0
31 75 -62 0
-58 -66 50 0
-41 18 24 0
15 -24 -35 0
50 1 -11 0
-32 1 -57 0
27 -3 10 0
-22 -15 35 0
-38 -13 9 0
-22 -50 -73 0
61 65 67 0
-67 -27 -60 0
-25 -43 23 0
35 -16 9 0
55 72 -23 0
32 17 35 0
-75 4 29 0
19 -70 2 0
72 64 63 0
-26 56 -9 0
64 -16 -37 0
74 -69 -2 0
14 32 13 0
-38 -14 -36 0
-51 -19 -67 0
62 -40 -69 0
-21 -67 -71 0
30 -7 -75 0
-66 73 52 0
18 69 -54 0
51 57 26 0
-51 20 -31 0
64 -29 35 0
18 -62 -22 0
2 -27 -74 0
-3 66 -46 0
-32 72 -18 0
44 55 -22 0
-21 25 41 0
-3 -17 -37 0
56 -60 3 0
-30 -35 26 0
20 15 64 0
-74 44 36 0
47 -52 -32 0
39 19 -69 0
-28 -71 -20 0
12 -39 59 0
-30 58 45 0
-36 44 -58 0
42 -17 20 0
24 -57 -72 0
21 35 51 0
-37 31 61 0
8 75 15 0
73 2 -28 0
20 68 27 0
-34 50 27 0
47 -73 -72 0
-2 1 -30 0
-52 -9 44 0
50 17 -64 0
-67 3 75 0
-68 -60 26 0
-70 59 38 0
35 53 -60 0
41 -32 -56 0
-67 22 -1 0
51 -15 48 0
-6 39 8 0
-48 -22 -59 0
-4 10 -33 0
50 -38 -73 0
-43 -72 5 0
11 60 -14 0
-41 -75 -54 0
4 -69 -67 0
-49 72 50 0
14 38 46 0
-31 5 -69 0
11 35 -47 0
56 69 -14 0
28 -38 -8 0
-33 -29 -23 0
43 -70 57 0
40 -61 -34 0
-73 -68 -47 0
-67 57 -31 0
s SATISFIABLE
d decisions 36
