c Random 3-SAT instance
c alpha = 7.0, N = 75, L = 525, instance = 173
p cnf 75 525
-15 -7 -25 0
66 -70 16 0
-23 -37 -46 0
-37 -39 -57 0
23 -30 -56 0
51 -29 -62 0
56 58 55 0
2 31 59 0
18 -38 40 0
-72 -62 48 0
14 -74 46 0
-10 -55 40 0
75 -54 5 0
64 -71 -20 0
64 39 40 0
6 -37 -61 0
-45 -11 65 0
13 -23 -21 0
-8 16 44 0
-12 9 41 0
68 -1 -24 0
-60 30 27 0
46 -42 -22 0
-52 -30 27 0
75 -31 -16 0
-60 -4 -11 0
34 17 72 0
70 -25 75 0
-71 61 27 0
-39 26 33 0
-49 -70 -39 0
50 66 -49 0
40 37 -71 0
69 -52 25 0
68 -43 -62 0
-74 -1 -17 0
52 -44 -39 0
58 7 -62 0
3 61 -6 0
20 -12 -51 0
62 -19 60 0
2 -68 -57 0
16 5 -21 0
-52 -55 19 0
-53 -28 66 0
-24 60 -52 0
69 24 44 0
17 30 58 0
11 -10 -62 0
55 -20 -24 0
21 9 -22 0
29 -24 -25 0
-62 15 12 0
29 30 -35 0
-37 10 2 0
66 40 -68 0
-31 -44 43 0
20 -6 -9 0
-71 -9 -4 0
-35 54 -52 0
-48 47 -45 0
-70 -12 -18 0
66 58 72 0
38 12 -61 0
-35 5 37 0
-72 9 33 0
-62 44 -53 0
-47 1 4 0
-8 -71 -6 0
-58 -60 14 0
-60 16 12 0
48 62 -51 0
-44 -28 -5 0
70 58 43 0
26 -43 -4 0
63 -42 47 0
43 -60 -5 0
-38 -14 31 0
-46 -63 57 0
56 -41 -71 0
-48 10 -64 0
-52 -66 55 0
-65 -38 14 0
63 -45 12 0
-27 21 67 0
22 33 70 0
-37 -39 -11 0
-25 8 -71 0
-59 29 7 0
20 27 -59 0
-69 10 33 0
43 -70 21 0
-54 24 -15 0
-46 -53 -18 0
40 -57 -30 0
-62 1 -60 0
-32 -19 30 0
1 -3 12 0
-13 -29 41 0
7 -22 -2 0
-33 -27 -35 0
30 27 40 0
-10 63 62 0
-62 -35 -30 0
74 -17 -53 0
73 23 -44 0
46 30 -14 0
13 -52 -31 0
-69 -67 -36 0
19 30 62 0
-15 -24 57 0
-72 -66 -58 0
-71 17 -2 0
7 68 33 0
-52 75 71 0
-1 21 7 0
-30 48 -18 0
37 -27 -23 0
-49 -26 58 0
-62 35 -48 0
45 50 29 0
-22 -46 30 0
-39 -46 62 0
-72 -58 -51 0
-53 37 40 0
-7 -63 55 0
62 -32 33 0
-37 50 54 0
57 -18 35 0
10 -19 -21 0
-51 19 54 0
1 -21 32 0
-25 -2 -1 0
72 -56 -31 0
18 10 35 0
42 45 62 0
-15 -40 -70 0
34 -67 -25 0
50 -37 -65 0
71 49 17 0
62 5 21 0
28 -36 17 0
10 -7 -45 0
19 -72 -29 0
13 -14 -66 0
-20 -13 -33 0
61 38 -59 0
-46 -64 56 0
65 27 -16 0
-31 -5 38 0
-64 56 22 0
34 16 -45 0
44 12 2 0
20 -67 30 0
-25 3 46 0
20 6 -36 0
-45 -57 -74 0
-68 74 17 0
-73 75 29 0
72 7 -62 0
-62 22 15 0
-35 -18 -11 0
28 37 -55 0
16 -33 68 0
-5 -49 -37 0
-64 -45 41 0
-47 3 22 0
-34 -19 38 0
-70 -3 10 0
-12 -59 24 0
-4 73 -10 0
39 25 60 0
43 55 4 0
-34 -5 15 0
-72 -15 10 0
30 -61 -15 0
3 -40 -74 0
-47 -12 27 0
15 44 -45 0
-55 -66 -17 0
-65 -6 -75 0
-10 11 47 0
10 30 53 0
42 14 47 0
40 63 -47 0
52 -68 42 0
-22 50 -19 0
-42 -34 18 0
26 -17 2 0
-12 35 -48 0
-9 14 16 0
-68 -61 -18 0
48 -51 13 0
-30 12 14 0
38 28 62 0
-64 -48 -11 0
-12 67 -45 0
33 -26 -9 0
49 -10 69 0
-68 -7 -23 0
-45 31 57 0
-32 -56 -53 0
54 -33 -7 0
-33 -54 35 0
47 9 3 0
32 -75 73 0
68 36 52 0
62 -6 -33 0
1 -32 -19 0
-67 33 15 0
-29 -37 24 0
-40 -34 45 0
-66 45 3 0
-66 24 -53 0
54 -27 65 0
60 10 -39 0
-12 -71 -42 0
-66 -27 13 0
-67 74 -51 0
30 -10 -34 0
22 74 -15 0
-21 75 30 0
68 -74 -38 0
-38 41 1 0
-41 7 -13 0
-66 -56 19 0
63 73 -8 0
-26 50 -52 0
-11 12 -63 0
36 42 58 0
2 -38 35 0
16 -52 29 0
39 -27 63 0
-55 31 -34 0
38 48 -6 0
-61 -54 -48 0
71 -55 -41 0
43 7 67 0
18 -2 -62 0
-46 -71 53 0
1 18 -7 0
-75 -56 -48 0
-12 73 -61 0
44 -48 1 0
-1 -32 -64 0
-75 24 1 0
53 41 -54 0
40 2 7 0
-13 12 -69 0
37 22 25 0
-46 54 -37 0
-4 74 -31 0
56 -39 70 0
33 -55 26 0
-64 -47 -53 0
-22 -38 75 0
75 16 61 0
-16 -3 12 0
-64 65 -36 0
57 66 -40 0
75 -10 -72 0
-9 -70 11 0
4 -30 -12 0
18 31 8 0
24 -63 -61 0
-62 -71 59 0
-39 22 20 0
-70 -29 9 0
27 -15 42 0
-6 -62 -11 0
17 -6 22 0
16 -31 -71 0
73 68 -24 0
18 -8 39 0
-55 -73 29 0
-47 74 -56 0
52 -66 -53 0
12 -60 -24 0
2 30 -36 0
63 36 -26 0
-9 -56 60 0
-16 12 49 0
2 39 -73 0
-54 -53 -49 0
-57 1 -14 0
-46 -68 44 0
-23 -35 12 0
-50 41 -15 0
-31 -18 -52 0
-1 -8 -58 0
-12 70 62 0
39 -38 20 0
75 61 33 0
-11 -38 65 0
5 -9 -44 0
29 -56 -47 0
35 -25 69 0
5 23 -74 0
-9 32 -60 0
-34 -25 70 0
-70 -43 -53 0
-41 -37 -58 0
-22 69 17 0
72 71 -37 0
-51 -23 -41 0
-25 -4 13 0
46 68 22 0
63 -14 70 0
30 23 -21 0
38 -39 -8 0
-57 -6 -3 0
32 2 51 0
-8 -21 -52 0
-4 -39 67 0
67 -68 -4 0
64 -37 35 0
-40 19 -63 0
72 -56 -64 0
60 -69 2 0
-36 -35 51 0
-66 -18 -58 0
3 -26 52 0
-73 -50 -74 0
55 -64 71 0
19 33 -60 0
-15 75 -48 0
51 -44 41 0
33 -32 55 0
50 65 -68 0
36 -12 -23 0
40 6 -22 0
-30 -21 40 0
61 1 -68 0
63 23 46 0
-58 33 35 0
-1 -49 70 0
-18 -60 -62 0
66 51 -65 0
43 34 -49 0
-17 47 67 0
-61 -23 -70 0
-65 -50 67 0
-13 46 -43 0
22 -54 -74 0
-58 -52 -34 0
-45 5 38 0
25 -40 -53 0
41 -67 -42 0
1 2 -49 0
64 -21 55 0
59 -58 -40 0
-64 -32 69 0
-27 33 -45 0
14 -43 30 0
-33 12 57 0
72 15 -9 0
-40 -71 3 0
-30 -66 55 0
69 -27 61 0
50 -26 30 0
26 -63 -8 0
-18 14 -25 0
31 63 -10 0
71 69 -58 0
-40 60 -28 0
34 26 -40 0
-20 35 69 0
53 -37 22 0
29 -75 7 0
69 -16 58 0
31 46 -22 0
-58 -37 16 0
39 34 54 0
66 -25 64 0
33 -58 36 0
-45 -27 31 0
-68 38 11 0
21 -58 20 0
63 -42 58 0
-2 66 -8 0
-47 -56 -6 0
20 -18 -1 0
-32 -73 -20 0
-64 60 12 0
51 30 29 0
-3 -72 16 0
68 75 -70 0
36 -61 -7 0
17 -63 -71 0
64 69 55 0
73 -9 44 0
48 43 25 0
-52 -74 49 0
-24 -53 -21 0
20 59 41 0
2 51 -10 0
-9 -64 -47 0
-18 -17 -50 0
45 -39 20 0
61 -40 -23 0
-17 55 34 0
-47 64 28 0
-68 -24 40 0
-20 -54 60 0
-57 -12 -16 0
-61 40 -9 0
-37 7 22 0
-8 57 -58 0
-16 -43 62 0
36 -22 42 0
-14 -7 10 0
16 17 51 0
58 -10 49 0
-65 -30 52 0
39 -43 -66 0
19 -14 -70 0
-19 -30 -53 0
-11 43 -21 0
46 58 -7 0
64 -44 68 0
66 -30 6 0
-71 70 5 0
66 16 2 0
-54 -21 73 0
-53 -74 -24 0
38 56 66 0
72 -73 -29 0
71 17 -63 0
36 -51 43 0
58 26 -44 0
51 12 43 0
12 -18 -15 0
-8 -27 -28 0
-59 65 -48 0
62 15 -52 0
-57 5 -53 0
3 -41 -32 0
28 -67 23 0
19 70 20 0
63 -67 34 0
-48 -2 26 0
52 14 -10 0
73 -49 62 0
41 57 -5 0
21 38 14 0
-47 -70 -68 0
45 55 -14 0
-36 -60 -14 0
-15 -5 61 0
-20 -9 -14 0
-28 -25 -57 0
14 2 40 0
18 41 27 0
-3 -11 -74 0
-30 -2 -10 0
-27 -26 -43 0
-6 39 68 0
-40 19 5 0
-36 45 -4 0
73 -2 17 0
-42 37 -60 0
45 35 28 0
62 -56 -26 0
39 35 -54 0
-35 25 60 0
19 7 -5 0
10 -31 50 0
-20 -10 -37 0
8 -24 62 0
13 -73 10 0
-15 47 35 0
8 -56 9 0
9 -50 -12 0
-17 9 49 0
-47 -24 -60 0
70 -20 -21 0
-50 31 -10 0
-11 -25 73 0
68 24 45 0
45 -14 -70 0
-35 -75 -10 0
67 47 55 0
30 -53 -10 0
-65 -45 19 0
-36 -68 74 0
-43 -70 -53 0
29 45 60 0
-22 33 -26 0
43 -69 -42 0
-59 -9 6 0
-67 47 4 0
56 -49 -69 0
-10 4 -36 0
32 42 22 0
-51 -67 -63 0
-63 38 5 0
-33 -28 39 0
60 19 41 0
34 46 -16 0
-63 -34 -35 0
11 10 -48 0
-74 -66 44 0
-17 58 66 0
40 -73 -51 0
-2 -27 -19 0
10 12 -70 0
9 -10 -69 0
-29 12 -16 0
17 -73 22 0
35 -45 -73 0
-27 25 -50 0
43 -26 8 0
-7 49 -33 0
52 25 -10 0
-25 74 22 0
-70 -18 -20 0
69 -75 -74 0
-62 -26 -69 0
16 53 5 0
-41 26 44 0
-65 -53 -20 0
15 -46 -32 0
1 -41 -45 0
34 69 -10 0
-35 -71 -24 0
s UNSATISFIABLE
d decisions 92
