c Random 3-SAT instance
c alpha = 7.5, N = 75, L = 562, instance = 133
p cnf 75 562
13 68 35 0
-62 72 -28 0
-12 45 13 0
-6 27 -17 0
-20 5 2 0
-16 -35 -31 0
8 9 38 0
-10 46 24 0
-66 -60 -39 0
67 -60 35 0
26 47 3 0
-11 30 21 0
25 -5 -71 0
15 -23 42 0
46 -21 -14 0
-9 -45 12 0
-1 53 -12 0
28 -4 52 0
5 72 -35 0
-56 -2 -73 0
-31 -72 -44 0
69 33 -6 0
16 -25 70 0
15 -20 -10 0
28 -54 -34 0
-35 -64 36 0
63 3 -60 0
-26 -40 -7 0
-71 -37 -42 0
24 -31 29 0
-43 56 -29 0
-39 32 -10 0
-11 -53 -10 0
6 -57 42 0
-30 -67 31 0
43 50 -21 0
54 -62 28 0
-23 60 -62 0
-24 14 -13 0
-6 64 7 0
62 -48 33 0
2 -30 -40 0
-9 -45 -52 0
72 -68 -3 0
56 -10 33 0
25 -68 -41 0
-27 48 58 0
7 -39 -27 0
46 57 63 0
-35 1 -25 0
-75 13 31 0
16 -40 58 0
2 51 73 0
-43 19 -2 0
65 -63 49 0
-45 18 51 0
-57 2 -34 0
-44 -20 -32 0
-47 24 70 0
3 58 59 0
-11 -41 -72 0
18 -68 72 0
-41 68 -22 0
6 36 -28 0
-72 -6 -30 0
35 -20 57 0
-46 54 41 0
-18 47 16 0
45 -16 62 0
39 -59 38 0
2 65 22 0
69 -70 -29 0
-41 16 19 0
-13 -14 2 0
-17 6 62 0
-45 -5 59 0
-36 -38 -74 0
-75 -19 -49 0
-43 -3 72 0
23 -53 -67 0
40 57 -52 0
5 42 67 0
67 14 15 0
28 -41 -1 0
-7 -28 -74 0
-61 17 -52 0
-14 -38 -71 0
9 -45 -63 0
-71 -16 5 0
-34 -55 -25 0
-69 -12 -6 0
-45 -52 -60 0
70 -12 34 0
-8 -7 28 0
-2 41 -37 0
9 -37 6 0
5 -20 10 0
-9 -39 -52 0
55 42 5 0
-71 -67 -9 0
-60 -35 -46 0
-71 52 -70 0
64 60 71 0
-55 49 -52 0
-47 -58 3 0
34 -12 4 0
-65 25 -36 0
-57 64 -71 0
46 73 67 0
58 -70 59 0
-34 -19 -12 0
-46 17 52 0
75 13 -48 0
57 -48 60 0
-52 65 -26 0
24 64 -8 0
7 17 37 0
29 43 -28 0
30 28 20 0
69 18 70 0
9 63 29 0
-14 -66 69 0
-7 2 -43 0
-44 68 -41 0
64 52 31 0
-54 57 38 0
56 21 -71 0
32 47 -38 0
28 13 3 0
43 45 -17 0
25 62 42 0
-53 -36 -5 0
5 14 -30 0
60 62 -45 0
-53 -1 39 0
-44 51 16 0
63 -49 18 0
20 35 -38 0
-60 -35 55 0
-72 71 -5 0
-43 -54 -66 0
2 -41 -74 0
-70 69 -11 0
21 1 72 0
5 -43 2 0
3 -4 -13 0
59 41 47 0
-3 50 -62 0
28 -59 -54 0
67 65 59 0
60 5 -49 0
46 -53 34 0
-70 22 66 0
-74 -11 49 0
-61 36 54 0
43 68 -74 0
43 66 -40 0
-70 26 -74 0
40 -10 18 0
-29 -71 -7 0
-57 -15 -21 0
-23 15 -72 0
-71 30 21 0
