c Random 3-SAT instance
c alpha = 7.5, N = 75, L = 562, instance = 231
p cnf 75 562
-27 23 5 0
-1 -19 -2 0
66 -25 33 0
-18 -31 -27 0
8 23 67 0
73 45 35 0
40 72 46 0
-34 40 -35 0
8 18 41 0
35 75 43 0
40 -48 20 0
-39 -59 -15 0
2 -21 -67 0
-46 -26 -24 0
44 53 -56 0
-45 1 36 0
37 11 21 0
-75 -38 41 0
62 -39 50 0
51 -75 9 0
-31 -46 18 0
72 25 -69 0
22 29 7 0
74 -53 -27 0
20 -35 -13 0
12 -29 47 0
-16 -49 -40 0
26 -53 71 0
-25 -73 49 0
-26 10 -6 0
-14 -36 -29 0
-38 -2 -40 0
49 -67 44 0
64 -8 -48 0
-21 -49 -10 0
50 -12 28 0
-35 -64 -1 0
-29 53 9 0
-18 -61 11 0
-37 69 -36 0
55 -33 25 0
-57 13 33 0
45 -23 -56 0
-3 36 42 0
47 -23 -12 0
11 53 28 0
54 69 28 0
2 -49 -74 0
-26 35 47 0
70 29 3 0
-22 -32 7 0
32 56 -25 0
-49 -20 64 0
-25 28 -66 0
30 -75 34 0
-68 -44 -3 0
16 -41 -40 0
-37 5 44 0
-46 -4 60 0
-54 -72 -37 0
18 -75 32 0
55 39 46 0
18 66 56 0
-59 -5 63 0
-60 1 -23 0
46 -38 -70 0
-12 33 16 0
-25 -75 1 0
60 -67 -73 0
-20 17 2 0
55 -29 -47 0
-65 6 71 0
14 52 -33 0
-57 39 -73 0
-53 12 -15 0
-36 -52 -34 0
15 27 -70 0
-19 -75 -42 0
-64 -10 35 0
-65 27 4 0
64 23 -26 0
63 43 -16 0
-22 -66 -11 0
-43 20 13 0
16 -27 65 0
-9 -42 69 0
-3 -13 -55 0
70 42 -53 0
10 -63 73 0
-50 -65 -48 0
32 -37 -67 0
-3 -36 -65 0
54 -52 68 0
-66 -31 -33 0
66 -74 48 0
64 -35 -2 0
-28 37 1 0
-35 44 22 0
-42 -8 15 0
-13 -64 50 0
-36 7 -23 0
-58 25 7 0
29 -44 56 0
-23 -60 35 0
-69 -12 -34 0
15 33 -74 0
-61 45 27 0
58 47 67 0
25 -24 -15 0
-73 -30 -75 0
-22 -60 -32 0
53 -51 -62 0
-44 20 27 0
-5 46 -30 0
54 57 48 0
21 15 -72 0
64 -33 -66 0
-66 16 48 0
-66 4 -22 0
19 -41 14 0
-48 33 42 0
54 -37 75 0
-8 -49 55 0
-54 30 57 0
63 -20 -68 0
-34 -2 58 0
-33 -28 72 0
49 -20 -70 0
-47 -3 67 0
68 66 -38 0
63 71 -36 0
71 53 59 0
-26 22 -42 0
-41 -72 -39 0
-45 74 -68 0
-74 20 -3 0
-3 51 -66 0
-39 -9 68 0
37 -9 -51 0
-59 -60 -19 0
2 -60 65 0
10 73 61 0
-71 -17 39 0
-19 -25 15 0
-12 -20 -9 0
2 -40 -21 0
53 -10 -5 0
-27 -36 -57 0
23 -25 62 0
22 15 30 0
20 69 64 0
-16 -75 -39 0
25 -28 55 0
-53 -23 50 0
38 -29 -52 0
-41 40 -32 0
3 26 30 0
-40 -10 62 0
-3 -62 19 0
40 -34 -37 0
31 -25 19 0
-40 -1 -58 0
20 63 -47 0
14 64 57 0
-66 45 41 0
36 -34 -16 0
39 70 -51 0
-2 -1 -58 0
21 -49 -46 0
53 15 -75 0
21 -27 28 0
-39 66 38 0
-60 -36 -5 0
47 -26 -50 0
-71 -15 10 0
42 30 17 0
-16 -46 72 0
-17 69 -33 0
4 64 28 0
-10 72 23 0
-53 -14 -28 0
-42 32 38 0
12 44 29 0
-1 -50 -10 0
-2 67 68 0
24 41 -16 0
21 42 -12 0
4 -43 37 0
-29 17 -18 0
32 39 -41 0
45 -13 51 0
25 -34 -67 0
-56 -11 -21 0
-4 37 72 0
-43 -69 -70 0
-34 -16 37 0
38 -13 -24 0
55 -39 49 0
36 73 -2 0
-46 74 36 0
-67 12 -62 0
-32 -47 40 0
