c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=12
p cnf 75 225
-21 57 12 0
-34 -51 42 0
-52 -31 14 0
18 -41 -13 0
-38 7 4 0
-37 58 60 0
-14 11 49 0
32 62 61 0
-45 9 -23 0
30 -36 -6 0
32 45 22 0
4 36 -18 0
3 -17 73 0
-29 47 -27 0
72 18 -37 0
-14 -36 45 0
-10 5 -7 0
62 -4 32 0
-61 -48 -14 0
-51 55 65 0
25 -44 -28 0
-50 47 51 0
49 -16 68 0
-30 16 -37 0
50 -31 -11 0
-59 34 -2 0
42 74 -52 0
70 -50 -5 0
-68 23 24 0
-70 -48 57 0
16 -25 -61 0
34 -20 -22 0
62 26 6 0
34 35 -17 0
14 36 61 0
-57 -45 -60 0
-27 70 66 0
-2 19 28 0
-62 67 -57 0
-31 -75 -4 0
-13 3 49 0
73 -57 -56 0
36 67 54 0
17 -64 52 0
-32 9 48 0
21 -18 47 0
-56 36 22 0
-56 -55 -43 0
-22 -64 34 0
9 19 28 0
15 -44 -1 0
-8 2 -49 0
71 -39 15 0
-45 70 -38 0
28 -65 -1 0
74 -43 -3 0
-48 25 -59 0
6 8 -9 0
-10 28 -62 0
-74 -19 -18 0
-13 24 10 0
15 59 9 0
-73 -6 1 0
-7 56 9 0
6 -31 -70 0
-62 30 31 0
-59 38 43 0
33 6 -66 0
-40 -64 -49 0
26 35 -61 0
61 65 60 0
-36 -51 -60 0
34 58 67 0
59 -5 61 0
-36 -20 -72 0
-47 -40 -73 0
-65 41 -56 0
63 75 -8 0
62 -52 -9 0
-49 -24 -44 0
-64 9 -57 0
24 72 -33 0
53 -3 -39 0
-44 72 -20 0
-41 19 -74 0
-44 -29 -21 0
19 -36 44 0
-40 15 -35 0
-45 49 20 0
-75 -69 24 0
46 34 -29 0
-3 -68 72 0
69 -35 -68 0
-7 -75 42 0
-58 -69 -25 0
-7 33 -28 0
57 -75 -48 0
46 65 -70 0
46 56 -73 0
-73 34 -54 0
27 72 -67 0
46 -59 -10 0
-59 43 -69 0
53 19 42 0
-69 57 32 0
-33 41 53 0
-34 -26 -61 0
-16 13 69 0
51 66 71 0
26 -12 -37 0
-45 3 -19 0
75 59 73 0
-57 -36 38 0
73 -67 -27 0
-45 55 8 0
-34 -41 25 0
44 -37 18 0
46 -49 35 0
65 -8 -60 0
-22 -72 67 0
-11 -71 44 0
53 -14 -55 0
-29 -11 -17 0
27 50 8 0
-61 -68 40 0
14 42 6 0
-54 23 13 0
-28 1 53 0
-30 53 -64 0
70 55 64 0
-7 -2 -53 0
50 66 26 0
-27 -12 -17 0
26 -37 -18 0
56 -12 -71 0
74 41 58 0
33 -29 57 0
-23 65 -31 0
24 32 -63 0
-61 44 -46 0
29 20 43 0
43 -12 5 0
67 -3 -39 0
-46 -23 -39 0
-64 -34 -56 0
54 -43 -30 0
-68 -69 -10 0
33 -4 -75 0
6 72 -33 0
54 -27 55 0
-55 -70 -63 0
-1 56 -54 0
34 28 -23 0
-1 75 -5 0
-6 4 69 0
27 51 23 0
4 -36 74 0
46 5 -64 0
-10 -43 46 0
-39 -15 36 0
23 2 -33 0
25 1 -47 0
51 40 43 0
37 3 -45 0
-36 -26 -58 0
-24 58 -42 0
13 -66 48 0
47 44 -67 0
-3 -68 -29 0
62 57 63 0
-54 -45 4 0
12 -74 65 0
42 5 -22 0
4 34 -12 0
-49 -3 41 0
20 22 -17 0
30 1 -44 0
-69 -18 8 0
-2 56 23 0
-51 14 -15 0
47 2 -18 0
40 20 36 0
-5 41 -9 0
-72 -13 9 0
25 -42 -70 0
4 49 55 0
-23 -25 -13 0
41 -1 -28 0
73 67 -55 0
-25 48 -26 0
-29 20 -55 0
-49 13 64 0
4 70 41 0
24 -27 16 0
63 6 72 0
71 75 60 0
-48 52 -68 0
75 41 52 0
-54 -68 -31 0
-57 -40 -47 0
9 18 41 0
-29 -30 -8 0
2 1 -6 0
-58 59 46 0
-58 28 49 0
22 41 13 0
11 -18 -73 0
-6 38 -66 0
-2 -7 -74 0
63 -14 -3 0
34 -30 40 0
11 41 -68 0
-40 22 36 0
-4 1 -52 0
72 73 18 0
-75 -70 25 0
-55 -57 -1 0
57 66 2 0
-16 23 -34 0
-39 62 -41 0
24 -71 -50 0
13 -71 -22 0
-51 31 -37 0
48 70 -9 0
-74 24 -38 0

c GPT solve time: 0.00 seconds

[Error] Your organization must be verified to use the model `o3-deep-research`. Please go to: https://platform.openai.com/settings/organization/general and click on Verify Organization. If you just verified, it can take up to 15 minutes for access to propagate.
