c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=15
p cnf 75 225
-33 6 40 0
20 8 32 0
51 8 -9 0
7 -25 -55 0
63 -43 -20 0
17 11 -70 0
-56 46 -71 0
63 -18 -8 0
-63 39 -50 0
-25 3 -39 0
-60 -48 42 0
-49 -8 -54 0
-67 -8 2 0
-16 -25 -53 0
50 -52 -22 0
-11 -27 39 0
37 -43 -58 0
-18 44 63 0
-46 -34 -55 0
-39 -61 -55 0
-25 -70 64 0
6 -41 -16 0
37 38 4 0
49 56 -46 0
14 46 21 0
31 55 -34 0
72 -42 -6 0
49 51 35 0
6 -4 53 0
-11 40 -16 0
-68 42 -49 0
-37 -26 25 0
-64 -59 -3 0
34 53 -71 0
55 -64 -18 0
3 6 65 0
-45 -9 -11 0
-42 -12 2 0
-70 -22 63 0
-39 35 -42 0
6 12 -26 0
47 22 50 0
14 53 -32 0
-10 61 -50 0
-30 72 31 0
-45 -35 23 0
-62 1 -22 0
13 -39 -19 0
-14 -48 8 0
-22 30 -43 0
-34 29 65 0
-23 10 -13 0
-47 -39 42 0
65 -30 4 0
35 -71 -23 0
-56 7 -58 0
-35 52 -55 0
21 66 17 0
-25 -49 54 0
-70 -59 -4 0
-35 -26 -60 0
17 -22 9 0
15 -48 62 0
62 -29 12 0
-61 -3 -21 0
-70 9 37 0
-33 65 58 0
5 -31 13 0
13 58 53 0
-74 10 31 0
-26 53 -74 0
-19 10 53 0
-73 11 -64 0
-5 -61 16 0
50 75 -67 0
50 -9 51 0
-66 23 -75 0
-62 12 31 0
74 33 -34 0
40 31 -60 0
-42 12 16 0
-25 -59 -24 0
-24 -65 56 0
41 2 -51 0
23 -70 56 0
-50 68 59 0
63 -75 -18 0
-74 -25 39 0
-45 49 75 0
-7 -64 71 0
36 -52 -32 0
46 -1 -61 0
-13 -64 -48 0
52 8 -47 0
-49 60 -73 0
-49 -73 7 0
14 -12 -5 0
-59 5 -8 0
15 26 49 0
28 69 49 0
-26 -30 36 0
23 26 62 0
1 6 2 0
-26 -42 -57 0
-34 -4 -43 0
27 -17 69 0
73 17 23 0
-24 1 16 0
47 12 2 0
-41 -26 29 0
-38 27 -34 0
38 -46 -64 0
4 -49 2 0
58 33 4 0
26 -1 -49 0
12 -45 -57 0
-46 52 35 0
-34 48 74 0
-24 -26 12 0
6 60 66 0
-61 -16 19 0
55 -3 -40 0
54 45 -43 0
-66 60 16 0
-3 -36 -22 0
-18 -47 70 0
-59 9 -17 0
-10 -41 62 0
48 62 15 0
-1 64 -21 0
66 17 -1 0
-74 65 59 0
-29 -57 -63 0
71 44 -8 0
-49 -50 -53 0
-53 -6 66 0
-42 31 -44 0
-40 -6 -68 0
34 -54 -26 0
-21 -29 17 0
-41 43 21 0
-68 33 -8 0
-75 54 23 0
36 -10 -37 0
33 -13 18 0
1 16 -72 0
-13 32 -69 0
5 57 73 0
-68 33 -18 0
-25 64 -46 0
-8 -37 55 0
28 -56 17 0
29 -42 -12 0
-12 -2 61 0
59 -61 -75 0
-35 -55 44 0
-29 61 30 0
18 -55 68 0
-56 -35 20 0
31 -70 74 0
-3 -72 -57 0
-33 -43 10 0
-36 4 -5 0
-73 46 -33 0
-34 16 66 0
34 22 71 0
-38 -64 -29 0
-38 -31 50 0
23 58 -22 0
43 -9 69 0
12 -33 -18 0
37 3 19 0
-9 32 -51 0
-57 -56 37 0
-7 10 -27 0
-68 22 18 0
-10 -20 -15 0
56 -26 -25 0
-3 11 32 0
-65 71 -54 0
55 17 -16 0
-75 47 44 0
-59 43 -14 0
24 -47 -40 0
2 70 39 0
-50 -25 74 0
-21 -29 59 0
25 71 -70 0
-1 -39 -10 0
34 -54 -7 0
-18 -35 9 0
54 -2 16 0
72 11 -59 0
-13 27 -44 0
-13 18 69 0
46 -50 -1 0
-46 -52 -51 0
62 74 -75 0
-47 27 -20 0
59 -66 -71 0
25 -47 7 0
11 60 9 0
52 31 47 0
-52 -38 -35 0
32 67 -66 0
1 -3 65 0
47 -19 -45 0
40 37 -15 0
-71 30 64 0
68 -46 -60 0
-52 -55 23 0
45 57 63 0
40 17 -38 0
-10 22 3 0
-29 -69 45 0
33 -27 4 0
3 -4 -19 0
-70 26 51 0
-38 -49 36 0
-68 25 61 0
55 -35 -68 0
18 19 -8 0
23 -27 8 0
21 54 -69 0
6 69 40 0

c GPT solve time: 0.00 seconds

[Error] Your organization must be verified to use the model `o3-deep-research`. Please go to: https://platform.openai.com/settings/organization/general and click on Verify Organization. If you just verified, it can take up to 15 minutes for access to propagate.
