c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=7
p cnf 75 412
-38 53 -28 0
-23 45 74 0
60 -66 -62 0
66 -11 41 0
-16 -69 40 0
-42 -22 -24 0
-43 -47 14 0
-18 2 -71 0
48 37 -60 0
-75 73 -56 0
61 -50 -14 0
15 46 17 0
10 -56 55 0
-13 -34 73 0
-9 -24 4 0
-39 -12 42 0
-36 -37 61 0
4 38 37 0
19 61 -31 0
-47 -56 48 0
-16 -2 36 0
-67 22 42 0
-74 24 8 0
75 -9 40 0
23 47 54 0
-12 24 -71 0
51 53 8 0
-2 53 75 0
-24 10 75 0
-49 -68 7 0
-16 3 -20 0
10 43 63 0
-35 27 -50 0
62 -35 63 0
-73 -26 5 0
-29 -20 73 0
-55 -59 -62 0
-48 -71 -33 0
-32 -42 67 0
53 48 -50 0
-73 -8 63 0
-43 -2 -31 0
-15 -40 11 0
-47 55 -56 0
65 -50 61 0
58 75 -47 0
50 14 40 0
30 31 50 0
32 57 49 0
-9 38 -64 0
15 -52 -17 0
-39 -40 42 0
12 66 -14 0
10 -33 -58 0
-7 -48 56 0
-12 -43 18 0
49 -14 1 0
-30 -50 72 0
33 44 -6 0
-32 -19 -16 0
31 16 -73 0
-18 38 5 0
-8 54 23 0
16 2 8 0
1 -70 -37 0
-10 -73 50 0
8 -44 57 0
9 -51 4 0
-55 -74 -22 0
-35 69 16 0
66 8 52 0
8 -21 -53 0
68 3 26 0
-32 -69 -25 0
40 -55 -2 0
-45 -5 26 0
73 -72 -67 0
21 10 64 0
1 37 20 0
28 27 -38 0
61 -65 60 0
68 71 72 0
-17 -12 -23 0
54 42 -6 0
54 69 -14 0
74 13 -52 0
-26 47 22 0
67 -12 -25 0
7 -10 -72 0
15 13 31 0
-37 13 26 0
-11 -21 30 0
-10 -44 -75 0
-69 36 73 0
-24 -31 73 0
-40 -15 -20 0
-43 74 47 0
17 -70 -26 0
55 -54 -9 0
2 -58 -52 0
-42 -36 39 0
5 -33 -65 0
9 -5 58 0
-34 -9 -27 0
-74 18 -27 0
-69 26 71 0
42 32 -2 0
63 -66 -70 0
-6 26 -2 0
27 16 36 0
14 -63 -47 0
66 -49 25 0
-46 1 50 0
28 -52 -69 0
-38 -51 24 0
-68 -20 33 0
-65 -9 -35 0
75 -54 -73 0
-11 16 75 0
-71 21 31 0
-31 -18 -16 0
7 -5 -73 0
1 12 -23 0
-13 75 47 0
52 54 38 0
68 60 10 0
-54 -66 68 0
-57 67 -25 0
-22 -72 28 0
53 29 -13 0
-13 46 30 0
-52 -17 -33 0
-17 34 29 0
-29 14 46 0
59 -8 -9 0
-64 -62 -40 0
-26 15 -13 0
28 -24 -65 0
22 -30 56 0
6 -38 60 0
60 -2 -33 0
-25 -2 46 0
-23 27 49 0
61 31 -50 0
14 -65 -6 0
-14 16 18 0
-57 69 20 0
65 43 -32 0
36 -51 -3 0
-60 -69 6 0
6 -55 63 0
-66 -14 -70 0
-59 -27 17 0
-25 60 71 0
-71 -52 57 0
-33 -45 -29 0
-50 -34 32 0
-2 -47 -60 0
-32 5 48 0
-65 -1 16 0
39 44 -25 0
-41 30 -22 0
-21 69 -1 0
-39 38 61 0
-29 52 32 0
45 74 65 0
-50 3 -66 0
75 3 18 0
-4 -16 51 0
-48 28 -19 0
-56 -30 61 0
-3 -58 70 0
-26 54 -27 0
-8 60 -13 0
-16 -43 69 0
-33 53 -41 0
-40 -74 -4 0
59 -43 -39 0
15 68 2 0
16 -6 66 0
-75 35 73 0
48 67 23 0
-15 -18 -67 0
26 -16 -40 0
-16 -53 -45 0
-72 -69 -1 0
8 58 55 0
49 -64 -31 0
-2 53 -49 0
37 -31 67 0
-12 71 63 0
38 42 22 0
32 22 21 0
7 -74 -34 0
-72 46 40 0
14 -43 69 0
-13 -3 63 0
-49 51 -65 0
-17 47 10 0
60 -68 -1 0
5 29 -71 0
47 51 -11 0
-69 2 -57 0
33 -41 52 0
73 71 15 0
39 6 58 0
34 -57 23 0
-6 37 75 0
-75 40 57 0
30 49 60 0
17 -49 -75 0
16 -44 -15 0
69 18 9 0
22 46 68 0
-62 35 54 0
-45 46 -14 0
-40 -26 -3 0
-47 -14 53 0
53 22 -14 0
-44 -47 73 0
30 -9 -42 0
50 5 -24 0
-27 -34 23 0
65 -41 -26 0
36 70 -10 0
2 -22 -74 0
22 55 39 0
-46 75 -45 0
-68 -47 30 0
-72 -69 -62 0
32 -13 33 0
-13 -62 -65 0
26 -4 -68 0
3 12 -56 0
50 35 -7 0
5 -48 55 0
45 75 33 0
63 -31 -39 0
-20 30 -51 0
25 -30 48 0
54 15 37 0
40 -74 -21 0
68 26 10 0
5 -67 56 0
-11 43 1 0
55 19 -48 0
29 45 -14 0
-18 -7 -55 0
64 -75 -72 0
-3 -29 61 0
-11 53 60 0
-45 -62 -40 0
-5 14 70 0
75 40 67 0
