c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=1
p cnf 75 225
13 -36 -54 0
-57 -42 -55 0
-7 3 -17 0
-39 56 -49 0
44 48 -1 0
-74 -56 -47 0
-38 52 -14 0
-3 -49 65 0
71 54 -50 0
-26 -29 48 0
-66 -9 -45 0
47 51 75 0
-35 -66 -57 0
-12 -3 29 0
-8 -11 57 0
27 35 11 0
-19 30 -45 0
-15 -1 -42 0
-26 -43 -17 0
-69 33 -54 0
-72 -19 27 0
74 1 17 0
6 -58 -62 0
-22 -15 -13 0
-71 33 -51 0
31 18 -26 0
65 -40 -74 0
-3 -50 46 0
-47 8 54 0
30 69 -70 0
-48 -16 43 0
-57 -42 48 0
7 -4 -32 0
-47 -55 -6 0
65 -19 48 0
36 1 -71 0
23 61 -26 0
-67 55 -12 0
-17 50 -6 0
45 -51 -36 0
42 -73 71 0
72 65 -34 0
-54 -11 -53 0
58 -30 12 0
65 22 5 0
29 8 26 0
-43 -68 32 0
9 -33 -61 0
49 5 67 0
-33 -42 58 0
25 65 -16 0
48 -53 31 0
69 -6 -50 0
1 69 4 0
64 -14 74 0
31 51 74 0
-10 42 44 0
63 -53 2 0
10 46 -58 0
-51 -1 29 0
21 -29 -75 0
-16 37 48 0
53 57 11 0
40 -28 33 0
-32 23 -44 0
-20 -9 26 0
69 54 -48 0
-55 -70 -32 0
69 -3 52 0
-28 -41 -13 0
-39 -3 -74 0
-16 -42 25 0
26 -17 70 0
-72 -38 4 0
16 -68 20 0
15 17 -44 0
41 15 -43 0
37 -15 -9 0
23 -39 -60 0
26 60 -67 0
-20 -60 13 0
5 66 21 0
43 1 30 0
-73 36 10 0
-70 29 36 0
41 43 -29 0
-73 -71 11 0
55 -25 -46 0
-71 -18 -42 0
-43 75 53 0
-38 -34 18 0
24 35 -62 0
-17 72 -58 0
-52 75 5 0
-1 -48 -21 0
20 8 61 0
48 -16 5 0
4 65 23 0
67 -37 49 0
74 68 45 0
32 12 3 0
16 -44 -34 0
19 40 33 0
36 -64 -11 0
73 -63 58 0
-9 46 31 0
-75 -10 -50 0
19 -31 -21 0
38 -75 19 0
39 -56 -30 0
38 -3 -70 0
-11 -67 7 0
-5 69 -18 0
-22 -70 -74 0
-71 25 -54 0
-58 -25 -75 0
18 -1 9 0
33 27 43 0
6 -9 -45 0
4 57 -44 0
12 1 15 0
-50 -52 73 0
-31 -4 -1 0
45 12 56 0
16 68 -19 0
21 -13 -31 0
21 -36 -75 0
72 -15 10 0
-13 55 -30 0
-4 33 -26 0
-5 59 -52 0
-3 49 59 0
34 -3 -9 0
-42 -4 57 0
54 66 -58 0
-59 -52 57 0
8 51 -46 0
-50 66 28 0
-22 -21 44 0
-42 48 73 0
-41 7 -5 0
75 2 -45 0
-35 -8 -64 0
-47 42 -68 0
-29 42 -18 0
-30 -2 14 0
-67 58 -23 0
11 64 -56 0
-8 -38 -36 0
-15 -3 70 0
-57 68 -3 0
74 -66 11 0
-50 -7 37 0
14 -45 31 0
-25 -17 -34 0
16 -10 -20 0
71 -48 -6 0
16 -50 -52 0
38 -13 -73 0
17 11 20 0
22 72 -54 0
-23 -58 56 0
68 3 -17 0
6 -3 68 0
-43 12 -70 0
-11 70 67 0
45 51 6 0
24 57 61 0
-52 -37 7 0
-45 -62 44 0
-20 -13 25 0
-16 3 55 0
38 58 -51 0
-44 29 65 0
-7 -18 75 0
63 -53 7 0
12 -60 -50 0
-27 -53 -37 0
12 -11 68 0
-70 -66 62 0
22 -45 26 0
44 10 16 0
-26 -49 68 0
-46 22 20 0
70 -41 5 0
-46 63 38 0
29 -20 -22 0
-27 63 -12 0
38 -21 75 0
-1 -46 -73 0
-65 34 15 0
-13 -56 -3 0
73 68 33 0
28 13 -10 0
43 -10 41 0
-74 -23 -70 0
50 -75 -16 0
-41 -52 -62 0
-58 -4 -49 0
-54 67 -39 0
-10 64 -40 0
47 -25 33 0
45 47 1 0
11 -27 -56 0
-14 -61 -23 0
-23 -49 -42 0
-39 -11 -49 0
-11 -36 43 0
33 43 5 0
-13 26 -2 0
-25 -42 47 0
-47 27 -69 0
35 -67 38 0
51 39 67 0
-40 -34 46 0
32 46 71 0
-69 -25 30 0
70 41 8 0
45 61 -17 0
69 67 13 0
59 37 -22 0
6 -10 7 0
-27 -56 49 0
72 -42 -28 0
-20 23 -70 0

c GPT solve time: 0.00 seconds

[Error] The model `gpt-o3` does not exist or you do not have access to it.
