c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=7
p cnf 75 225
56 -45 48 0
-61 -19 -64 0
59 -62 -20 0
19 -41 -56 0
27 15 -67 0
-18 59 15 0
-60 -16 -29 0
-59 71 -1 0
70 20 -69 0
-18 60 27 0
-41 -17 -16 0
-28 2 -18 0
-13 -33 -40 0
-16 -73 49 0
-35 -57 67 0
-68 73 70 0
-54 -50 49 0
9 48 27 0
28 -4 -53 0
-6 27 -53 0
54 19 74 0
61 39 10 0
23 72 -10 0
-31 -36 -60 0
60 -6 70 0
22 -73 -9 0
26 -43 32 0
5 27 -35 0
68 -40 1 0
-20 67 55 0
-69 -28 -36 0
-19 -65 -6 0
56 -31 22 0
64 29 -42 0
-33 -54 59 0
-22 1 -32 0
-53 -65 29 0
-58 20 18 0
64 -22 -10 0
17 -36 19 0
31 32 -25 0
-50 15 -65 0
-43 -55 -66 0
33 -8 -38 0
19 53 28 0
40 -59 -73 0
-51 25 -38 0
42 -70 26 0
15 -10 -56 0
35 26 -14 0
-37 -15 -73 0
-46 74 53 0
29 -50 32 0
-37 -1 -64 0
17 -37 -43 0
32 9 -48 0
-59 40 -1 0
-2 -24 49 0
-1 37 9 0
-31 12 51 0
9 38 -73 0
-44 59 -25 0
-4 -8 63 0
-54 16 -18 0
15 -13 59 0
-73 -6 64 0
-49 60 -21 0
11 -31 -3 0
-25 -44 15 0
-16 64 11 0
42 33 -31 0
-8 51 -74 0
49 -9 -23 0
-41 -71 14 0
-58 -49 37 0
15 -18 39 0
-1 3 -16 0
30 8 23 0
-20 39 9 0
30 61 -34 0
9 53 -13 0
-1 -31 33 0
39 69 43 0
39 17 8 0
-13 -38 14 0
-71 -73 21 0
24 20 -8 0
-40 -61 -18 0
29 60 51 0
33 66 28 0
19 52 -30 0
-32 72 66 0
-21 71 -57 0
-45 -42 41 0
28 -40 2 0
9 62 -63 0
7 43 -47 0
-10 18 -21 0
25 -61 72 0
-52 75 6 0
-47 62 66 0
-53 -2 37 0
-45 -74 24 0
32 -59 -60 0
68 -26 22 0
19 -52 14 0
21 -55 -46 0
-74 25 -15 0
67 16 57 0
-48 75 -11 0
31 72 -24 0
-65 47 64 0
9 69 3 0
-71 -16 -25 0
15 -6 -59 0
17 6 50 0
-67 -68 -33 0
-47 23 51 0
-55 61 7 0
-45 -14 21 0
15 19 63 0
-51 58 -5 0
-36 29 73 0
-66 12 16 0
71 52 50 0
-59 18 -7 0
21 34 -12 0
-23 20 6 0
12 -35 34 0
5 40 -67 0
36 51 56 0
37 36 73 0
-49 -4 -22 0
-69 -29 41 0
50 52 -34 0
75 11 38 0
45 57 4 0
68 40 -21 0
66 22 35 0
3 -71 41 0
-71 -11 48 0
18 74 65 0
6 -32 53 0
57 -71 -47 0
66 10 -37 0
-8 9 51 0
11 -15 60 0
45 -23 40 0
36 37 15 0
-26 -35 -68 0
47 25 4 0
66 2 71 0
75 51 29 0
23 56 42 0
-23 -36 21 0
54 59 -7 0
-36 15 -48 0
45 31 -23 0
-25 -72 -71 0
58 -74 -7 0
-65 7 -5 0
62 70 47 0
70 -61 -7 0
-71 -75 -62 0
-64 37 58 0
-74 9 50 0
-73 19 -17 0
-43 30 -27 0
-71 47 57 0
-44 -19 15 0
53 -37 47 0
17 -22 -28 0
40 -17 14 0
-24 -28 68 0
-55 -57 71 0
28 -43 -70 0
73 20 -72 0
44 -61 6 0
-21 -20 -34 0
75 -4 39 0
-46 18 -47 0
-11 -47 -22 0
-32 -6 -17 0
-40 -58 37 0
12 -55 54 0
67 -56 33 0
-20 4 -49 0
-56 -64 29 0
-57 65 -34 0
58 6 47 0
-30 44 -62 0
40 25 -60 0
57 -54 18 0
-26 -38 -14 0
-38 -47 -48 0
-5 -29 -51 0
32 -14 65 0
46 24 28 0
-34 -64 -60 0
65 -64 2 0
-36 -3 -39 0
66 64 -50 0
25 68 -28 0
-15 -3 -72 0
28 42 54 0
-56 19 -18 0
-39 3 6 0
73 24 -49 0
-47 31 7 0
32 66 7 0
-64 -68 -66 0
53 -52 4 0
-34 13 -52 0
30 72 51 0
-71 -57 -52 0
34 -11 3 0
68 64 17 0
46 28 36 0
-59 -46 1 0
-12 35 -31 0
73 63 54 0
-1 34 25 0
66 -14 58 0
49 27 -51 0
23 38 55 0

c GPT solve time: 0.00 seconds

[Error] The model `gpt-o3` does not exist or you do not have access to it.
