c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=2
p cnf 75 225
28 -22 -53 0
45 -52 -2 0
27 61 -28 0
20 5 65 0
-45 -20 2 0
37 67 -46 0
62 16 -37 0
8 46 -52 0
18 -68 67 0
-73 -38 -19 0
-18 -36 31 0
34 -72 -9 0
-1 19 -10 0
-20 33 -11 0
28 21 55 0
-21 2 -23 0
-10 -25 -13 0
-58 35 47 0
-72 38 -46 0
-9 8 69 0
-43 -64 33 0
-60 45 -3 0
-18 -51 -53 0
36 -72 49 0
54 42 -20 0
-48 -20 -7 0
-21 -68 26 0
55 34 -69 0
11 51 -23 0
40 -43 -49 0
60 15 -44 0
44 -38 -16 0
-6 -63 2 0
-63 -39 54 0
-67 -27 -63 0
-53 -15 -61 0
-56 9 27 0
59 26 -46 0
35 -65 56 0
-48 -61 -9 0
-17 10 47 0
-49 -67 -18 0
7 73 -29 0
-13 19 -59 0
-28 -2 -26 0
-9 -6 21 0
-38 -50 -34 0
6 41 38 0
19 70 21 0
12 -71 47 0
42 -29 50 0
36 69 -39 0
-15 -51 -62 0
-24 66 -54 0
13 28 -53 0
52 51 34 0
67 7 22 0
2 -68 -70 0
-21 18 -4 0
-67 -30 -46 0
-22 -6 50 0
68 -21 -1 0
40 -44 48 0
6 -23 -1 0
58 65 72 0
27 -69 16 0
1 32 -25 0
-39 55 30 0
-58 34 -45 0
20 -59 -64 0
60 -2 -59 0
51 -5 17 0
-31 -51 65 0
73 -54 4 0
-64 63 45 0
31 -22 -14 0
-6 -52 -2 0
49 47 60 0
42 26 30 0
-22 -4 -55 0
37 17 3 0
-48 -36 -62 0
-6 30 65 0
75 -9 -65 0
-14 -68 8 0
-60 22 -1 0
52 -20 -70 0
-74 -5 50 0
25 -58 46 0
56 19 -1 0
-65 -39 -7 0
24 66 -68 0
64 -32 15 0
71 -28 25 0
-63 -6 3 0
39 -13 56 0
-51 41 -14 0
45 58 -70 0
-5 70 -17 0
-36 -47 26 0
35 -14 -2 0
1 -7 -53 0
10 59 52 0
13 -52 -23 0
-10 56 72 0
-4 -37 39 0
-27 -23 51 0
-75 -44 66 0
-18 -55 46 0
-10 56 4 0
-35 -32 -44 0
-45 -6 -32 0
26 -47 43 0
9 50 1 0
47 -51 58 0
-64 73 1 0
2 40 -31 0
-56 64 -28 0
47 27 -31 0
43 59 8 0
69 -68 32 0
-9 18 -38 0
16 5 -50 0
45 -72 39 0
59 16 -28 0
-28 -34 -68 0
-6 -4 42 0
55 -12 -28 0
73 -23 -66 0
-9 49 58 0
18 69 -65 0
-51 4 56 0
-44 -49 35 0
39 49 -74 0
20 42 -4 0
-66 62 -20 0
-51 -10 -37 0
-67 -60 -32 0
40 35 -67 0
69 -25 -48 0
-31 65 19 0
9 -43 -51 0
-67 36 62 0
31 50 -20 0
-71 26 -15 0
60 -6 3 0
-19 54 51 0
-44 43 -1 0
-69 39 -9 0
-54 -24 69 0
11 12 -54 0
20 35 66 0
41 25 38 0
23 38 -69 0
-61 -27 -16 0
-73 3 67 0
-19 -70 2 0
45 67 62 0
-10 9 53 0
4 5 -27 0
-8 -57 53 0
1 -39 -74 0
39 5 53 0
41 20 -54 0
33 -42 -21 0
-67 -4 -40 0
-14 18 15 0
-51 -3 75 0
-21 71 -7 0
12 50 39 0
-73 -18 43 0
36 2 -27 0
-49 71 -22 0
-58 -10 7 0
14 -39 38 0
-20 -51 2 0
-75 -8 -22 0
21 -14 -34 0
-65 33 -41 0
17 -31 72 0
27 -58 26 0
-6 19 -36 0
67 52 70 0
14 45 -20 0
65 33 -53 0
11 27 -4 0
20 -60 -8 0
36 -70 -29 0
62 40 -15 0
-41 40 -13 0
-72 -18 -32 0
-53 -35 57 0
64 12 -59 0
-7 31 67 0
-66 -44 2 0
56 18 39 0
-22 -64 33 0
-3 63 75 0
-35 -71 31 0
5 47 -21 0
-63 -21 15 0
-42 -10 -24 0
-36 10 -27 0
-25 -9 -24 0
-68 -53 -58 0
-33 49 44 0
-22 19 50 0
-39 -69 -22 0
-56 9 71 0
-72 -71 35 0
-53 61 42 0
29 40 -13 0
33 -60 59 0
21 -24 -65 0
-75 74 -39 0
-36 70 40 0
-67 -20 27 0
-52 -31 54 0
61 -31 5 0
-51 66 12 0
-7 5 -21 0
-49 -42 -15 0
75 60 -49 0
60 7 26 0
-10 51 41 0

c GPT solve time: 0.72 seconds

SATISFIABLE  
Number of branches: 47  
Number of conflicts: 12
