c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=7
p cnf 75 225
60 -51 3 0
-17 -52 11 0
-49 -8 21 0
-1 -37 32 0
58 -64 -29 0
-69 -8 -33 0
29 -45 -50 0
-68 -37 75 0
28 -41 51 0
70 18 -27 0
37 -21 -74 0
72 -9 -45 0
-61 12 -70 0
71 -54 7 0
-24 21 -35 0
-72 -37 -31 0
35 -42 43 0
-49 36 -15 0
-24 13 -72 0
-36 -67 20 0
-52 62 55 0
68 72 15 0
-59 -44 -39 0
-15 -32 -7 0
10 -27 41 0
-66 -16 -53 0
-46 34 73 0
50 -46 30 0
75 60 -68 0
69 2 52 0
3 -63 -61 0
-71 24 -70 0
61 66 51 0
33 74 -18 0
34 -1 58 0
21 -6 -38 0
-40 10 -22 0
-75 -37 35 0
59 9 38 0
-25 18 -28 0
37 -6 75 0
18 -14 32 0
69 -20 -71 0
24 -39 53 0
-21 74 -57 0
-9 17 -41 0
27 52 -17 0
-5 -19 -18 0
43 16 -57 0
-30 75 -59 0
26 64 -52 0
53 1 62 0
-50 35 60 0
73 67 -57 0
-21 -8 -3 0
16 -31 10 0
-15 -75 62 0
44 70 -45 0
-11 4 17 0
3 -10 50 0
-1 -19 -69 0
-54 -10 -66 0
-54 -71 42 0
50 29 -1 0
29 -26 71 0
52 -66 -23 0
-42 -52 22 0
-62 -1 45 0
-53 47 27 0
-63 -68 -9 0
-75 63 -10 0
64 -4 -52 0
-26 57 -29 0
52 -39 60 0
-14 -27 -7 0
67 50 61 0
14 -7 -62 0
16 -5 46 0
58 30 24 0
51 -45 -35 0
12 29 -34 0
-49 -28 -39 0
-37 60 28 0
58 -51 -10 0
-17 -58 -5 0
58 22 62 0
51 24 -52 0
-55 -9 -69 0
-43 -62 -55 0
-39 27 -10 0
61 -71 73 0
-28 47 14 0
-60 -42 68 0
20 10 -8 0
28 -41 -72 0
-51 -46 -30 0
-11 -70 22 0
56 -42 -54 0
40 52 -50 0
11 42 23 0
28 -33 6 0
-74 17 48 0
-57 34 54 0
24 -3 74 0
14 -15 -41 0
54 71 -68 0
12 -41 43 0
-20 -34 -46 0
2 -7 63 0
-6 -24 -20 0
-1 -12 14 0
54 -47 -25 0
-12 64 38 0
56 -26 -61 0
23 -61 55 0
12 -30 50 0
-64 50 56 0
74 56 -31 0
-26 53 -50 0
1 -50 -51 0
-58 51 16 0
10 46 -28 0
-25 -75 63 0
40 -57 -13 0
-7 9 35 0
58 -8 22 0
-54 -21 40 0
-10 -49 -26 0
68 -74 52 0
-3 -59 -15 0
-48 42 -75 0
58 69 30 0
-26 21 -29 0
-27 18 42 0
-9 6 -68 0
58 45 13 0
-56 -75 5 0
-1 -66 -30 0
59 -9 -14 0
-42 -68 34 0
68 43 23 0
-6 65 -46 0
-67 39 -71 0
47 -48 -35 0
28 11 -74 0
-72 44 -71 0
43 55 -41 0
-22 23 7 0
64 -48 -17 0
2 -14 -73 0
23 69 12 0
72 -17 -5 0
-13 -18 -68 0
-32 70 -8 0
53 63 57 0
-17 75 64 0
-34 -21 67 0
-51 -22 7 0
-41 22 -31 0
-9 58 31 0
3 36 -13 0
7 50 -55 0
72 -14 6 0
-74 -31 -7 0
64 27 42 0
11 13 -9 0
-37 -42 -20 0
-64 -23 -69 0
-26 68 -11 0
30 28 -31 0
-4 -47 20 0
59 -34 -48 0
-5 -24 46 0
-53 9 1 0
32 54 -75 0
24 4 -1 0
42 -7 -15 0
41 -67 63 0
14 2 -19 0
21 -64 53 0
-8 -73 -55 0
-39 -17 -68 0
-12 17 -37 0
36 -24 -15 0
-44 22 -39 0
46 26 71 0
11 71 7 0
75 -1 -50 0
29 68 73 0
62 -17 -27 0
10 45 75 0
-69 66 42 0
-13 67 -47 0
-30 -1 31 0
-38 59 66 0
-33 3 1 0
-20 -42 -65 0
-58 -23 16 0
-64 72 -41 0
21 40 3 0
74 -14 56 0
41 75 -49 0
6 -18 -74 0
-4 -51 -28 0
-50 51 -68 0
-73 -58 39 0
28 23 -3 0
58 -40 -8 0
59 71 37 0
39 63 17 0
6 2 -57 0
-22 52 46 0
-14 42 68 0
65 58 10 0
-26 -51 42 0
36 34 47 0
50 51 -48 0
41 -32 -47 0
-42 -25 -46 0
65 37 5 0
-69 -14 -65 0
-11 31 -61 0
30 -71 -63 0
-40 -5 2 0
30 -23 38 0

c GPT solve time: 0.71 seconds

SATISFIABLE  
Number of branches: 47  
Number of conflicts: 12
