c Random 3-SAT
c alpha=1.0, N=75, L=75, instance=14
p cnf 75 75
17 -10 73 0
-30 46 -64 0
66 75 -47 0
-22 -1 13 0
52 -3 -45 0
-32 -54 -18 0
-62 -41 -63 0
15 58 -47 0
-27 -70 7 0
9 -70 -55 0
57 73 37 0
68 6 16 0
23 9 -66 0
-65 58 22 0
-26 18 -40 0
14 74 31 0
8 -37 -41 0
-26 52 61 0
-31 -75 39 0
-13 61 17 0
23 22 9 0
-63 -15 45 0
-1 -30 10 0
14 -36 -59 0
18 64 62 0
-22 57 15 0
-65 -9 -67 0
30 1 -35 0
-3 -31 -75 0
-72 1 -22 0
-6 21 -22 0
-42 37 -47 0
69 -64 3 0
-58 -71 -66 0
-39 -73 -65 0
-18 68 -20 0
33 74 6 0
-64 -5 6 0
-32 -66 64 0
-27 60 -35 0
21 -35 -33 0
-35 22 -2 0
59 -24 -18 0
32 52 38 0
60 -53 25 0
24 -15 -29 0
-7 42 -15 0
-29 39 -22 0
-7 -74 66 0
-2 55 -66 0
24 -16 -47 0
47 -68 16 0
67 36 -69 0
75 -43 -29 0
-58 64 -72 0
-23 -13 9 0
51 54 36 0
-73 50 18 0
-64 41 31 0
-36 -21 66 0
26 45 57 0
-45 63 -43 0
-19 -35 16 0
-48 16 -62 0
-38 -36 -60 0
-29 -28 11 0
-7 -50 -21 0
10 -8 -74 0
60 57 -72 0
-62 -21 -61 0
25 -48 -66 0
54 4 -23 0
55 -57 28 0
17 29 1 0
-45 -26 -19 0

c GPT solve time: 0.51 seconds

SATISFIABLE  
Number of branches: 17  
Number of conflicts: 6
