c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=17
p cnf 75 262
72 -17 59 0
69 45 31 0
11 -62 61 0
11 -17 -20 0
-20 -42 -25 0
-70 12 -63 0
1 38 57 0
45 2 -3 0
-5 -32 60 0
-61 57 -28 0
-39 57 67 0
74 -72 14 0
74 -12 -72 0
-75 1 40 0
13 -54 -19 0
43 66 -16 0
-30 -10 74 0
46 -41 26 0
-69 -55 14 0
-18 -6 41 0
74 16 -73 0
-22 34 36 0
59 50 32 0
61 60 67 0
-62 75 55 0
-15 55 49 0
42 -17 45 0
-15 -41 61 0
13 -46 41 0
-5 -66 9 0
56 27 7 0
25 -24 65 0
59 -71 -32 0
46 -37 -26 0
75 62 46 0
1 -55 -10 0
29 -16 -45 0
-73 26 36 0
-1 -49 -6 0
40 19 -12 0
5 22 -61 0
-42 -4 -6 0
-55 60 6 0
24 -48 69 0
25 74 -19 0
22 7 66 0
-30 -19 -27 0
30 -28 -48 0
55 54 12 0
-29 -12 -53 0
7 -54 -51 0
-20 12 58 0
72 -59 12 0
4 38 -58 0
-25 11 6 0
-51 -69 26 0
54 46 71 0
-2 58 51 0
45 1 31 0
-52 -67 -2 0
-64 25 75 0
20 50 41 0
-45 58 38 0
26 -42 28 0
18 62 -19 0
-56 -40 -69 0
-25 -70 11 0
-51 62 -37 0
-17 59 -13 0
41 -73 4 0
-20 51 -8 0
-11 -29 47 0
-69 17 59 0
8 32 -39 0
13 56 29 0
29 -17 66 0
63 -25 -29 0
37 -21 -69 0
69 -34 40 0
11 37 39 0
-15 -34 61 0
-25 -41 48 0
25 -71 -28 0
-10 -34 -4 0
13 -10 -66 0
66 -59 7 0
-51 14 50 0
-50 -73 -63 0
-32 54 -62 0
9 50 20 0
32 64 37 0
13 18 67 0
-12 -34 37 0
59 -67 -5 0
59 32 52 0
-10 44 -40 0
-18 -35 65 0
-68 -43 -16 0
-56 18 -45 0
14 -36 -34 0
44 12 57 0
-14 -24 -15 0
-60 -27 28 0
-9 -16 65 0
-38 22 -2 0
-60 -52 -23 0
-68 37 67 0
6 -26 42 0
-30 -70 -52 0
-19 24 -42 0
-54 -17 65 0
-38 -63 -56 0
74 -75 -56 0
-31 -51 -2 0
34 15 -12 0
-55 74 72 0
7 -70 -69 0
42 -9 -28 0
5 45 63 0
-44 -13 52 0
-11 -43 -34 0
-52 -57 13 0
-56 28 -58 0
10 -3 -35 0
41 -37 67 0
-56 -73 -58 0
-29 -30 -38 0
6 -47 19 0
-50 -24 -65 0
69 -64 -14 0
-17 -71 32 0
52 70 74 0
44 -63 -28 0
-29 24 -40 0
-28 3 -51 0
29 66 -54 0
-19 73 -24 0
-10 -46 19 0
-1 -54 -19 0
75 14 -38 0
-54 67 56 0
68 29 11 0
-4 -55 -61 0
-44 -1 -51 0
-9 -60 -52 0
9 67 58 0
-33 53 -58 0
14 -60 57 0
-45 2 -7 0
28 -25 -2 0
-36 -68 15 0
58 -16 -56 0
-52 74 34 0
64 74 -59 0
9 -49 37 0
-22 -47 -21 0
66 -21 7 0
66 26 7 0
-55 -35 -67 0
-55 -57 -22 0
-40 45 22 0
40 42 61 0
8 -57 -59 0
-26 19 -55 0
-38 -33 -27 0
-6 30 -43 0
-1 -6 -41 0
31 57 -44 0
-16 -70 22 0
1 30 -11 0
-6 40 -15 0
-52 -25 67 0
-4 -49 52 0
56 29 -75 0
59 6 40 0
33 -18 64 0
5 58 27 0
62 10 55 0
-71 31 -5 0
59 60 51 0
-46 36 65 0
-69 -29 63 0
5 67 52 0
33 -52 -47 0
37 65 8 0
-4 -51 50 0
-61 48 55 0
28 19 -72 0
-33 34 27 0
-13 -6 -35 0
57 23 58 0
-16 8 -66 0
-71 -63 72 0
57 11 66 0
58 39 -15 0
-25 73 18 0
9 -13 5 0
28 25 -23 0
13 -17 -68 0
-72 -63 -31 0
39 3 -15 0
18 44 16 0
-72 71 67 0
34 -52 28 0
6 69 65 0
-27 17 54 0
55 18 27 0
-55 -6 38 0
-33 52 -57 0
-25 4 15 0
-14 34 61 0
-63 -26 -74 0
45 -52 -23 0
-34 75 -35 0
68 11 -51 0
2 -47 -68 0
-12 43 -47 0
-57 -40 51 0
62 -41 30 0
-73 19 28 0
-16 63 40 0
1 -50 -15 0
20 -19 30 0
47 17 -11 0
28 68 -65 0
54 68 18 0
50 5 23 0
38 -69 36 0
11 31 42 0
24 68 21 0
10 -11 -63 0
11 -74 -10 0
-1 26 73 0
-17 14 37 0
11 10 71 0
-25 -34 -52 0
-74 -72 37 0
51 -48 -54 0
52 16 -58 0
-19 -71 75 0
64 47 -5 0
4 73 -32 0
-39 34 -30 0
-53 -58 28 0
-55 -61 -18 0
-75 -48 6 0
46 41 -29 0
-62 9 -11 0
51 32 53 0
71 -27 -35 0
-31 12 5 0
26 -29 31 0
31 28 40 0
27 -45 11 0
-24 69 -51 0
-45 34 -35 0
44 14 -13 0
71 -41 -62 0
-4 46 8 0
57 -51 -35 0
-48 12 18 0
28 -8 10 0

c GPT solve time: 21.00 seconds

* SATISFIABLE  
* Number of branches: 47  
* Number of conflicts: 12
