c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=8
p cnf 75 225
-12 40 -4 0
39 32 -75 0
-49 -55 38 0
62 -33 -45 0
-20 -22 10 0
-45 -44 -59 0
-29 -4 -33 0
41 20 25 0
71 73 -35 0
52 -71 14 0
33 -3 72 0
64 31 -33 0
13 -49 23 0
71 -58 49 0
45 12 -52 0
15 10 11 0
-72 67 -35 0
-11 35 68 0
42 27 -38 0
35 -63 5 0
-64 4 -33 0
-46 -10 -48 0
-38 -67 -64 0
-31 -63 -51 0
33 70 -7 0
51 48 47 0
-31 -66 -4 0
59 38 43 0
-32 -53 16 0
-72 -15 -37 0
-37 -20 -70 0
70 -46 -14 0
26 56 9 0
-40 -41 8 0
32 19 46 0
46 -54 -12 0
44 46 -26 0
-36 -24 31 0
62 12 -28 0
12 50 24 0
26 19 -7 0
-41 -63 53 0
-15 52 -36 0
-59 -49 -10 0
46 65 36 0
43 40 -20 0
66 -14 -32 0
1 16 54 0
66 12 53 0
-21 -7 73 0
-3 -52 -43 0
73 -47 62 0
-57 -21 -46 0
-8 66 -40 0
16 6 -61 0
-7 -56 -3 0
-3 45 -28 0
-10 -69 -58 0
50 -30 15 0
21 27 50 0
35 43 20 0
-8 15 -41 0
4 -2 61 0
3 -64 -72 0
27 -35 -50 0
41 -44 -38 0
66 60 -62 0
17 -11 -63 0
11 66 53 0
-18 41 6 0
13 -15 -9 0
68 -73 71 0
-45 46 17 0
59 10 -75 0
-14 67 47 0
-51 -1 -75 0
31 36 -23 0
-50 1 -33 0
26 -27 23 0
-72 33 -5 0
-12 -73 56 0
-14 -71 -15 0
16 -61 9 0
19 12 7 0
-5 68 -25 0
28 -68 56 0
-32 56 -22 0
49 -5 18 0
39 -23 -60 0
-65 -22 -30 0
7 -36 20 0
21 37 -48 0
9 -55 49 0
23 -5 40 0
35 -38 -18 0
47 -39 -26 0
50 -5 -23 0
-52 -26 -50 0
-68 16 -2 0
-13 -25 16 0
-1 -43 73 0
-50 46 27 0
21 -26 -47 0
54 -65 -62 0
-59 36 -62 0
-37 -36 75 0
38 -17 -35 0
27 20 10 0
6 -54 50 0
-20 -19 10 0
57 60 -20 0
44 -18 -12 0
23 -6 2 0
31 -61 45 0
-59 35 65 0
73 26 -34 0
-69 36 -9 0
-60 -21 69 0
-36 -30 49 0
-2 41 8 0
10 68 -13 0
-50 -43 3 0
16 68 -75 0
35 -51 21 0
34 -42 71 0
-40 35 -44 0
-12 42 62 0
-32 49 45 0
-39 62 35 0
8 -57 39 0
57 -18 -43 0
52 -57 -8 0
9 -72 31 0
-63 61 -24 0
-67 56 -14 0
16 -38 46 0
4 63 -57 0
43 48 -49 0
-61 29 -70 0
-28 -73 41 0
31 -70 -51 0
17 -25 -22 0
71 19 16 0
-42 -71 -43 0
67 -64 44 0
34 -38 -50 0
24 20 -53 0
39 -22 -75 0
-3 64 35 0
75 65 -29 0
58 28 59 0
73 -32 8 0
-42 17 63 0
46 -14 48 0
19 -26 -64 0
-64 2 -18 0
-69 71 -13 0
-37 -8 74 0
73 32 10 0
30 22 3 0
-69 -71 38 0
34 -56 72 0
-72 33 32 0
-8 52 19 0
29 -24 52 0
-4 16 25 0
-39 63 -15 0
43 -46 -1 0
14 72 63 0
-40 -69 -24 0
46 -29 -44 0
23 -3 -19 0
-65 70 -75 0
-26 -62 58 0
-63 58 -28 0
64 71 67 0
73 35 -16 0
46 -36 -51 0
-5 42 27 0
31 -71 43 0
-60 3 -16 0
-55 25 -72 0
-37 -49 -57 0
-34 -50 -61 0
36 -42 26 0
3 4 -5 0
21 -43 73 0
-53 -36 62 0
-27 -38 47 0
50 -47 -48 0
-13 -67 60 0
-31 7 -22 0
62 28 -69 0
20 -50 25 0
-65 -54 -23 0
14 -31 -70 0
-47 68 -69 0
6 -66 14 0
-70 53 13 0
-74 34 36 0
26 51 65 0
-17 48 -25 0
-21 53 -13 0
-5 -64 52 0
-39 74 60 0
66 30 62 0
33 48 56 0
41 18 -69 0
-64 27 59 0
-46 48 32 0
-4 -73 -21 0
-16 -61 5 0
25 59 58 0
-63 73 38 0
-20 -24 -3 0
40 4 42 0
-46 14 4 0
52 74 -28 0
-60 30 -64 0
67 61 50 0
11 -48 24 0
9 -31 72 0
3 -57 -33 0
-53 20 -25 0
24 -61 23 0

c GPT solve time: 0.00 seconds

[Error] Your organization must be verified to use the model `o4-mini`. Please go to: https://platform.openai.com/settings/organization/general and click on Verify Organization. If you just verified, it can take up to 15 minutes for access to propagate.
