c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=6
p cnf 75 225
-50 35 -33 0
-36 39 -23 0
-41 7 -36 0
19 -1 -15 0
-36 39 -24 0
-5 -57 69 0
7 -63 -38 0
-64 71 -44 0
-7 11 37 0
-36 -29 -65 0
-70 -47 3 0
-35 54 24 0
14 67 -30 0
31 -19 -63 0
-74 -46 -3 0
-11 -72 -52 0
39 56 -60 0
-71 49 -57 0
55 71 34 0
-25 -2 61 0
30 28 -51 0
-73 -23 -52 0
25 42 38 0
75 14 10 0
12 -32 47 0
-54 39 -16 0
-3 21 68 0
-53 -11 -9 0
-69 -7 -73 0
-35 11 32 0
12 41 49 0
-51 66 -33 0
-45 64 65 0
-24 4 58 0
56 -23 -63 0
-18 73 64 0
-37 24 -43 0
-50 -11 -52 0
-15 -53 -18 0
-13 -43 20 0
72 -73 -62 0
74 -70 16 0
-2 7 56 0
-60 -39 -71 0
54 1 -10 0
-8 47 57 0
-35 -26 -1 0
-65 -33 -5 0
10 -28 27 0
-45 -66 -58 0
75 -43 -66 0
-52 -26 50 0
-22 68 -25 0
-60 36 54 0
74 -59 -72 0
-65 59 -49 0
-6 21 15 0
28 56 -55 0
-21 23 -57 0
-34 72 69 0
11 -51 -43 0
24 -72 -59 0
7 -31 27 0
21 -66 20 0
-51 5 48 0
29 4 -64 0
-28 -29 70 0
-70 -72 -42 0
73 -53 -42 0
17 -28 -11 0
63 -65 -30 0
-18 13 16 0
6 62 38 0
-8 2 11 0
63 -27 -11 0
21 -16 -74 0
-14 21 39 0
22 -74 -39 0
-74 41 -67 0
53 22 7 0
18 -45 -59 0
75 67 -68 0
-43 29 -54 0
-34 -22 -51 0
-63 -64 68 0
-5 39 68 0
35 65 55 0
-30 12 -13 0
52 12 -72 0
-1 -67 -17 0
-47 -74 -6 0
-53 -32 -65 0
33 18 51 0
54 -75 24 0
42 -65 24 0
-63 -47 -14 0
-26 -51 -43 0
-45 67 -61 0
41 26 59 0
73 52 68 0
-23 60 -48 0
-37 -42 -40 0
-8 56 -51 0
-51 48 -53 0
-27 53 46 0
-28 -31 52 0
19 65 -71 0
43 -69 23 0
51 -4 7 0
30 -9 -64 0
75 21 34 0
25 22 49 0
-42 31 -36 0
-32 -19 68 0
-20 -23 26 0
63 -35 68 0
-21 -24 -40 0
-28 -9 -48 0
-59 72 36 0
-50 -39 7 0
-49 -26 6 0
52 75 -19 0
24 18 -52 0
61 -13 -31 0
-20 2 63 0
-36 -22 67 0
-15 68 41 0
-21 -11 -65 0
9 -65 50 0
-60 14 -68 0
12 -35 55 0
14 -43 53 0
-38 -75 51 0
18 -33 73 0
52 -49 4 0
-44 70 -16 0
-73 -31 -25 0
-23 18 50 0
-68 -69 -16 0
40 -69 -45 0
-1 -64 -12 0
46 -5 -28 0
9 -17 -25 0
54 15 19 0
66 -17 -47 0
17 33 51 0
70 56 57 0
71 -20 15 0
-14 16 -73 0
55 -34 -19 0
8 -13 15 0
53 -73 -70 0
36 -31 10 0
-51 55 24 0
-14 51 41 0
-38 56 21 0
-71 36 -54 0
-14 58 -12 0
41 2 -5 0
38 -19 47 0
-66 -40 27 0
-16 -35 -66 0
75 -41 -29 0
58 -17 16 0
26 35 -69 0
-10 -6 -28 0
64 -50 -62 0
-50 -75 -49 0
-70 -3 62 0
-50 66 47 0
25 34 -62 0
-27 -9 14 0
-17 70 44 0
17 9 11 0
32 31 -58 0
-10 -68 5 0
-4 8 73 0
-61 -3 51 0
8 33 -18 0
20 15 56 0
44 12 -68 0
-1 -32 55 0
-40 -2 -8 0
35 74 -19 0
11 35 6 0
11 60 -69 0
-58 41 39 0
51 -60 2 0
35 -17 56 0
60 56 47 0
31 29 -73 0
17 54 36 0
3 11 71 0
-38 51 52 0
-41 39 -10 0
45 34 25 0
75 17 8 0
12 19 71 0
-1 -25 -41 0
-20 -53 30 0
-10 67 -40 0
-60 9 -45 0
7 70 -40 0
-74 48 62 0
-31 56 -40 0
-24 8 -59 0
23 -22 -47 0
-11 -5 -20 0
31 -28 49 0
-14 -52 33 0
27 63 -60 0
-59 -11 64 0
-62 -58 9 0
-17 -47 -7 0
50 30 46 0
-10 19 21 0
21 72 -9 0
-12 28 17 0
46 -66 64 0
74 8 42 0
31 -58 -28 0
53 32 18 0
36 1 46 0
16 74 49 0
-69 -38 -22 0

c GPT solve time: 0.00 seconds

[Error] Your organization must be verified to use the model `o4-mini`. Please go to: https://platform.openai.com/settings/organization/general and click on Verify Organization. If you just verified, it can take up to 15 minutes for access to propagate.
