c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=8
p cnf 75 225
-70 4 74 0
-38 13 60 0
34 32 29 0
-65 62 -28 0
16 -7 -18 0
34 -9 -45 0
-72 -8 25 0
15 -74 -3 0
-45 -24 8 0
-33 -15 50 0
62 -48 5 0
-50 34 -23 0
-42 20 -6 0
-41 65 12 0
-55 -56 -4 0
-45 -10 69 0
15 -19 17 0
46 22 -67 0
-60 -21 75 0
-7 -41 61 0
-52 -63 66 0
-20 17 43 0
-41 -69 -45 0
-11 28 9 0
-43 -4 74 0
-45 23 -60 0
8 55 46 0
-4 -14 36 0
57 68 -28 0
-1 16 -18 0
-46 -47 -4 0
64 -36 34 0
15 -36 -18 0
-29 67 -22 0
56 -48 35 0
61 39 -56 0
15 -40 6 0
-27 16 -25 0
-8 -50 66 0
-11 65 -52 0
38 -16 24 0
-39 -13 16 0
10 -2 -1 0
9 4 75 0
49 33 -44 0
49 9 22 0
-47 -24 -33 0
-27 -73 19 0
-67 65 17 0
-52 59 -48 0
-35 5 71 0
57 -56 64 0
62 -72 -22 0
43 14 38 0
-34 -6 -66 0
66 75 -26 0
67 60 -37 0
34 56 -2 0
-6 4 -10 0
63 52 -24 0
8 -68 -47 0
65 -31 19 0
-53 -28 10 0
-28 -5 13 0
12 -42 -22 0
21 -38 -61 0
-74 -71 53 0
-56 -62 63 0
-65 8 -36 0
-69 -22 44 0
17 46 -30 0
-70 -36 -65 0
15 48 -31 0
-45 -70 -69 0
48 15 -7 0
60 -6 -74 0
21 -6 10 0
49 29 -51 0
-28 23 -64 0
66 -74 -42 0
-71 -12 -47 0
64 30 53 0
-49 42 64 0
-48 7 4 0
37 3 17 0
53 32 -1 0
44 43 -75 0
-49 50 71 0
74 45 26 0
66 -17 -57 0
-17 68 71 0
-41 45 67 0
-63 31 73 0
-58 12 -42 0
13 40 58 0
72 14 66 0
-34 -2 25 0
-26 75 -42 0
9 52 -23 0
-64 -12 -18 0
57 61 22 0
-32 -68 -73 0
-36 20 53 0
-59 -68 9 0
-46 59 -74 0
-35 41 -49 0
4 -44 -54 0
9 57 -35 0
-9 40 64 0
75 -69 54 0
-35 60 -17 0
71 -49 5 0
-24 29 49 0
-48 40 -68 0
-23 51 60 0
-52 62 -65 0
-12 59 -55 0
53 75 35 0
18 68 -59 0
19 69 -75 0
46 41 -62 0
54 65 43 0
-48 58 -72 0
23 58 7 0
40 -66 -65 0
-35 45 -26 0
-26 -29 -71 0
-61 13 11 0
-53 45 -66 0
43 -51 31 0
-10 -27 -17 0
12 9 -5 0
19 -32 -14 0
-10 47 -74 0
69 68 -39 0
52 -31 -3 0
-59 -11 66 0
54 -30 -71 0
-19 46 -5 0
-34 -68 -28 0
18 -23 13 0
66 -68 74 0
-2 -20 -69 0
3 63 30 0
-38 -7 -24 0
28 -11 -38 0
75 -68 -69 0
-37 67 -49 0
-17 -44 -63 0
-64 -46 -50 0
-52 6 -57 0
-6 -45 -63 0
-23 51 -73 0
61 55 -43 0
69 36 38 0
75 -11 -48 0
65 61 -23 0
-51 -11 63 0
31 -11 24 0
-54 13 -56 0
-14 25 -60 0
25 72 8 0
-11 -37 -17 0
-51 -45 -17 0
6 48 13 0
64 -22 -15 0
42 -67 -21 0
48 -57 -17 0
-56 15 55 0
-30 31 -26 0
20 53 -71 0
44 -71 -54 0
-2 -18 -75 0
-13 -33 69 0
60 63 36 0
-31 -66 55 0
-9 -51 56 0
-10 -59 37 0
30 25 -1 0
5 50 72 0
-39 -59 65 0
14 -25 -53 0
-7 -36 42 0
3 -35 70 0
13 56 -17 0
33 46 -23 0
-29 -4 75 0
63 48 3 0
-58 74 -62 0
-12 -75 26 0
3 -4 15 0
-17 -50 -10 0
-66 44 -32 0
38 -15 3 0
42 -66 55 0
-1 -27 -74 0
-16 64 44 0
61 16 -42 0
-35 11 -30 0
-33 -57 17 0
61 -55 -32 0
3 -73 54 0
9 54 3 0
-14 -15 74 0
-71 -47 12 0
48 -51 36 0
-51 27 -63 0
-3 -59 -51 0
42 55 -48 0
31 57 63 0
-18 -8 49 0
-27 66 69 0
-20 -26 50 0
-72 -56 -24 0
41 -56 -1 0
-75 -60 46 0
66 -21 -43 0
-71 25 39 0
-63 -37 45 0
59 -50 41 0
26 -38 71 0
-25 -6 70 0
-26 61 58 0
-30 21 -28 0
24 72 53 0

c GPT solve time: 0.76 seconds

* SATISFIABLE  
* Number of branches (i.e., decision points): 1  
* Number of conflicts (i.e., backtracking steps): 0
