c Random 3-SAT
c alpha=5.0, N=75, L=375, instance=6
p cnf 75 375
28 -35 69 0
32 41 7 0
39 -46 50 0
73 14 38 0
48 -18 -52 0
-21 62 58 0
18 14 48 0
-12 -28 -55 0
11 30 1 0
47 68 61 0
57 -1 -11 0
74 -34 -37 0
-55 48 34 0
-8 -67 33 0
-18 -54 -74 0
-12 -34 74 0
-48 -51 -69 0
-15 -27 -12 0
18 20 38 0
-63 45 -20 0
-49 -72 -62 0
61 22 54 0
16 -72 -73 0
-24 28 -72 0
-9 -21 12 0
-16 19 -25 0
-68 -56 -65 0
51 -67 31 0
-71 -75 72 0
20 -8 52 0
71 41 -74 0
-44 67 20 0
-22 34 21 0
56 -11 23 0
-42 -1 64 0
30 42 -11 0
60 24 14 0
-75 73 23 0
14 34 38 0
11 -32 26 0
-39 25 -59 0
-75 -48 5 0
-74 -9 59 0
-12 -13 -53 0
-54 -25 30 0
-20 -4 42 0
-63 -53 68 0
47 52 -30 0
-13 60 66 0
-4 62 -55 0
37 29 8 0
38 -68 -55 0
39 -73 29 0
-71 48 -35 0
27 37 44 0
-36 -54 -40 0
-67 -68 35 0
64 -68 -30 0
-75 30 7 0
-70 -3 -61 0
58 -69 -12 0
-65 33 -27 0
-23 -47 63 0
-45 -64 19 0
-17 -8 -30 0
-56 -40 39 0
-14 5 62 0
14 55 -7 0
-33 36 73 0
-29 -16 -65 0
36 48 -56 0
2 66 -9 0
-56 52 40 0
-36 -72 62 0
11 34 -40 0
6 -36 -66 0
48 26 24 0
49 32 8 0
55 15 -29 0
-8 -20 -48 0
14 21 12 0
37 39 36 0
35 28 52 0
53 31 -67 0
64 -44 -25 0
-19 39 -8 0
-43 -51 54 0
-24 39 73 0
-33 29 20 0
-43 -6 -25 0
-20 -17 74 0
42 -11 34 0
57 -50 -19 0
-60 40 9 0
-22 -71 -12 0
5 39 62 0
-1 -70 -37 0
19 65 -45 0
-47 21 -34 0
34 -52 -58 0
-10 49 -65 0
-15 43 41 0
-57 44 73 0
-52 -19 -11 0
-11 74 21 0
54 8 -9 0
-48 28 2 0
11 28 -57 0
17 65 10 0
21 49 -61 0
41 49 17 0
-75 65 4 0
-32 -16 67 0
1 75 6 0
-9 -8 -30 0
9 49 53 0
-62 -10 -14 0
30 17 49 0
6 74 2 0
33 -29 -20 0
20 -33 53 0
44 38 -19 0
44 57 8 0
-47 35 70 0
-61 36 59 0
-67 -6 26 0
48 8 -43 0
-34 22 69 0
32 46 -72 0
51 68 -52 0
64 -27 62 0
40 -15 -57 0
49 21 65 0
22 49 -58 0
31 55 -36 0
15 57 -53 0
57 59 63 0
9 -62 -28 0
-55 41 31 0
-37 24 1 0
54 -47 -16 0
-32 38 13 0
45 -20 -65 0
-74 57 16 0
-30 -6 -5 0
-9 -12 36 0
-30 -29 46 0
31 -58 -26 0
-72 -55 18 0
-60 -21 -31 0
-67 34 -55 0
-40 -47 -13 0
-49 8 39 0
59 -33 -24 0
71 -42 27 0
-25 46 36 0
-63 -19 -6 0
74 -45 20 0
-60 74 27 0
20 -63 12 0
7 45 -6 0
-65 21 -72 0
-36 69 -5 0
1 51 -52 0
41 21 63 0
-38 20 15 0
-39 12 -18 0
35 64 -10 0
59 -7 32 0
29 -7 -23 0
-44 -27 48 0
-54 9 62 0
-8 66 -43 0
-31 -3 -7 0
-46 9 17 0
-60 5 66 0
-26 21 2 0
-44 20 -73 0
67 72 26 0
-59 -47 3 0
25 -7 12 0
-11 46 37 0
66 44 -61 0
53 -69 -67 0
-25 -2 -63 0
-75 13 2 0
33 56 14 0
71 68 8 0
-44 -31 52 0
4 12 23 0
-19 -69 -20 0
-61 -36 22 0
71 69 39 0
-36 -3 10 0
-11 -59 28 0
-23 -12 -18 0
32 67 17 0
75 5 64 0
32 46 65 0
11 -27 -16 0
53 -44 -36 0
49 -1 61 0
-49 -10 -47 0
-42 -60 -67 0
-45 -32 -14 0
-71 -31 -42 0
-63 30 -57 0
-59 -39 -53 0
4 56 -48 0
66 -11 -44 0
58 -70 -75 0
74 -46 27 0
71 -53 -27 0
-59 67 47 0
49 -11 -35 0
15 19 -47 0
31 5 -36 0
29 27 35 0
-23 19 24 0
17 -49 -1 0
71 18 20 0
13 -37 -63 0
1 -17 -9 0
-51 40 26 0
71 -25 -22 0
33 71 34 0
-35 -45 -23 0
-52 -32 -43 0
-22 -44 3 0
-38 56 -58 0
-53 40 -58 0
-4 75 67 0
45 32 59 0
-36 -50 27 0
71 42 67 0
-53 52 16 0
72 -53 47 0
-34 -54 27 0
4 33 -54 0
-43 -10 61 0
12 -48 30 0
49 -30 -44 0
54 42 66 0
46 -54 37 0
-43 38 -60 0
-58 11 21 0
-55 -52 -32 0
-71 54 -51 0
-48 25 -7 0
-17 -64 -56 0
-36 -32 -70 0
30 -21 66 0
37 36 -48 0
-58 -8 -39 0
15 45 60 0
53 24 21 0
-64 7 -2 0
-39 -34 -21 0
30 -67 -13 0
13 47 -73 0
-57 73 28 0
-45 -64 -47 0
38 16 -72 0
57 -23 -74 0
-38 -66 5 0
4 60 -36 0
-60 55 10 0
-36 56 28 0
-74 64 24 0
69 12 -1 0
54 -8 22 0
-14 -61 12 0
-32 -7 44 0
-37 -56 73 0
-45 51 38 0
48 73 -40 0
5 40 -28 0
-19 -44 20 0
-74 64 -30 0
37 -5 -46 0
7 39 41 0
-39 -41 70 0
53 33 52 0
59 -33 3 0
-8 -60 44 0
24 10 60 0
25 -22 -7 0
-61 -25 -68 0
21 50 -28 0
-47 9 11 0
-5 55 -57 0
51 2 24 0
-64 -61 -16 0
-59 36 4 0
-29 -64 -59 0
55 -46 -23 0
-2 24 -63 0
30 55 66 0
-14 74 32 0
-32 49 52 0
-24 -45 -26 0
19 72 73 0
-17 -16 -49 0
-31 46 -48 0
-54 -2 61 0
51 -16 20 0
-41 34 5 0
-33 -8 -44 0
-72 -58 7 0
2 -12 -71 0
46 73 -38 0
2 -51 -19 0
-50 -6 39 0
72 3 -64 0
18 -6 23 0
-10 56 -31 0
47 24 33 0
21 -68 -55 0
20 5 -60 0
35 3 -51 0
46 -56 -67 0
-6 34 68 0
11 -3 -24 0
-50 -73 35 0
16 27 33 0
7 39 -71 0
-11 -65 22 0
-40 69 9 0
-7 -33 -17 0
-69 -73 24 0
-19 -10 61 0
-4 23 68 0
-58 -51 -25 0
-7 72 41 0
-38 6 57 0
-7 -10 -57 0
6 44 -5 0
34 -29 -15 0
-14 10 1 0
56 -69 35 0
-34 57 29 0
40 -21 -75 0
-12 -20 -47 0
-43 -48 -58 0
-67 -60 20 0
18 32 -46 0
-29 -46 45 0
18 -28 66 0
-22 36 46 0
52 -19 27 0
-7 47 -55 0
-9 39 72 0
-40 -17 15 0
19 -55 -52 0
34 -13 -31 0
-15 -4 5 0
25 56 52 0
39 -35 45 0
-71 33 17 0
6 -44 -49 0
-12 35 -75 0
49 6 -28 0
42 -48 16 0
2 48 65 0
-17 -29 25 0
5 -60 27 0
42 75 28 0
-29 56 66 0
-22 24 -50 0
75 15 17 0
12 5 54 0
-21 -75 -12 0
62 -53 -14 0
-19 -54 -34 0
-33 -10 -16 0

c GPT solve time: 20.88 seconds

* SATISFIABLE
* Number of branches: 0
* Number of conflicts: 0
