c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=13
p cnf 75 262
-63 28 -46 0
-35 -69 -26 0
9 32 49 0
51 9 -35 0
25 -41 -58 0
24 45 3 0
49 36 2 0
69 29 -49 0
-72 -62 6 0
-33 59 -42 0
41 4 36 0
-16 -38 47 0
-70 64 45 0
56 -66 50 0
-30 -9 66 0
2 39 -57 0
-54 -51 39 0
16 -29 64 0
-33 -43 -13 0
36 21 48 0
-6 -11 -8 0
-15 -28 -36 0
-22 49 46 0
48 -65 51 0
68 14 -52 0
57 -39 -30 0
-33 -61 -40 0
-1 72 7 0
64 1 -29 0
75 -5 57 0
-6 -53 40 0
57 -72 -42 0
-51 -23 -65 0
10 -69 -68 0
-14 -21 4 0
59 -48 44 0
20 4 -28 0
61 9 60 0
71 -29 46 0
-41 -38 -28 0
44 29 22 0
-12 -61 -11 0
50 59 70 0
2 48 27 0
12 61 -50 0
-1 9 21 0
60 -14 -6 0
-70 -3 73 0
24 -43 51 0
-21 42 53 0
-19 -54 -33 0
-25 43 12 0
2 27 37 0
-12 -6 70 0
-72 63 -73 0
-13 -33 46 0
-69 -54 -17 0
17 -25 -60 0
28 65 -16 0
-67 -33 1 0
11 56 -17 0
25 -37 17 0
24 65 -54 0
22 44 75 0
12 -24 -10 0
32 4 53 0
63 -29 -61 0
-65 -17 -7 0
-21 -47 -16 0
11 -56 30 0
17 70 -51 0
17 -37 72 0
-11 40 67 0
-21 72 -27 0
-52 -11 18 0
56 -34 -67 0
57 -32 -4 0
24 -28 -1 0
-66 30 -4 0
-13 25 54 0
63 8 22 0
-39 54 -1 0
-58 -25 -28 0
34 -41 73 0
40 17 -25 0
27 14 -50 0
25 17 19 0
-32 -23 -2 0
-28 27 -9 0
45 50 52 0
20 14 -32 0
-34 45 -3 0
-66 6 75 0
-56 -27 -37 0
-28 71 18 0
40 -62 -31 0
18 -16 -36 0
33 10 -42 0
-17 -41 -69 0
7 -47 11 0
33 -40 -61 0
-73 65 -3 0
8 31 7 0
-72 -3 -35 0
-32 14 -1 0
-2 33 -28 0
42 -60 16 0
7 72 24 0
16 52 -51 0
-67 52 21 0
23 27 5 0
35 34 8 0
15 -24 -10 0
29 -6 69 0
49 14 -28 0
10 67 -62 0
-27 15 -75 0
-33 24 -55 0
-10 -41 13 0
-13 18 -59 0
-72 -51 -33 0
-72 -32 12 0
49 23 -27 0
-13 14 5 0
-47 -16 -20 0
-10 -1 -57 0
70 8 41 0
-22 4 -52 0
14 23 9 0
-4 -50 -18 0
-36 28 73 0
-3 40 17 0
-1 61 -35 0
34 64 42 0
-65 -67 -37 0
-29 37 -11 0
52 58 61 0
-1 17 -28 0
-26 3 39 0
16 -32 -29 0
-50 46 34 0
-13 10 73 0
48 73 69 0
-15 -42 -40 0
57 -75 -5 0
-64 60 46 0
10 -74 -33 0
-71 57 1 0
25 71 -14 0
46 -33 47 0
-10 11 68 0
-51 12 15 0
54 -62 28 0
-51 -27 50 0
44 21 -61 0
-24 -44 52 0
9 24 -31 0
-50 -10 36 0
-36 9 -58 0
-6 -71 -41 0
59 22 62 0
-28 -12 33 0
20 39 -37 0
-7 -1 -31 0
-24 -27 70 0
25 42 39 0
-31 70 -43 0
-12 -62 24 0
10 -59 -47 0
74 57 53 0
24 61 -39 0
-18 67 -59 0
75 58 29 0
62 70 40 0
32 -24 -39 0
15 69 12 0
34 32 53 0
4 34 -42 0
7 -5 12 0
-70 -20 23 0
-38 11 21 0
-62 14 28 0
-39 -23 -30 0
55 71 61 0
-47 69 61 0
-31 38 -22 0
40 6 -18 0
-29 -28 -23 0
38 74 -18 0
27 -65 53 0
15 64 -1 0
67 43 -30 0
-52 -24 -13 0
-65 -49 -12 0
45 -40 -7 0
-31 -60 73 0
-12 -48 72 0
63 -44 -15 0
-46 32 -5 0
3 7 -61 0
-33 -51 41 0
-41 46 -17 0
43 37 32 0
65 11 45 0
34 -25 -57 0
53 54 -2 0
-21 -31 -71 0
34 -26 -65 0
16 69 -41 0
-21 44 66 0
-73 -21 -74 0
-63 2 -16 0
-19 22 -1 0
-47 70 41 0
72 2 -52 0
-63 53 35 0
66 -63 -67 0
-32 74 -58 0
-8 6 37 0
-9 -28 67 0
-23 57 45 0
-67 62 56 0
-35 -64 65 0
-69 26 -19 0
-64 -23 28 0
17 -29 -30 0
3 -74 66 0
-75 -40 33 0
41 -68 8 0
8 60 -6 0
66 -10 64 0
59 -37 -1 0
37 2 -66 0
-72 68 9 0
28 24 13 0
-3 -21 -34 0
42 -10 -17 0
-37 -58 -47 0
-36 65 -64 0
75 18 60 0
-25 -11 43 0
-5 71 13 0
-11 34 24 0
48 -57 -6 0
47 -52 23 0
-74 -70 -46 0
3 -63 -40 0
-50 58 64 0
-45 -30 -70 0
32 -4 -31 0
-40 -75 64 0
-4 75 -21 0
-2 -9 -46 0
5 44 55 0
62 -64 -30 0
45 66 25 0
15 -3 48 0
-59 56 -19 0
-67 -26 -28 0
34 49 -40 0
-41 -56 -1 0
75 -70 -59 0

c GPT solve time: 0.77 seconds

* SATISFIABLE
* Number of branches: 0
* Number of conflicts: 0
