c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=20
p cnf 75 262
62 60 -44 0
25 -31 -68 0
-19 65 -33 0
30 -15 -16 0
-74 12 31 0
-46 33 -25 0
-27 47 -18 0
19 -34 38 0
-38 52 36 0
11 27 -50 0
10 30 -45 0
-39 -4 -21 0
-56 -41 -48 0
68 -24 46 0
-35 32 65 0
-31 -48 67 0
-5 55 23 0
34 5 -51 0
-19 10 52 0
-21 -29 72 0
-70 26 -37 0
68 -25 -75 0
37 -7 -51 0
-69 -27 -31 0
2 -3 -55 0
52 31 75 0
-58 2 24 0
-65 64 13 0
6 8 -68 0
-34 26 -25 0
30 -44 64 0
-32 -35 58 0
21 -16 -15 0
43 -57 -28 0
52 70 20 0
-70 -31 -20 0
29 62 13 0
-32 13 23 0
39 -30 -75 0
60 55 -65 0
-75 -55 -64 0
15 -13 10 0
-35 7 -41 0
32 73 -44 0
-24 -20 -52 0
38 3 -21 0
26 -4 23 0
34 10 21 0
-53 -28 -2 0
11 24 -18 0
-12 -7 32 0
45 1 -7 0
-49 10 -65 0
-65 54 12 0
-37 -6 25 0
-39 12 49 0
14 5 -2 0
64 6 -55 0
25 -6 -66 0
-13 17 66 0
28 -44 -24 0
71 54 49 0
-38 -20 27 0
69 36 21 0
40 43 -45 0
31 68 33 0
21 11 -65 0
71 24 72 0
46 -23 -50 0
18 59 -75 0
-14 -2 -28 0
-3 -72 -36 0
61 45 24 0
-63 3 70 0
-47 20 -46 0
-65 -62 16 0
-52 48 47 0
39 -32 -4 0
26 30 45 0
24 22 -36 0
6 -37 16 0
67 57 30 0
-3 51 75 0
49 34 -69 0
-23 -29 59 0
-66 -13 50 0
32 23 -62 0
47 73 26 0
-32 52 -24 0
-72 -42 -26 0
73 -24 -74 0
69 -19 -55 0
35 2 3 0
28 72 75 0
40 -49 22 0
-12 36 -61 0
1 -56 15 0
-34 -21 -68 0
-75 23 7 0
-35 21 52 0
72 40 57 0
-12 -40 -59 0
58 -43 18 0
-11 7 -38 0
-44 -57 51 0
-29 68 8 0
-11 47 -27 0
-62 -35 60 0
-39 45 30 0
-39 41 -17 0
34 -71 -65 0
58 -69 -5 0
57 73 -19 0
-12 -16 67 0
15 33 -34 0
25 42 5 0
66 -3 1 0
63 -2 45 0
39 -45 24 0
17 67 37 0
-3 -2 -50 0
56 32 1 0
52 67 -15 0
-70 50 -39 0
67 15 -50 0
-73 69 71 0
-51 -41 -12 0
10 -6 -50 0
-5 38 -74 0
-5 -57 13 0
-66 47 61 0
-25 -43 -59 0
5 -22 -26 0
39 -11 17 0
41 -47 -1 0
-51 -17 11 0
-73 -28 -35 0
34 -62 2 0
49 46 66 0
-30 16 29 0
33 -44 2 0
-40 62 52 0
-13 70 30 0
-19 23 -72 0
11 17 -59 0
-36 25 56 0
49 24 44 0
68 -14 8 0
1 35 -65 0
66 -53 3 0
72 43 2 0
28 -34 22 0
31 -20 -25 0
-64 13 1 0
-22 -44 21 0
28 -1 11 0
-66 43 5 0
10 -74 26 0
-59 -71 -41 0
-35 57 28 0
60 24 49 0
-28 68 -42 0
-57 6 -71 0
-22 -52 -69 0
69 -50 -28 0
-45 56 47 0
-24 34 -27 0
68 51 4 0
3 63 29 0
-74 71 -50 0
-59 5 72 0
38 -51 64 0
-19 -50 74 0
-7 31 59 0
-53 -48 -42 0
-37 46 75 0
-15 -49 -1 0
40 39 -56 0
29 -36 54 0
-14 -3 6 0
11 -53 54 0
-58 40 -38 0
-11 62 -65 0
-29 -23 -62 0
37 23 -40 0
72 65 -12 0
-64 -61 -21 0
-61 -2 -8 0
68 -54 -30 0
62 -17 16 0
-70 18 12 0
-12 71 1 0
11 25 23 0
-40 -13 -5 0
-55 -45 -32 0
-4 24 6 0
-3 -62 41 0
-69 -59 25 0
51 -58 -44 0
50 17 61 0
5 47 40 0
-19 -58 26 0
27 -36 4 0
-19 -63 -73 0
-73 -69 68 0
12 36 27 0
24 46 -68 0
32 75 -39 0
5 -28 64 0
54 15 -23 0
47 -45 24 0
37 -32 4 0
13 -63 74 0
68 70 12 0
-37 -8 10 0
-41 -16 23 0
15 -72 46 0
-55 60 13 0
58 -7 -44 0
38 -61 1 0
49 -28 -9 0
-68 2 1 0
-4 -73 40 0
63 -16 24 0
-24 22 -4 0
60 34 8 0
50 63 67 0
-22 -47 -69 0
17 -38 -21 0
-51 -45 -75 0
39 8 -65 0
-27 -47 17 0
-59 -36 57 0
-44 -2 -63 0
4 71 -50 0
-41 37 58 0
-35 -46 48 0
-6 -69 30 0
25 -10 29 0
21 -71 -33 0
28 -18 74 0
8 -32 52 0
-41 65 -2 0
5 -58 19 0
-28 35 -54 0
-10 -29 -27 0
43 -20 69 0
12 -35 -16 0
-9 -15 -39 0
61 36 -44 0
-53 30 -26 0
70 71 14 0
41 -23 51 0
-13 -12 64 0
22 -57 7 0
-56 -74 33 0
-35 -24 -3 0
-65 61 8 0
-7 24 71 0
-50 -31 -32 0
-43 -67 -55 0
-64 -63 -73 0

c GPT solve time: 21.03 seconds

SATISFIABLE  
Number of branches:  6  
Number of conflicts:  3
