c Random 3-SAT
c alpha=4.0, N=75, L=300, instance=13
p cnf 75 300
-4 -71 31 0
-5 19 -52 0
6 38 5 0
-54 40 -52 0
54 57 74 0
-40 46 -14 0
-70 -65 2 0
-38 -32 49 0
-64 -47 30 0
-48 -19 33 0
74 -73 -60 0
19 -4 27 0
53 -8 -17 0
-39 -27 58 0
69 -3 -27 0
64 61 67 0
-65 -57 50 0
74 -65 -70 0
-21 46 67 0
-24 -32 -59 0
-25 69 -54 0
70 -15 58 0
-44 62 22 0
-25 -22 31 0
43 -47 28 0
57 -18 -58 0
-24 75 46 0
72 45 68 0
50 -9 -47 0
8 -3 14 0
24 -47 52 0
-59 -27 -69 0
13 65 60 0
63 -67 1 0
2 -63 -32 0
-31 71 51 0
-45 25 53 0
-59 -41 7 0
55 -13 -40 0
-32 40 -39 0
59 22 -64 0
-56 -34 -42 0
37 9 11 0
-39 28 -47 0
68 34 61 0
12 -69 38 0
-68 -53 -47 0
-39 -49 23 0
-29 3 -1 0
-8 30 59 0
10 -48 71 0
7 2 20 0
-1 -66 45 0
17 5 2 0
39 55 -46 0
48 30 42 0
-63 26 6 0
-12 -29 -18 0
-39 -29 -38 0
-43 -69 -57 0
52 -69 44 0
71 -18 61 0
-69 -40 71 0
-7 2 75 0
58 67 2 0
-32 30 31 0
74 -63 75 0
56 -68 -3 0
-5 -33 26 0
11 -50 52 0
22 -71 -49 0
2 -31 -30 0
-10 -50 -9 0
38 67 -13 0
-50 18 -1 0
-12 -74 -1 0
-68 6 22 0
-35 -42 -11 0
37 45 -27 0
63 23 58 0
62 -75 -37 0
38 24 12 0
26 -4 -64 0
-51 19 57 0
-50 -64 68 0
-14 6 22 0
41 -75 45 0
55 53 -59 0
34 -26 2 0
-7 -18 -33 0
-63 7 75 0
-36 -18 38 0
-8 10 59 0
3 -52 63 0
57 38 34 0
-75 41 -56 0
6 -39 61 0
22 -31 30 0
34 54 -13 0
44 22 69 0
-74 -25 23 0
11 8 30 0
10 40 58 0
17 -36 -59 0
13 -26 -5 0
-54 7 50 0
25 -71 72 0
26 -40 -4 0
-71 31 8 0
-32 12 -34 0
-15 -53 29 0
-49 -28 -47 0
-35 66 63 0
