c Random 3-SAT
c alpha=5.0, N=75, L=375, instance=16
p cnf 75 375
25 68 -13 0
43 27 -22 0
71 -49 -62 0
29 64 -52 0
71 19 -34 0
59 3 70 0
46 -36 30 0
-36 11 -74 0
73 74 -31 0
-6 -68 23 0
12 -24 -52 0
30 -16 -9 0
73 69 54 0
4 64 -25 0
-23 -19 -9 0
18 -42 50 0
40 54 34 0
60 39 69 0
-13 -74 36 0
-72 33 -7 0
5 -54 -34 0
-3 -28 2 0
-9 -14 64 0
-58 -62 8 0
35 -30 -38 0
-53 52 43 0
-22 -31 -17 0
-31 57 67 0
-21 -62 53 0
-30 19 -59 0
23 44 -45 0
58 54 -25 0
-6 67 73 0
59 7 62 0
24 -4 -55 0
62 -57 63 0
-42 -44 -74 0
-44 -28 -20 0
16 -30 75 0
-74 16 55 0
63 -70 5 0
-12 -40 31 0
46 -36 -71 0
14 59 44 0
28 2 -22 0
16 -8 29 0
21 24 -47 0
-30 -55 -15 0
70 63 -4 0
1 15 53 0
-29 27 -75 0
-67 35 -61 0
-1 5 -72 0
52 -14 61 0
63 7 -17 0
57 -67 -39 0
-52 -28 -73 0
67 -4 -62 0
7 -25 -16 0
-12 11 -17 0
-61 -58 -33 0
27 30 57 0
-39 32 -27 0
12 50 -57 0
-6 55 9 0
53 -11 70 0
48 -30 -28 0
26 -8 -59 0
16 -30 -33 0
18 -75 71 0
-27 35 -8 0
-30 -72 8 0
7 65 -73 0
-66 60 -58 0
1 15 -56 0
56 -70 4 0
-70 9 -25 0
36 7 -65 0
9 -52 28 0
-4 -41 5 0
22 34 67 0
-48 -11 23 0
7 -24 13 0
27 46 -36 0
69 -28 -55 0
-23 -40 -38 0
74 66 48 0
6 71 -25 0
61 -66 -18 0
-7 -39 -10 0
-66 38 -43 0
50 30 -57 0
-10 -26 17 0
75 24 46 0
47 -30 -25 0
53 -2 -46 0
9 -18 55 0
68 24 -66 0
-26 -53 -62 0
-23 29 -75 0
26 60 -18 0
29 70 27 0
-65 -34 -44 0
-15 48 7 0
