c Random 3-SAT
c alpha=1.0, N=75, L=75, instance=1
p cnf 75 75
-6 -52 71 0
-52 71 -41 0
-64 -69 65 0
-10 24 34 0
13 -30 65 0
66 21 -23 0
57 -18 -39 0
3 -13 -37 0
39 71 24 0
-62 -51 -22 0
-33 -65 48 0
-32 -51 45 0
-50 42 8 0
32 52 -58 0
69 42 -24 0
-38 -65 20 0
3 -21 5 0
-10 -49 -39 0
-40 -19 31 0
-13 29 70 0
-19 -67 -47 0
-69 -71 62 0
73 62 1 0
-57 74 49 0
27 -61 -58 0
57 -56 -22 0
-44 -3 -46 0
-41 27 -53 0
56 -71 5 0
-39 -75 33 0
-27 7 48 0
54 -46 -25 0
56 -46 33 0
4 -40 7 0
-56 -1 -24 0
49 -73 69 0
-26 -59 -64 0
-26 -53 35 0
-41 -25 73 0
-35 -71 13 0
18 28 -71 0
-46 1 -34 0
-19 35 -11 0
75 64 -62 0
-63 -20 -2 0
2 56 -9 0
-24 -58 52 0
-62 31 -15 0
75 -42 44 0
-51 68 -55 0
-15 34 -43 0
-4 59 -57 0
73 32 57 0
-45 36 69 0
-17 -35 5 0
73 -74 8 0
65 -36 3 0
-26 6 21 0
70 46 -25 0
-16 -39 -11 0
67 9 16 0
74 55 39 0
-51 -55 72 0
5 63 -75 0
63 65 34 0
-31 40 32 0
20 -21 58 0
-4 -63 29 0
48 6 64 0
-38 -4 -62 0
61 50 -5 0
-58 -64 10 0
16 54 37 0
-37 17 -34 0
53 -49 34 0

c GPT solve time: 40.15 seconds

