c Random 3-SAT
c alpha=1.0, N=75, L=75, instance=4
p cnf 75 75
19 6 -38 0
-69 42 59 0
-21 -37 38 0
-56 -32 59 0
-64 -57 -25 0
-64 41 35 0
-31 -55 33 0
-48 32 -24 0
-49 -59 10 0
-41 -9 17 0
53 -70 -10 0
6 44 35 0
60 71 41 0
5 61 54 0
-39 63 41 0
-49 -61 11 0
-75 -18 -55 0
51 -10 -48 0
33 35 10 0
59 -63 -27 0
2 65 67 0
28 73 -50 0
-18 60 -3 0
-66 -59 -52 0
-41 46 47 0
57 72 -44 0
30 -58 8 0
-53 42 13 0
16 73 26 0
46 17 61 0
-17 35 38 0
26 46 -74 0
-42 33 -25 0
40 -63 -25 0
2 -14 -45 0
50 -28 41 0
62 -12 -56 0
-4 29 56 0
-2 -63 -13 0
13 -57 -68 0
14 28 -30 0
-38 74 47 0
37 -58 -44 0
-21 -38 12 0
-73 -4 6 0
-53 9 -41 0
23 68 -73 0
-55 -8 -6 0
6 67 52 0
13 23 46 0
-4 -49 56 0
-59 67 -55 0
44 -53 -25 0
-65 -51 43 0
-37 70 5 0
65 -1 61 0
67 -34 -31 0
-73 18 34 0
-26 43 50 0
-37 75 34 0
38 -19 -28 0
-26 31 44 0
17 25 -44 0
-16 -31 54 0
-58 48 17 0
72 20 27 0
7 -6 69 0
-25 33 64 0
44 -55 25 0
-24 -1 65 0
25 -26 70 0
20 65 -34 0
-69 13 -68 0
-35 -22 -33 0
40 -74 -18 0

c GPT solve time: 27.90 seconds

