c Random 3-SAT
c alpha=5.0, N=75, L=375, instance=13
p cnf 75 375
-33 -29 65 0
-42 -52 57 0
-24 -9 46 0
31 36 21 0
-52 -17 74 0
54 4 -7 0
-31 -57 2 0
69 20 -68 0
-58 27 -19 0
60 -8 -36 0
-25 38 74 0
14 -54 49 0
-19 43 -71 0
-58 5 -48 0
-26 8 71 0
25 51 41 0
-66 2 32 0
-34 45 -2 0
-18 -11 -65 0
42 60 43 0
36 -14 -5 0
-19 -66 -73 0
3 -66 70 0
3 -32 -28 0
45 37 40 0
-1 -7 -11 0
36 10 43 0
33 -57 27 0
-51 -12 -48 0
-29 -13 -10 0
-70 44 13 0
62 15 8 0
34 1 36 0
-72 71 -51 0
4 -43 24 0
-19 -30 -29 0
-12 -38 5 0
35 55 39 0
-43 -11 29 0
31 -37 14 0
-25 -45 -49 0
-50 9 35 0
-55 61 -11 0
-47 60 7 0
-50 51 7 0
-27 -54 -4 0
-63 53 -11 0
59 64 -65 0
58 -39 -14 0
-41 -55 16 0
30 46 32 0
-38 -49 51 0
61 -22 35 0
-1 -50 24 0
-20 -55 -66 0
33 19 -45 0
31 -62 47 0
72 37 -20 0
-11 22 -24 0
8 64 -67 0
-38 -50 -59 0
69 57 -67 0
20 55 -40 0
13 14 -39 0
71 2 67 0
-33 59 -34 0
27 51 -56 0
-63 4 -29 0
31 -45 -46 0
18 -12 -6 0
-45 -75 -33 0
-16 39 33 0
-63 25 51 0
-2 -14 -66 0
61 -8 54 0
59 -35 -64 0
-3 2 44 0
-46 6 52 0
-74 -11 -56 0
28 -53 16 0
44 -46 73 0
30 11 13 0
-17 64 -27 0
30 33 19 0
-53 -73 29 0
70 -27 8 0
15 -7 -58 0
-35 21 34 0
63 -69 41 0
-38 34 49 0
33 -30 -62 0
-12 8 34 0
30 36 16 0
51 55 -48 0
58 53 -64 0
27 31 17 0
-62 -52 7 0
68 -47 -48 0
-17 -22 53 0
-71 -72 66 0
44 2 -71 0
-3 -74 75 0
6 -58 3 0
-6 45 -54 0
-63 -3 1 0
35 47 61 0
70 67 -32 0
-73 43 24 0
50 -7 54 0
1 -57 -67 0
38 21 2 0
3 -21 58 0
-1 -30 46 0
11 -44 6 0
46 -22 15 0
-38 58 -29 0
-27 -18 -49 0
-29 52 -23 0
-40 -34 -57 0
72 -66 30 0
-31 34 35 0
35 -43 -31 0
-36 -51 67 0
10 48 45 0
-50 42 -14 0
29 -58 21 0
-6 25 -27 0
45 -20 -40 0
-1 -14 -39 0
20 -26 -14 0
-29 32 52 0
-5 29 -62 0
-23 44 -19 0
-27 62 59 0
-4 -22 -13 0
75 -53 -6 0
8 59 -14 0
-17 52 -74 0
5 18 60 0
-8 55 -45 0
52 -12 41 0
-63 -22 -52 0
-35 -1 70 0
59 30 -21 0
8 -34 -64 0
64 33 -49 0
47 -7 12 0
-59 -7 -73 0
31 35 10 0
-18 -49 45 0
-21 -8 9 0
37 63 -42 0
-63 -51 -16 0
-26 -18 24 0
-49 5 22 0
