c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=13
p cnf 75 225
-56 -41 45 0
51 37 -61 0
-39 -62 -60 0
-7 51 -52 0
-64 26 65 0
-12 -59 -29 0
57 -66 17 0
-59 50 -26 0
-49 -73 56 0
-61 -32 23 0
57 46 -64 0
-69 -40 -73 0
-65 -34 -59 0
-55 -24 -42 0
-35 -2 68 0
47 39 62 0
-21 -47 69 0
-14 -26 38 0
-75 31 -19 0
-33 -14 60 0
-7 62 -20 0
15 -61 21 0
75 -43 -73 0
-7 -72 -1 0
-4 69 9 0
24 -36 60 0
7 12 22 0
-38 53 -36 0
42 38 -55 0
14 -46 13 0
51 -35 -68 0
-25 -15 41 0
-73 22 8 0
55 -41 -10 0
39 30 23 0
33 2 -12 0
41 32 -25 0
-69 29 -35 0
3 17 52 0
-66 -50 47 0
13 -35 -5 0
33 -9 -63 0
-18 -68 46 0
-25 65 36 0
-21 -71 -15 0
-10 29 52 0
53 69 -49 0
-56 29 23 0
-70 36 -27 0
19 3 -30 0
-27 -58 31 0
-69 -2 48 0
-68 75 -34 0
39 58 -66 0
14 16 30 0
61 74 44 0
20 16 34 0
23 29 63 0
-26 1 12 0
-61 -31 -65 0
4 -15 -13 0
-16 70 35 0
51 65 19 0
-74 7 18 0
75 36 -2 0
-12 -1 25 0
2 31 3 0
-56 -9 68 0
2 -22 66 0
-15 9 -58 0
-57 47 56 0
-36 12 -17 0
33 -8 -12 0
-6 65 -40 0
-20 -46 43 0
-21 -52 -68 0
-55 -38 14 0
40 -11 54 0
21 38 -25 0
-17 -2 -13 0
-35 3 -11 0
-65 -1 57 0
-53 -64 -39 0
-49 -23 34 0
-34 -41 72 0
-43 13 -70 0
72 -55 61 0
-68 -37 -2 0
-19 -21 24 0
-22 52 28 0
38 -65 21 0
17 72 -69 0
6 68 -33 0
-68 44 -29 0
-24 -1 22 0
16 -54 -27 0
34 -48 -26 0
-21 -55 -37 0
69 -54 -70 0
-53 46 9 0
42 36 62 0
4 -27 11 0
-73 -25 -68 0
40 9 15 0
59 49 74 0
-72 31 -12 0
54 -58 53 0
72 -62 -74 0
33 12 -51 0
-17 44 -23 0
-73 -36 -8 0
58 -71 -11 0
15 -51 -53 0
-17 23 74 0
49 14 28 0
-56 45 -33 0
-13 50 -56 0
50 52 30 0
12 57 25 0
-33 -57 29 0
6 15 57 0
-70 41 -75 0
6 16 34 0
-48 73 40 0
48 -40 7 0
-64 -22 31 0
70 44 -50 0
35 -52 9 0
14 57 -4 0
35 56 19 0
-68 -17 14 0
57 -23 -69 0
-57 -48 53 0
5 -57 7 0
44 -66 59 0
71 -56 -8 0
9 71 -67 0
-54 25 -36 0
-37 -27 74 0
38 42 -69 0
-2 -14 -59 0
16 54 -18 0
-45 29 -52 0
-73 55 49 0
-28 -42 9 0
4 -25 -16 0
-21 36 -62 0
-49 40 47 0
62 56 26 0
-62 18 -17 0
-67 50 5 0
-26 -16 -30 0
64 40 50 0
-12 2 59 0
58 -48 55 0
-3 70 -36 0
9 -3 29 0
26 56 -60 0
38 -17 -34 0
-48 58 -71 0
67 7 48 0
27 51 -74 0
29 -58 -54 0
2 30 -7 0
2 -40 -26 0
-57 -72 -55 0
52 31 -5 0
4 -63 65 0
-20 -35 -46 0
37 65 23 0
33 51 60 0
-71 -46 36 0
-8 -64 -9 0
-4 -69 5 0
53 -31 39 0
-16 -32 35 0
-22 -19 -2 0
36 -7 -47 0
9 34 15 0
63 -26 52 0
9 30 -5 0
-32 46 -29 0
-19 17 65 0
70 66 7 0
-5 -17 -34 0
33 71 6 0
-53 -50 -23 0
-27 20 72 0
-36 -35 61 0
67 -15 -2 0
34 -29 27 0
12 -18 -4 0
60 -61 -15 0
-59 -33 -28 0
9 59 37 0
-11 -54 -65 0
-15 27 34 0
69 -5 -30 0
51 73 41 0
-38 -61 -75 0
-37 73 29 0
-7 -17 -64 0
55 9 60 0
-40 -48 -37 0
5 -61 51 0
34 -61 3 0
-69 72 21 0
54 -5 73 0
-56 1 33 0
29 31 -37 0
19 48 51 0
-41 45 28 0
1 11 -62 0
17 63 26 0
-47 6 4 0
16 26 7 0
-45 -24 33 0
59 -6 23 0
58 53 66 0
21 37 61 0
59 41 30 0
6 -27 21 0
-61 54 41 0
-28 -4 -21 0
-43 -45 -27 0

c GPT solve time: 21.01 seconds

SATISFIABLE  
Number of branches: 6  
Number of conflicts: 2
