c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=4
p cnf 75 412
-9 -7 11 0
18 -23 -49 0
70 41 61 0
-20 10 42 0
27 41 48 0
53 12 45 0
26 34 74 0
-3 69 22 0
56 -69 -13 0
1 -45 -40 0
-74 48 -40 0
9 -47 20 0
-54 35 47 0
-42 -15 -21 0
-43 -11 -2 0
-50 -63 -51 0
64 -29 40 0
44 4 10 0
41 -42 -74 0
-54 -14 -10 0
13 -55 29 0
-51 -24 23 0
12 11 19 0
-39 -35 48 0
33 -70 -67 0
28 56 -23 0
24 25 -53 0
39 75 74 0
-51 -35 4 0
-16 -12 -48 0
-51 -1 -46 0
-45 49 26 0
-19 -41 -23 0
-56 62 -43 0
19 57 55 0
-22 58 52 0
17 -65 21 0
69 35 62 0
-12 -27 -57 0
-60 -30 -40 0
-52 -51 14 0
-74 11 61 0
-33 67 68 0
-5 -35 66 0
27 -35 -59 0
51 25 -11 0
25 70 -3 0
53 10 48 0
-56 26 -2 0
51 48 -9 0
-15 -5 -26 0
-48 61 42 0
-58 -20 -8 0
41 62 18 0
-65 -16 21 0
-30 12 42 0
24 12 35 0
22 -30 57 0
-40 10 -4 0
-8 -58 -10 0
-11 24 47 0
-54 -24 -34 0
70 -55 62 0
-44 -39 12 0
-52 11 -1 0
-1 28 72 0
-60 56 15 0
66 -33 31 0
53 -4 8 0
33 -4 32 0
9 58 22 0
-52 5 -19 0
-48 -24 43 0
-21 8 52 0
65 -56 -7 0
-62 -27 -34 0
-36 -43 -50 0
64 -34 38 0
-51 34 22 0
-2 18 -35 0
59 -10 5 0
-16 66 -63 0
42 54 10 0
39 -40 -22 0
12 1 -32 0
-30 59 41 0
-26 40 28 0
-45 -11 18 0
-54 46 25 0
2 -15 23 0
4 -24 -8 0
-6 -9 13 0
-66 22 69 0
-57 51 58 0
4 16 -33 0
-1 -60 24 0
71 64 -20 0
-52 54 -69 0
-62 64 -34 0
74 -67 41 0
-66 54 -12 0
73 47 -14 0
59 -18 61 0
-56 -54 -15 0
-20 -75 -44 0
-2 -62 -22 0
4 6 34 0
25 -51 -39 0
6 13 62 0
57 69 55 0
13 20 2 0
65 54 44 0
-14 15 26 0
-68 -30 70 0
-14 29 42 0
-41 -74 28 0
52 49 -12 0
-48 -68 38 0
-45 14 55 0
46 64 2 0
-47 -55 64 0
-3 2 68 0
22 -10 -25 0
-8 -36 2 0
-2 16 -67 0
51 57 26 0
63 40 -59 0
44 49 -5 0
-1 60 -38 0
70 8 -55 0
30 -31 15 0
-39 -35 -59 0
24 12 -63 0
-1 -2 40 0
2 18 -49 0
-54 -2 -60 0
-10 24 -7 0
59 9 54 0
-21 -63 -64 0
-11 55 29 0
-48 -53 -57 0
46 -29 51 0
-28 2 61 0
-14 -62 29 0
59 70 -47 0
-12 -38 40 0
54 61 -64 0
-40 -72 -38 0
-28 70 -75 0
-57 -46 -37 0
-27 70 -26 0
-30 -23 -49 0
-53 -46 41 0
16 49 63 0
-9 12 -37 0
-10 -25 53 0
62 -72 2 0
44 14 -12 0
3 -46 -58 0
5 21 19 0
-35 -22 -46 0
30 -8 53 0
20 -51 49 0
-67 43 -69 0
-42 17 -66 0
43 -60 66 0
41 -37 -55 0
-42 -46 -7 0
58 15 52 0
-18 68 35 0
-59 9 -8 0
23 60 -34 0
62 -46 -4 0
65 46 -52 0
40 70 60 0
-31 -46 -38 0
-49 41 -67 0
52 55 -63 0
30 48 -23 0
44 55 -50 0
30 -73 6 0
70 -67 14 0
-33 67 16 0
70 7 35 0
-31 18 -59 0
22 -45 -8 0
58 42 52 0
13 57 -14 0
-47 -49 44 0
-10 57 9 0
52 13 -23 0
-34 -62 -28 0
72 -18 2 0
16 -63 -42 0
62 7 -61 0
8 -2 50 0
-21 -19 -8 0
62 42 -37 0
63 55 -48 0
-7 3 25 0
40 2 -7 0
57 56 -26 0
-30 58 -12 0
9 -45 -57 0
-26 9 19 0
63 -22 -24 0
-24 -68 36 0
-27 -54 9 0
63 13 68 0
26 62 46 0
11 64 -72 0
-3 52 21 0
-38 -42 -35 0
49 -31 -75 0
-52 49 15 0
22 13 -52 0
53 56 65 0
71 -13 3 0
12 -44 10 0
-61 48 -22 0
50 -65 -31 0
-50 -60 -70 0
-70 11 -40 0
-1 15 -62 0
41 11 20 0
29 68 -72 0
6 28 44 0
63 -12 26 0
51 -15 -75 0
14 29 59 0
-71 -38 -17 0
-8 7 42 0
-33 12 2 0
63 -45 8 0
-60 2 -17 0
-5 -41 60 0
-55 -74 46 0
25 34 -71 0
21 -25 39 0
35 -63 -47 0
-69 -31 -24 0
-68 -49 25 0
74 -43 15 0
-70 -12 -68 0
45 -48 9 0
-14 50 -48 0
-5 11 -63 0
54 -16 -31 0
24 51 22 0
-64 30 -18 0
9 59 -38 0
15 31 54 0
-32 -49 -21 0
-46 36 51 0
-26 -59 38 0
-57 -14 19 0
-36 -39 53 0
33 -35 -75 0
